battletag,SR,all_damage_done,armor_packs_created,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,molten_core_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,torbjorn_kills,turret_kills,turrets_destroyed,weapon_accuracy,win_percentage
Fergalicious#21844,4037,3793,8,970,0,0,0,2,0,6,0,3,0,0,0,0,0,2823,1,0,1,0,0,1,0,1,3,0,0,0,1,0,180,0,4,3,0,0.44,0.48
PapaGlitchy#2651,2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
Kailord#1286,1054,2995,6,182,0,0,0,6,0,2,0,1,0,0,0,0,0,2813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,240,0,1,2,0,0.16,0
Jeremos#2358,3516,15770,11,0,0,0.03,12,14,0,25,0,10,1,1,0,0,0,0,4,1,1,1,0,5,1,8,16,0,0,0,5,0,960,0,20,10,0,0.42,0
EFFECT#31318,1958,6985,6,177,0,0.06,3,4,0,8,0,3,0,1,0,0,0,6428,1,0,0,1,0,1,1,3,7,0,1,0,0,0,360,0,2,7,0,0.24,0.35
dragon#18985,2215,18317,59,5065,0,0.08,24,9,0,39,0,12,0,2,0,2,0,13154,3,1,0,1,0,4,1,14,54,0,0,0,5,0,1020,231,20,29,0,0.18,0.76
xFunStyle#2648,2450,4516,2,1485,0,0.05,3,2,0,0,0,0,0,0,0,0,0,3032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.37,0
Nostrenos#1737,2220,1573,3,1298,0,0.14,1,1,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0.21,0
Narehop#2417,2059,6656,16,1937,1,0.04,6,3,0,21,0,7,0,1,0,0,0,4719,2,0,1,1,0,2,0,12,13,0,0,0,0,0,300,87,10,18,0,0.24,0
Lucario#21542,2887,53159,84,13132,1,0.06,71,32,0,87,0,45,2,4,0,2,0,39308,12,3,5,3,1,20,1,36,84,0,0,0,8,0,2520,252,55,55,1,0.3,0.53
Kephrii#11655,2797,1039,1,179,0,0,0,2,0,2,0,0,0,0,0,0,0,860,0,0,0,0,0,0,0,1,5,0,0,0,0,0,60,0,2,0,0,0.52,1.0
Cybernator#11620,2661,3310,3,1125,0,0.1,7,4,0,2,0,1,0,0,0,0,0,2185,0,0,0,0,0,0,0,1,8,0,0,0,0,0,120,0,1,1,0,0.36,0
Jackey#11578,2445,19196,43,7139,0,0.08,12,10,0,30,0,11,0,1,0,1,0,12025,5,1,1,3,0,2,0,12,19,0,0,0,5,0,1020,4,15,20,0,0.26,0.67
Mom#12879,2936,9783,37,3228,0,0.04,6,12,0,21,0,6,0,1,0,0,0,6555,2,0,0,1,0,6,1,14,38,0,0,0,1,0,660,0,11,13,0,0.19,0.65
Mariposa#31240,3446,18207,43,6038,0,0.09,28,6,0,35,0,11,1,1,0,0,0,11533,3,1,1,1,1,2,1,15,104,0,0,0,2,0,660,209,18,28,0,0.23,0
Limousine#11710,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
dunk#11522,2877,9744,19,0,1,0.0,1,4,0,14,0,6,0,0,0,0,0,0,2,0,0,1,0,5,1,14,20,0,0,0,0,0,360,113,7,11,0,0.37,0
Casual#11993,2599,5651,13,774,0,0.13,12,2,0,13,0,3,0,0,0,0,0,4877,1,0,1,0,0,2,0,3,10,0,0,0,1,0,240,23,5,10,0,0.28,0
youngfoon#1565,1930,4169,8,1613,0,0.03,1,2,0,3,0,1,0,0,0,0,0,2556,1,1,0,0,0,0,0,2,4,0,0,0,0,0,120,0,1,2,0,0.22,0
neonnami#2407,2287,7139,18,0,0,0.05,9,6,0,6,0,4,1,1,0,0,0,0,2,0,1,1,0,4,1,4,28,0,0,0,0,0,420,0,3,3,0,0.31,0
ZeroSumm#1771,2185,21491,63,4095,0,0.06,27,11,0,50,0,22,0,1,0,1,0,17085,4,2,2,0,0,7,0,22,37,0,1,0,5,0,1200,61,19,41,0,0.28,0.85
OVER#31636,2438,446,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0
sora#2593,1881,35414,73,14991,1,0.02,24,19,0,52,0,25,1,3,0,2,0,20133,7,2,3,2,1,10,1,20,96,0,0,0,4,0,1620,44,32,35,0,0.41,0.53
Codeg#21210,2081,2082,2,683,0,0.02,1,1,0,2,0,1,0,0,0,0,0,1399,0,0,0,0,0,0,0,0,2,0,0,0,1,0,120,0,2,2,0,0.19,0
Vodkajin#1911,1662,2371,3,560,0,0.05,1,1,0,2,0,2,0,0,0,0,0,1811,1,0,1,0,0,0,0,2,7,0,0,0,0,0,60,0,1,1,0,0.34,0
Drgalaxy#21722,2817,108537,264,24744,1,0.07,127,67,0,199,0,88,5,7,0,3,0,82540,18,6,8,4,1,46,4,90,461,0,0,0,18,0,3600,921,110,153,3,0.28,0.36
PatateDouce#21802,2218,2376,7,846,0,0.12,1,2,0,8,0,3,0,0,0,0,0,1530,0,0,0,0,0,0,0,3,0,0,0,0,1,0,180,0,4,5,0,0.08,1.0
jeremychang#3761,3193,1175,2,196,0,0,0,1,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,0,0.04,0
Aishan#2839,2314,2698,3,1990,0,0.33,1,1,0,0,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0.06,1.0
Mexi#11525,3358,778,1,175,0,0.02,1,1,0,2,0,0,0,0,0,0,0,603,0,0,0,0,0,0,0,2,0,0,0,0,0,0,30,0,2,1,0,0.43,0
Kriohn#1188,2433,4668,11,1303,0,0.05,4,4,0,3,0,1,0,0,0,0,0,3323,1,1,0,0,0,1,0,1,31,0,1,0,0,0,180,0,3,3,0,0.11,0.12
Young#1382,2968,6209,10,0,0,0.05,5,4,0,14,0,5,0,1,0,1,0,0,1,1,1,0,0,5,0,10,5,0,0,0,3,0,360,42,4,13,0,0.23,1.0
PsychoD#2644,3000,1676,2,546,0,0,0,1,0,1,0,0,0,0,0,0,0,1130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,1,0,0.18,1.0
ogba#1552,1805,9240,22,2475,0,0.06,2,8,0,15,0,4,0,1,0,1,0,6762,2,0,1,1,0,3,0,8,16,0,0,0,0,0,480,58,4,12,0,0.19,0.83
Rimmon#2304,2176,12489,31,3906,0,0.05,22,10,0,16,0,4,1,1,0,0,0,8463,2,1,1,1,0,6,0,7,18,0,1,0,1,0,540,0,12,10,0,0.39,0.33
Alerion#21958,4007,4627,17,1577,0,0.05,2,10,0,6,0,2,1,1,0,0,0,2985,2,1,0,1,0,1,0,0,7,0,0,0,0,0,540,0,5,1,0,0.18,0.0
JOHNSON#12613,1539,2205,5,706,0,0,0,3,0,1,0,0,0,0,0,0,0,1499,1,0,0,0,0,0,0,0,4,0,0,0,0,0,120,0,0,1,0,0.3,0
burritoh#1532,1772,9786,15,0,1,0.02,3,2,0,19,0,10,0,1,0,1,0,0,4,2,1,1,0,2,0,2,5,0,0,0,1,0,420,0,5,15,0,0.39,1.0
Atlas#11100,2560,1070,2,14,0,0,0,1,0,1,0,0,0,0,0,0,0,1031,1,0,1,0,0,0,0,1,0,0,0,0,0,0,58,0,0,1,0,0.19,0
Looty27#2606,2663,6360,20,2202,0,0.04,3,2,0,17,0,6,1,1,0,0,0,4158,2,1,1,1,0,0,0,4,1,0,0,0,0,0,300,94,4,15,0,0.28,0
joebloggie#2551,3204,3860,11,1333,0,0.04,4,4,0,4,0,2,0,0,0,0,0,2042,1,0,0,0,0,0,0,1,3,0,0,0,0,0,240,0,3,2,2,0.43,0
sumikfx#2269,2327,6102,2,1376,0,0.07,6,3,0,3,0,1,0,0,0,0,0,4553,2,0,1,1,0,0,0,0,10,0,0,0,1,0,180,0,2,2,0,0.27,0
Nypro#1996,4063,2549,3,0,0,0.03,3,1,0,3,0,1,0,0,0,0,0,2549,0,0,0,0,0,1,0,2,0,0,0,0,0,0,60,0,1,3,0,0.46,0
texnoz#2587,3754,8906,21,3522,0,0.04,7,4,0,17,0,5,0,1,0,1,0,5355,3,1,0,1,0,5,1,7,43,0,0,0,1,0,480,0,11,8,0,0.38,0.93
Phantoms#11321,2253,10262,12,3391,0,0.09,13,3,0,14,0,5,1,1,0,0,0,6792,2,1,1,0,0,1,0,6,32,0,0,0,0,0,360,0,8,9,0,0.27,0
FlayvorTown#1838,2074,2834,3,1182,0,0,0,1,0,1,0,0,0,0,0,0,0,1552,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,1,0,0.17,0
bluefiftytwo#2230,2563,23549,51,6873,1,0.05,48,17,0,38,0,16,1,2,0,1,0,16674,5,1,3,2,0,6,0,19,71,0,0,0,1,0,1080,204,21,24,0,0.45,0.64
Tatarus#2790,2742,3707,4,1805,0,0.05,1,2,0,4,0,2,0,0,0,0,0,1902,0,0,0,0,0,1,0,1,6,0,0,0,1,0,60,0,1,4,0,0.1,0
Natedogtwist#1922,3251,4330,8,1918,0,0.21,10,7,0,5,0,1,1,1,0,0,0,2369,2,1,0,1,0,0,0,2,3,0,0,0,0,0,240,0,1,5,0,0.21,0
Nafalgar#2728,3114,2820,7,961,0,0.03,3,3,0,5,0,1,0,0,0,0,0,1859,0,0,0,0,0,2,0,3,0,0,0,0,0,0,120,0,2,3,0,0.32,0
DoctorWho#2843,2992,2761,6,644,0,0.16,2,1,0,6,0,0,0,0,0,0,0,2118,1,0,1,0,0,0,0,3,0,0,0,0,0,0,120,0,4,6,0,0.23,0
avernae#2496,2248,7339,26,196,0,0.06,2,7,0,20,0,9,0,0,0,0,0,7128,0,0,0,0,0,6,0,12,28,0,0,0,0,0,360,211,11,18,0,0.17,1.0
Slothlife#11811,1962,1088,3,182,0,0,0,3,0,5,0,2,0,0,0,0,0,906,1,0,0,0,0,0,0,2,0,0,0,0,1,0,60,0,1,5,0,0.07,0
Bry#11802,3104,2795,2,224,0,0.02,1,1,0,3,0,2,0,0,0,0,0,2571,0,0,0,0,0,2,0,2,0,0,0,0,1,0,60,15,2,3,0,0.39,1.0
Stealthless#11272,3320,16141,18,7879,0,0.11,14,6,0,13,0,4,0,1,0,1,0,8092,1,1,0,0,0,2,0,3,8,0,0,0,1,0,480,0,9,8,0,0.15,0.71
Nikkex#21517,3505,1099,3,420,0,0,0,18,0,0,0,0,1,1,0,0,0,679,1,0,0,1,0,0,0,0,3,0,0,0,0,0,420,0,0,0,0,0.1,0
mixe#2717,2792,12385,18,5564,0,0.13,12,5,0,6,0,5,0,1,0,0,0,6762,2,1,1,1,0,1,0,2,21,0,0,0,0,0,480,0,5,5,0,0.17,0.37
Fade#12531,2553,2691,8,374,0,0.22,4,3,0,9,0,3,0,0,0,0,0,2117,0,0,0,0,0,1,0,6,74,0,0,0,0,0,180,0,2,9,0,0.07,0
Jacobonix#2278,2849,2510,0,1219,0,0,0,2,0,0,0,0,0,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.06,0
C3RVYT#1882,2595,2750,4,1092,0,0.1,3,2,0,1,0,1,0,0,0,0,0,1643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,1,0,0.24,0
Tree#12796,3157,197099,387,49414,6,0.06,140,74,0,359,0,132,4,17,1,11,0,146250,55,16,19,20,0,68,8,119,249,0,0,0,19,0,7200,1144,180,299,2,0.22,0.72
reach#11534,4390,2904,7,0,0,0.09,12,2,0,2,0,0,0,0,0,0,0,2904,1,0,0,0,0,0,0,1,2,0,0,0,0,0,120,0,1,1,0,0.46,0
BennyPK#1546,2258,11332,21,4233,0,0.05,9,7,0,14,0,6,0,1,0,0,0,7029,1,0,0,1,0,3,0,3,20,0,1,0,1,0,420,17,8,10,0,0.37,0
MTechnik#1643,1488,183,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1.0
Lucasizq#1784,2954,7199,10,2005,0,0.05,9,4,0,6,0,2,1,1,0,0,0,5122,2,1,1,1,0,1,0,4,29,0,0,0,0,0,240,0,4,5,0,0.33,0
Baranks#2395,2263,1597,0,910,0,0.5,1,1,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0.4,0
Cloky#2828,2157,1125,2,168,0,0,0,1,0,1,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,1,0,0.11,0
Lubudubudu#2191,3248,46575,55,12150,1,0.07,53,23,0,70,0,28,1,2,0,1,0,34301,6,2,3,2,0,10,1,32,74,0,1,0,4,0,1680,271,38,60,0,0.23,0.48
Dragin#1467,500,610,0,0,0,0.16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0.08,0
Dragin#1467,500,610,0,0,0,0.16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0,0,0.08,0
Dob#21221,3914,10529,17,4606,0,0.07,9,5,0,20,0,10,0,0,0,0,0,5908,2,1,0,1,0,1,0,7,6,0,0,0,1,0,420,18,9,17,0,0.25,0
Taimou#3401,2228,1256,1,280,0,0,0,2,0,3,0,2,0,0,0,0,0,976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,3,0,0.17,0.04
Raynaud#11428,3746,2559,6,602,0,0,0,1,0,3,0,1,0,0,0,0,0,1957,1,0,0,0,0,2,0,1,2,0,0,0,1,0,120,0,1,3,0,0.06,0
Seagull#11685,2981,13548,32,4347,0,0.1,21,8,0,19,0,7,1,1,0,0,0,9149,2,1,0,1,0,6,0,4,34,0,0,0,2,0,720,19,10,12,0,0.21,0.34
MRPMP03#2304,2263,2192,2,334,0,0,0,6,0,5,0,1,0,0,0,0,0,1858,0,0,0,0,0,2,0,3,15,0,0,0,0,0,180,0,0,5,0,0.17,0
Nikiradia#1801,2414,653,1,154,0,0,0,1,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.25,0
Strawberrys#11911,2995,9595,9,4018,0,0.03,4,3,0,21,0,11,1,1,0,0,0,5568,1,0,1,0,0,4,1,3,0,0,0,0,1,0,300,10,7,20,0,0.34,0.13
Jaytager#1924,3068,2755,5,1010,0,0.02,1,3,0,4,0,2,0,0,0,0,0,1717,0,0,0,0,0,1,0,1,7,0,0,0,0,0,120,0,2,2,0,0.32,0
Tommy#14384,4011,1475,4,0,0,0.01,1,2,0,1,0,1,0,0,0,0,0,1475,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,0,1,0,0.36,1.0
Avengedraugt#1972,1821,3018,1,1394,0,0.04,1,2,0,0,0,0,0,0,0,0,0,1624,0,0,0,0,0,0,0,0,4,0,0,0,0,0,60,0,0,0,0,0.25,0
TrenDos#1913,3421,2411,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1,0,0.63,0.55
Forten14#1796,1927,4364,11,763,0,0.01,1,2,0,12,0,3,0,0,0,0,0,3573,0,0,0,0,0,3,1,5,2,0,0,0,0,0,180,37,1,11,0,0.27,0
Chester#2158,1803,6874,4,3417,0,0.12,3,2,0,13,0,4,0,1,0,0,0,3454,1,0,0,1,0,1,0,1,18,0,0,0,0,0,240,0,6,11,0,0.18,0.34
DiogoM3d1#1534,2300,37214,75,11675,0,0.08,48,13,0,53,0,19,2,2,0,0,0,24938,6,1,1,3,0,12,3,24,37,0,0,0,3,0,1440,139,32,37,0,0.33,0
LudFen#2793,1959,21192,61,8654,0,0.06,22,21,0,31,0,14,3,3,0,0,0,12116,8,3,1,3,0,6,0,10,125,0,0,0,2,0,1320,80,14,26,0,0.1,0
Hairio#2500,2269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
FlapJack#12911,2092,2537,3,1680,0,0.14,1,1,0,1,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0.17,0
Joker#210741,1807,24102,71,6453,2,0.12,28,11,0,66,0,25,1,2,1,1,0,17398,6,1,2,2,0,6,0,14,13,0,0,0,5,0,1320,450,18,58,0,0.32,0.52
RaccoonTWB#2254,2493,2292,7,518,0,0.05,3,6,0,3,0,3,1,1,0,0,0,1774,1,1,0,0,0,0,0,1,0,0,0,0,1,0,240,0,2,2,0,0.47,0
Kaesh#1697,3225,3254,8,1416,0,0.11,5,3,0,5,0,4,0,0,0,0,0,1825,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,3,4,0,0.25,0
ArtiTP#2256,2805,4878,8,1239,0,0.04,5,3,0,6,0,3,0,0,0,0,0,3639,1,0,0,0,0,1,0,3,34,0,0,0,1,0,240,34,5,2,0,0.31,0.58
PatrickLai#11943,1905,4160,3,180,0,0.09,5,2,0,3,0,2,0,0,0,0,0,3967,1,1,0,0,0,1,0,0,0,0,0,0,0,0,120,0,1,3,0,0.3,0.32
TinyRick#11211,2007,3553,16,304,0,0.05,3,1,0,4,0,3,0,1,0,1,0,3244,2,1,0,1,0,2,0,1,0,0,0,0,0,0,240,0,2,3,0,0.24,1.0
KingArthur#3277,2394,2407,5,453,0,0.11,4,2,0,1,0,0,0,0,0,0,0,1954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,1,0,0.23,0
jabba123#2610,3032,1534,2,616,0,0,0,2,0,1,0,1,0,0,0,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,1,0,60,0,1,1,0,0.25,0
GeneralPhone#1767,1454,4057,6,1861,0,0.04,2,4,0,2,0,0,0,0,0,0,0,1875,2,0,1,0,0,0,0,1,0,0,0,0,0,0,180,0,1,2,0,0.41,0
Brotherlyluv#1834,2072,1853,2,308,0,0,0,1,0,1,0,1,0,0,0,0,0,1545,0,0,0,0,0,0,0,0,3,0,0,0,1,0,60,0,1,0,0,0.29,0
Dagade#11469,2507,3447,6,1260,0,0.03,2,3,0,3,0,2,0,0,0,0,0,2187,1,0,0,1,0,0,0,3,3,0,0,0,1,0,180,18,2,3,0,0.39,0
obviouscloud#1287,3073,27506,54,7599,0,0.1,57,12,0,65,0,23,0,2,1,1,0,19678,8,3,4,2,0,12,0,26,57,0,0,0,4,0,1560,248,38,47,0,0.33,0.81
SeeLovitt#1598,2110,32754,53,16470,0,0.07,13,13,0,37,0,14,0,2,0,2,0,16186,5,2,1,2,0,6,1,17,20,0,0,0,3,0,1260,78,11,33,0,0.16,0.94
CsBull3n#2865,3363,31100,62,10515,1,0.08,43,18,0,51,0,26,1,2,0,1,0,20527,6,3,2,1,0,13,0,13,14,0,0,0,7,0,1320,383,30,30,0,0.36,0.51
CON#31617,3106,6003,17,1589,0,0.04,5,6,0,16,0,8,0,1,0,0,0,1786,2,1,0,1,0,3,0,2,0,0,0,0,1,0,360,0,4,14,0,0.37,0.52
wonder#2292,4020,923,5,210,0,0.18,2,2,0,2,0,1,1,1,0,0,0,713,1,0,0,1,0,0,0,0,0,0,0,0,0,0,180,0,2,0,0,0.11,0
LeEmokid#1757,1670,758,1,14,0,1.0,1,2,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,8,0,0,0,0,0,60,0,0,0,0,0.09,0
iRottan#2729,2051,962,2,0,0,0.16,5,3,0,1,0,1,0,0,0,0,0,962,0,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,1,1,0,0.23,1.0
Floki97#21770,2174,2472,0,0,0,0.08,8,3,0,5,0,3,0,0,0,0,0,2447,1,1,0,0,0,1,0,0,1,0,0,0,0,0,120,0,3,2,0,0.31,0
Oops#22582,2819,42455,100,10521,1,0.08,62,23,0,83,0,44,1,3,0,2,0,31756,7,2,3,2,0,23,0,34,44,0,0,0,13,0,2160,510,46,64,0,0.3,0.66
Tiltz#11146,3498,6254,8,2270,0,0.0,1,5,0,9,0,3,0,0,0,0,0,3984,1,1,0,0,0,1,1,4,6,0,0,0,0,0,180,31,4,6,0,0.33,0.15
NoAimNoBrain#1190,2421,867,1,378,0,0,0,2,0,4,0,1,0,0,0,0,0,488,0,0,0,0,0,0,0,2,2,0,0,0,0,0,60,0,1,3,0,0.15,0.8
iBanged#2764,3399,33021,78,10158,1,0.08,49,12,0,84,0,23,1,3,0,3,0,22791,9,3,3,3,1,20,3,41,77,0,0,0,5,0,1380,183,41,57,0,0.24,0.81
Kiseki#11603,2933,22102,47,5130,2,0.07,35,7,0,46,0,20,0,2,0,2,0,16944,8,2,3,3,0,7,0,9,7,0,0,0,9,0,1020,145,19,37,0,0.33,0.83
Joelph#2655,3571,6293,17,0,0,0.03,5,2,0,9,0,2,1,1,0,0,0,0,2,0,0,1,0,2,0,7,43,0,0,0,0,0,300,0,5,7,2,0.37,0
Sofancy#21809,3143,14747,26,4239,0,0.11,26,3,0,33,0,7,0,1,0,1,0,10507,3,0,1,1,0,3,1,11,10,0,0,0,2,0,540,111,19,23,0,0.23,0.83
Kasin#1523,3492,5464,10,1222,0,0.08,5,2,0,12,0,5,0,0,0,0,0,4182,1,1,0,0,0,1,0,2,6,0,0,0,1,0,240,57,6,9,0,0.15,0
Princess#21855,2167,10224,14,4778,0,0.01,1,1,0,14,0,4,1,1,0,0,0,5262,0,0,0,0,0,4,0,9,25,0,0,0,0,0,300,159,3,13,0,0.39,0
Rolofiend#1318,1823,81365,205,21102,2,0.04,48,69,0,178,0,72,4,8,1,3,0,58433,18,8,5,6,0,29,3,77,250,0,0,0,10,0,3600,760,75,144,0,0.18,0.46
NotEeveeA#1459,2978,3168,7,1288,0,0.33,3,2,0,4,0,2,0,0,0,0,0,1880,0,0,0,0,0,0,0,1,4,0,0,0,1,0,120,0,3,3,0,0.14,0
Haamuvee#2310,2065,21314,41,6523,0,0.05,13,13,0,28,0,12,1,1,0,0,0,14648,3,1,2,1,0,6,0,16,139,0,0,0,4,0,1020,74,11,20,0,0.29,0.29
Cyndakill#21448,2217,8043,24,1857,0,0.03,4,4,0,10,0,5,0,1,0,0,0,6063,1,1,0,0,0,0,0,2,40,0,0,0,3,0,420,0,4,10,0,0.24,0
WowABadGenji#1409,2129,21071,37,4506,0,0.08,52,9,0,48,0,23,0,1,0,1,0,16285,4,1,3,1,0,12,1,28,142,0,0,0,2,0,840,407,28,34,1,0.33,0.7
Rantanplan#22339,3122,1214,1,304,0,0.1,3,1,0,1,0,1,0,0,0,0,0,909,0,0,0,0,0,0,0,0,5,0,0,0,0,0,44,0,1,1,0,0.33,0
evilshadow#11459,2663,3883,19,947,0,0.06,4,4,0,13,0,3,0,0,0,0,0,2936,1,0,0,1,0,0,0,5,0,0,0,0,0,0,300,0,6,9,0,0.17,0
chelsea#31937,2552,7638,18,2932,0,0.04,4,0,0,18,0,8,0,0,0,0,0,4678,2,0,1,0,0,4,0,12,24,0,0,0,3,0,240,130,7,14,0,0.23,0
LeGrosdu06#2233,2622,81848,186,23120,1,0.08,74,35,0,133,0,57,3,7,0,3,0,58041,20,7,6,8,0,23,0,44,198,0,0,0,15,0,3600,474,67,103,0,0.25,0.49
Broken#21371,1504,2126,2,0,0,0.05,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,60,0,2,4,0,0.28,0.65
munkeydung#1290,2444,55119,104,11798,1,0.04,23,25,0,92,0,33,3,4,0,1,0,42775,8,2,2,4,0,13,1,33,80,0,1,0,8,0,2940,231,35,77,2,0.25,0.35
NotSwitching#1709,3074,34163,83,9485,1,0.08,52,15,0,64,0,22,1,3,0,1,0,24503,6,4,1,1,0,11,1,27,46,0,0,0,3,0,1440,286,38,42,0,0.36,0.46
Chanysmodex#2219,2531,13088,27,3223,0,0.03,11,7,0,20,0,8,0,1,0,0,0,9865,3,0,1,1,0,2,0,11,49,0,0,0,0,0,600,85,6,19,0,0.33,0
PooDooSki#1424,2082,2236,5,0,0,0.05,4,1,0,5,0,4,0,0,0,0,0,2236,0,0,0,0,0,1,0,0,0,0,0,0,1,0,60,49,5,3,0,0.33,0
Seahorse#11154,2753,13968,26,3989,0,0.03,10,2,0,28,0,8,0,1,0,1,0,9784,3,2,0,1,0,6,1,13,21,0,0,0,2,0,420,166,15,23,0,0.26,0.8
MeTiRambo#21370,2863,5183,17,880,0,0.14,14,3,0,11,0,5,0,0,0,0,0,4303,1,1,0,0,1,4,1,6,10,0,1,0,1,0,300,76,7,8,0,0.26,1.0
MFD22#2605,3127,11166,21,2615,1,0.11,14,4,0,24,0,10,0,1,0,1,0,8339,2,1,1,1,0,6,0,4,26,0,0,0,3,0,540,21,9,21,0,0.22,0.73
Muramasa#21925,1920,3332,1,2155,0,0,0,7,0,5,0,3,1,1,0,0,0,1149,1,1,0,1,0,0,0,2,11,0,0,0,0,0,240,0,2,4,0,0.13,0
JarGibbo#1115,3077,861,1,270,0,0.28,11,2,0,0,0,0,0,0,0,0,0,591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.51,1.0
Renegader#2393,2409,3123,1,826,0,0.1,1,5,0,8,0,5,1,1,0,0,0,2297,3,0,1,1,0,0,0,1,0,0,0,0,1,0,300,0,2,8,0,0.08,0
SHOTGUN2HEAD#1497,3279,5569,8,2198,0,0.03,3,2,0,9,0,3,0,0,0,0,0,3371,1,0,0,0,0,1,0,0,2,0,0,0,1,0,180,0,2,8,0,0.35,0
Voljulan#2229,2580,1604,7,70,0,0.08,4,0,0,7,0,3,0,0,0,0,0,1534,1,1,0,0,0,2,0,4,11,0,0,0,2,0,120,0,5,4,0,0.27,1.0
EoNZ#1671,2265,16086,33,1865,0,0.09,14,4,0,29,0,8,0,1,0,1,0,13883,3,1,1,1,0,10,1,13,28,0,0,0,1,0,660,119,13,25,0,0.21,1.0
Farufaru#1552,2384,10641,12,5567,0,0.05,7,7,0,15,0,8,1,1,0,0,0,4932,3,1,0,2,0,5,0,5,10,0,0,0,0,0,540,20,11,9,0,0.18,0.34
limux#21859,4300,15863,26,3321,1,0.12,37,7,0,22,0,13,1,1,0,1,0,12494,4,1,2,2,0,5,0,8,15,0,0,0,2,0,660,58,13,16,0,0.32,0.43
RobertTheCat#11679,2455,20958,23,7389,1,0.03,16,40,0,41,0,11,3,4,0,1,0,13539,6,2,1,3,0,8,1,7,45,0,0,0,3,0,1860,88,23,22,2,0.34,0.29
empty#11732,1972,67579,155,14517,3,0.06,76,28,0,128,0,48,1,3,1,2,0,52782,11,1,4,6,0,31,3,56,259,0,1,0,6,0,2580,1042,75,108,0,0.28,0.72
Jeroeneey#2379,3121,10023,20,2652,0,0.04,5,7,0,10,0,6,0,0,0,0,0,7372,2,0,1,0,1,0,1,5,24,0,1,0,0,0,420,0,6,6,0,0.2,0
HrSebfie#2338,1663,17434,54,3637,0,0.09,22,14,0,36,0,17,1,1,0,0,0,13728,5,1,0,3,0,3,1,21,78,0,0,0,3,0,1140,199,16,24,0,0.27,0.36
