battletag,SR,all_damage_done,armor_packs_created,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,molten_core_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,torbjorn_kills,turret_kills,turrets_destroyed,weapon_accuracy,win_percentage
Artist#2285,2823,19679,27,6292,1,0.05,15,8,0,24,0,8,1,1,0,1,0,13357,3,0,2,1,1,5,0,8,27,0,0,0,3,0,660,75,12,17,0,0.34,0.47
Dnyawa#2354,1782,10612,17,3659,0,0.1,2,7,0,13,0,6,0,0,0,0,0,6746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,480,0,6,12,0,0.09,0.49
ReDay#21771,2348,5412,15,1778,0,0.04,2,3,0,7,0,2,0,1,0,1,0,3625,1,1,0,0,0,2,0,5,28,0,0,0,1,0,240,0,7,3,0,0.3,0.93
HappyFeet#123486,2129,13590,35,4773,0,0.09,12,4,0,27,0,15,0,1,0,1,0,8785,3,1,1,2,0,4,0,16,30,0,0,0,1,0,660,12,14,20,0,0.18,0.55
RyeRye02#1271,2894,60761,141,0,3,0.06,73,37,0,122,0,54,2,5,1,3,0,0,17,7,2,8,1,33,0,46,107,0,0,0,13,0,3060,1112,57,92,0,0.48,0.55
Sushik#2707,2127,913,1,437,0,0,0,2,0,1,0,1,0,0,0,0,0,476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,59,0,0,1,0,0.22,0
iChevrant#2548,2148,2718,9,1024,0,0.02,1,5,0,3,0,0,0,0,0,0,0,1694,1,0,0,0,0,0,0,0,4,0,0,0,0,0,240,0,1,2,0,0.14,0
Morkai#1419,1784,3979,7,1331,0,0.03,1,2,0,9,0,3,0,0,0,0,0,2516,1,0,1,0,0,3,0,2,2,0,0,0,2,0,180,0,6,6,0,0.15,0.59
Kasp642gerj#2626,2714,19657,40,1255,1,0.08,28,8,0,34,0,17,0,1,0,1,0,18346,4,1,1,1,0,6,0,10,20,0,0,0,1,0,780,223,17,25,0,0.37,0.77
MarX#21177,2069,60720,141,18242,3,0.1,86,31,0,108,0,46,2,4,0,3,0,42455,16,1,9,5,0,21,3,48,93,0,0,0,7,0,2640,612,56,84,0,0.2,0.58
Gladstep#3890,2348,5270,14,1312,0,0.06,2,4,0,13,0,5,0,0,0,0,0,3958,1,0,1,0,0,4,0,5,34,0,0,0,1,0,300,34,4,10,0,0.19,0
Checkmate#1855,2067,126,0,98,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,0,0,0,0,0,0
noru#21148,3304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0
Chronos#22203,1767,312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.26,0
jambronie#1161,2351,930,0,342,0,0,0,3,0,1,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,0,0,1,0,0,0
Tes#11238,3451,7804,10,1238,0,0.12,12,3,0,10,0,7,0,0,0,0,0,6566,1,0,1,0,0,5,0,7,12,0,0,0,1,0,240,12,8,7,0,0.34,0
Swinub#11177,2177,34248,82,10442,1,0.04,35,23,0,63,0,19,1,3,0,1,0,22967,7,2,4,1,0,7,1,29,199,0,0,0,3,0,1920,462,33,41,2,0.3,0.43
Darkace#2242,2283,4654,13,1337,0,0.07,3,2,0,13,0,5,0,1,0,0,0,3133,1,1,1,0,0,1,0,7,1,0,0,0,0,0,240,0,5,13,0,0.26,0.82
zanzanvic#1464,3512,8127,10,3236,0,0.05,2,1,0,7,0,4,0,0,0,0,0,4821,1,0,0,0,0,0,0,5,16,0,0,0,1,0,180,24,2,7,0,0.14,0
Kitee666#2670,2927,20353,32,5646,1,0.07,16,1,0,31,0,17,1,2,0,1,0,14526,3,2,2,0,0,4,0,11,22,0,0,0,3,0,600,97,12,29,0,0.34,0.49
RedHole#21705,1768,306898,742,78990,10,0.05,213,196,0,618,0,249,13,29,1,14,0,224198,64,18,23,23,0,110,6,253,613,0,0,0,75,0,14400,1781,218,533,1,0.2,0.51
Lmfao#21628,1694,572,1,214,0,0,0,1,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0.21,0
Sorn#1157,2273,5228,18,1015,0,0.11,11,6,0,6,0,2,0,0,0,0,0,4212,2,1,0,0,0,1,0,5,13,0,0,0,1,0,300,0,3,4,0,0.29,0
Arxie#2540,2525,632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,632,0,0,0,0,0,0,0,0,2,0,0,0,0,0,35,0,0,0,0,0.46,1.0
Flossen#1521,2622,57507,107,17926,2,0.07,59,28,0,85,0,32,1,3,0,2,0,39426,13,3,5,5,0,21,1,43,111,0,0,0,6,0,2220,261,41,68,0,0.27,0.55
Airat#2744,2631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1.0
PAPAJOE#11382,3180,27828,30,8656,0,0.1,36,19,0,32,0,14,1,2,0,1,0,19063,4,2,1,2,0,6,0,14,24,0,0,0,5,0,1260,101,19,23,0,0.24,0.53
Destroyer#13317,1272,5534,11,2110,0,0.07,1,4,0,12,0,6,0,1,0,1,0,3410,2,2,0,0,0,0,0,4,10,0,0,0,1,0,300,0,2,10,0,0.22,0.69
Ezio#1476,2015,64889,130,14313,2,0.05,40,40,0,128,0,47,1,5,0,3,0,49842,17,4,7,6,1,18,2,41,114,0,0,0,11,0,3120,415,51,105,2,0.29,0.7
Boiano#11851,2897,37846,67,10082,1,0.07,34,17,0,55,0,17,1,2,0,1,0,27704,7,2,3,2,0,12,0,20,36,0,0,0,4,0,1680,265,26,42,0,0.3,0.7
ShadowDragon#282742,3201,73,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,4,0,0,0,0,1.0
Atlas#22241,2654,1586,2,381,0,0,0,1,0,2,0,1,0,0,0,0,0,1205,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,2,1,0,0.19,1.0
Dmagic#1305,1869,334,0,45,0,0.09,1,2,0,1,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,1,1,0,0.25,0
Coolocks#2633,2992,518,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0
ByTomS#2250,1870,199201,377,65606,9,0.05,103,62,0,371,0,140,4,14,1,9,0,132341,43,12,17,13,1,58,5,112,176,0,0,0,28,0,7200,1163,180,301,0,0.18,0.7
HeyDaddy#11897,3154,11674,34,3467,0,0.03,1,10,0,25,0,5,1,1,0,1,0,8193,3,2,0,1,0,4,0,3,26,0,0,0,4,0,720,0,5,21,0,0.09,0.46
Feinum#1852,2169,11057,24,2341,1,0.02,4,2,0,36,0,15,0,1,0,1,0,8716,4,0,4,0,0,6,1,15,25,0,0,0,2,0,600,73,8,32,0,0.23,1.0
Octoeye#1266,1487,1964,14,200,0,0.02,1,3,0,9,0,3,0,0,0,0,0,1736,1,1,0,0,0,1,0,7,23,0,0,0,1,0,180,17,5,4,0,0.17,0
JebBush2020#1723,3113,1122,4,0,0,0.03,2,2,0,1,0,1,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,13,0,1,0,0,0,60,0,1,0,0,0.2,0
Manbearpig#1621,2496,3172,3,1112,0,0.07,3,2,0,3,0,1,0,0,0,0,0,2000,1,0,0,0,0,0,0,0,9,0,0,0,0,0,60,0,2,3,0,0.22,0.35
idks#11161,3523,10994,27,1403,1,0.1,27,8,0,18,0,9,1,1,0,0,0,9590,3,1,1,1,0,2,0,5,12,0,0,0,4,0,540,29,14,10,0,0.29,0.19
NightRaven#28161,2801,165945,407,39550,6,0.05,211,80,0,346,0,148,3,12,1,9,0,108944,44,16,16,12,4,54,8,143,304,0,0,0,31,0,7200,1445,205,253,0,0.32,0.74
Miro#31423,1699,40359,61,7128,0,0.08,45,36,0,63,0,20,2,3,0,1,0,32752,10,3,4,3,0,7,2,34,146,0,0,0,2,0,2280,46,21,52,0,0.22,0.39
gagdil#1131,2439,303,1,196,0,0,0,1,0,1,0,0,0,0,0,0,0,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,1,0,0.03,0
KaNaRo#11492,2300,17201,36,4002,0,0.06,21,9,0,33,0,19,0,2,0,1,0,13199,5,2,1,3,2,3,0,12,44,0,0,0,5,0,1020,57,22,24,0,0.25,0.8
Vanish#11611,3507,28363,74,5646,0,0.06,33,25,0,53,0,19,2,3,1,0,0,22689,6,3,1,1,0,14,1,26,73,0,0,0,5,0,1800,106,29,34,0,0.25,0.12
SirReginald#21319,2616,946,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,39,0,1,1,0,0.17,0
justsk8n#1847,1582,4726,12,1384,0,0.03,1,5,0,8,0,2,1,1,0,0,0,2102,1,0,0,0,0,0,0,5,20,0,0,0,1,0,360,0,2,6,0,0.27,0.0
JaeYun#6725,2749,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
Miro#31928,2038,15777,49,3375,0,0.04,12,8,0,31,0,14,0,1,0,1,0,12251,3,1,0,1,0,7,0,14,45,0,0,0,3,0,960,41,15,24,0,0.28,0.71
Ramnerock#1982,2345,6152,11,3428,0,0,0,4,0,5,0,2,0,0,0,0,0,2654,1,0,0,0,0,3,1,3,8,0,0,0,1,0,300,0,1,4,0,0.15,0.65
CapTainSparK#11340,3172,2184,2,902,0,0.02,1,4,0,1,0,0,0,0,0,0,0,1268,1,0,1,0,0,0,0,1,1,0,0,0,0,0,120,0,1,1,0,0.26,0
darakjian#1899,2590,5128,9,324,1,0.07,7,2,0,11,0,5,0,1,0,1,0,4743,3,0,2,2,0,6,0,9,19,0,0,0,2,0,240,42,8,3,0,0.34,1.0
Aud1T0RE#2862,2502,60459,151,17967,3,0.07,67,22,0,147,0,62,1,5,0,4,0,41987,14,4,3,6,0,31,1,52,148,0,0,0,12,0,3120,542,81,108,1,0.31,0.72
Pink#2898,2301,15278,22,6076,0,0.05,14,7,0,18,0,2,1,1,0,0,0,9187,3,0,2,0,0,6,0,7,10,0,0,0,0,0,480,124,9,16,0,0.23,0
Rocketman#1908,3150,9483,24,2137,0,0.2,30,5,0,12,0,5,1,1,0,0,0,7316,2,1,0,1,0,3,0,3,8,0,0,0,1,0,420,0,3,11,0,0.44,0
BlueKnight#11524,2505,6843,12,1245,0,0.12,22,3,0,10,0,5,0,0,0,0,0,5586,1,0,1,0,0,3,0,4,9,0,1,0,2,0,240,152,8,8,0,0.35,0
Anima#2163,1815,10896,34,2928,0,0.04,7,5,0,30,0,14,0,1,0,1,0,7967,3,2,0,1,1,4,0,13,12,0,0,0,3,0,660,72,12,23,0,0.24,1.0
Gwinvere#1986,2580,4510,7,704,0,0.1,7,4,0,3,0,0,0,0,0,0,0,3806,1,0,0,0,0,1,0,2,21,0,0,0,0,0,120,23,2,2,0,0.2,0
Swinub#11177,2177,34248,82,10442,1,0.04,35,23,0,63,0,19,1,3,0,1,0,22967,7,2,4,1,0,7,1,29,199,0,0,0,3,0,1920,462,33,41,2,0.3,0.43
Tarball#1657,2330,6654,13,1439,0,0.12,25,1,0,11,0,6,0,1,0,1,0,5215,1,0,0,1,0,1,0,3,4,0,0,0,0,0,240,0,10,6,0,0.29,1.0
Itzamn#1855,2778,946,0,560,0,0,0,1,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0.73,0
Avian#2188,3025,2497,8,260,0,0.17,3,2,0,5,0,2,0,0,0,0,0,2237,1,1,0,0,1,0,0,1,13,0,1,0,1,0,120,0,2,3,0,0.09,1.0
MoBMini#1835,2529,388,0,388,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0,0,0,0
EFFECT#31911,2416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Lansej#1964,1423,21730,14,11387,0,0.07,5,8,0,14,0,8,0,1,0,0,0,10257,3,1,1,1,0,4,0,11,58,0,0,0,1,0,600,41,7,11,0,0.15,0.69
McCREE#3440,2543,1377,3,775,0,0.21,3,1,0,1,0,0,0,0,0,0,0,602,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,1,0,0.13,0
jonikorkki#2197,3635,164979,298,42055,3,0.08,230,78,0,261,0,111,4,10,0,6,0,121803,30,9,10,10,0,61,3,87,279,0,0,0,23,0,3600,739,150,178,1,0.28,0.6
UnDream#11159,3562,2997,1,528,0,0.17,6,0,0,6,0,3,0,0,0,0,0,2469,0,0,0,0,0,2,0,4,6,0,0,0,0,0,60,4,5,6,0,0.2,1.0
SaberTooth#12440,2573,13025,33,3832,0,0.03,4,13,0,18,0,6,1,1,0,0,0,9151,3,1,1,1,1,0,0,8,18,0,0,0,1,0,900,36,6,15,0,0.22,0.43
Stalker#24790,2012,3159,4,0,0,0.08,4,2,0,2,0,1,0,0,0,0,0,3159,0,0,0,0,0,1,0,0,9,0,0,0,0,0,120,0,2,1,0,0.23,0
Vacantxtech#1558,2477,21396,54,5152,0,0.06,18,12,0,33,0,17,1,1,0,0,0,16114,4,0,3,1,0,4,0,16,38,0,0,0,1,0,960,31,19,25,0,0.29,0.1
OMW2FYB#11484,1790,36449,67,9436,0,0.06,54,61,0,72,0,37,4,5,1,1,0,26110,8,3,0,4,0,12,0,25,135,0,0,0,17,1,3120,175,49,46,1,0.21,0.15
Gpew#1762,2366,378616,686,121697,10,0.08,388,112,0,594,0,238,8,23,0,15,0,253474,72,22,25,25,2,127,8,254,491,0,0,0,53,0,14400,2017,293,499,5,0.3,0.65
shirepirate#1985,3750,2775,13,1504,0,0.11,6,3,0,2,0,0,1,1,0,0,0,1271,3,1,2,1,0,0,0,0,0,0,0,0,0,0,240,0,2,0,0,0.31,0.02
GAB3ST3R101#1806,2111,2422,5,644,0,0.14,2,3,0,2,0,1,0,0,0,0,0,1778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,1,1,0,0.38,0
Kurazakura#11980,2014,18743,24,4608,0,0.05,18,12,0,38,0,20,1,1,0,0,0,13863,4,1,2,1,0,6,0,11,65,0,0,0,4,0,780,117,17,27,0,0.38,0.34
BlacK#14556,2147,2277,2,886,0,0.05,2,1,0,5,0,2,0,0,0,0,0,1391,0,0,0,0,0,0,0,4,4,0,0,0,0,0,60,0,4,4,0,0.26,0
aRis#12655,2789,4603,13,0,0,0.06,11,2,0,11,0,4,0,0,0,0,0,4254,1,0,1,0,0,0,0,5,29,0,0,0,1,0,240,104,3,8,1,0.29,0
Trazzdi#1218,2745,631,4,0,0,0,0,3,0,1,0,1,1,1,0,0,0,631,1,0,1,0,0,0,0,0,0,0,0,0,1,0,120,0,1,0,0,0.28,0
Mardingo#2837,2790,4080,5,451,0,0.05,4,1,0,11,0,8,0,0,0,0,0,3528,0,0,0,0,0,3,0,7,13,0,0,0,1,0,120,93,3,9,0,0.32,1.0
Irony15#1260,3363,5752,8,2025,0,0.06,3,2,0,8,0,2,0,0,0,0,0,3726,0,0,0,0,0,1,0,6,22,0,0,0,0,0,120,9,5,5,0,0.23,0.7
munhig#2494,2451,29934,51,13388,1,0.07,25,16,0,35,0,12,1,2,0,0,0,16532,4,1,1,2,0,5,1,23,32,0,0,0,2,0,1140,76,12,31,0,0.24,0.26
HerbMeister#21995,3025,1042,2,252,0,0,0,2,0,3,0,1,0,0,0,0,0,790,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,2,1,0,0.25,0
Squasew#2435,3551,175443,389,52166,2,0.07,131,71,0,282,0,119,4,11,1,7,0,122478,31,10,7,15,2,53,2,122,222,0,0,0,16,0,7200,833,123,240,0,0.3,0.65
Nozjosh#1341,1673,2591,7,434,0,0,0,2,0,4,0,1,0,0,0,0,0,2091,1,1,0,0,0,0,0,0,8,0,0,0,1,0,180,0,2,2,0,0.21,1.0
BeeCass#2286,2403,21102,42,4552,1,0.1,43,12,0,37,0,19,1,2,0,1,0,16277,5,2,3,1,0,5,0,5,26,0,0,0,7,0,900,156,24,21,0,0.31,0.59
Cabooserocks#1687,2682,1039,3,42,0,0.14,7,1,0,2,0,1,0,0,0,0,0,997,0,0,0,0,0,0,0,1,2,0,0,0,0,0,49,0,2,0,0,0.39,0.94
Gazelle#11511,2448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Langson#1423,3338,1140,1,70,0,0.24,7,2,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0.82,0
Ares#19204,1992,10073,15,3079,0,0.07,2,5,0,21,0,5,1,1,0,0,0,6993,2,0,0,1,0,4,0,16,35,0,0,0,0,0,360,88,7,20,0,0.11,0
BlackIron#11796,3056,3491,6,1433,0,0.06,1,2,0,3,0,2,0,0,0,0,0,2058,0,0,0,0,0,2,0,0,4,0,0,0,2,0,120,18,1,3,0,0.3,0
leowk#1915,2843,622,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,1,2,0,0.23,0
BEAST#13167,3000,1463,2,196,0,0,0,3,0,1,0,0,0,0,0,0,0,1266,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0,0.07,0
Kakashi#1136,1838,73827,124,32926,2,0.06,44,25,0,108,0,42,2,5,0,3,0,40322,15,3,7,5,0,22,2,74,197,0,0,0,5,0,2760,508,37,93,0,0.17,0.61
diepndots#11513,3359,7384,10,3811,0,0.1,4,3,0,10,0,3,0,1,0,1,0,3331,2,0,0,2,0,0,0,2,2,0,0,0,0,0,300,0,4,7,0,0.26,1.0
jiibee#21228,3067,5311,11,1797,0,0.04,6,3,0,8,0,5,0,0,0,0,0,3514,1,0,0,0,0,2,0,1,16,0,0,0,0,0,180,7,5,6,0,0.29,0
Ravenor#21462,2040,3521,13,0,0,0.13,5,5,0,5,0,2,0,0,0,0,0,3370,0,0,0,0,0,2,0,4,52,0,0,0,0,0,300,0,1,4,0,0.19,0
Stormogeon#1902,2976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
Alex#239652,2153,8939,24,2566,0,0.07,6,10,0,15,0,2,1,1,0,0,0,6202,3,1,1,0,0,0,0,7,6,0,0,0,1,0,600,0,9,7,0,0.19,0.08
DasWeinerman#1305,2386,434,0,28,0,0.14,3,1,0,0,0,0,0,0,0,0,0,406,0,0,0,0,0,0,0,0,18,0,0,0,0,0,36,0,0,0,0,0.35,0
TwoSidedTree#2721,2766,4932,15,985,0,0.05,5,0,0,13,0,5,0,0,0,0,0,3945,1,1,0,0,0,4,1,3,9,0,0,0,1,0,240,32,6,11,0,0.43,1.0
Legoarf#1976,1571,1169,0,774,0,0,0,1,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
RegulusTTK#1199,2297,21246,51,5943,1,0.08,28,9,0,44,0,21,1,2,0,1,0,14917,7,1,3,3,0,9,2,27,82,0,0,0,2,0,960,128,23,31,0,0.29,0.62
DefPotato#2676,3328,25151,53,5052,0,0.08,34,10,0,36,0,15,0,2,0,1,0,19948,5,1,2,2,0,5,0,21,65,0,0,0,1,0,1080,62,26,27,0,0.24,0.83
Shiva#2980,2407,37916,88,12733,0,0.11,53,26,0,60,0,24,2,3,0,1,0,25156,7,2,2,3,0,10,1,22,69,0,1,0,4,0,1920,375,28,54,0,0.24,0.23
YourPalJack#11946,2244,3313,3,1620,0,0.18,6,1,0,4,0,2,0,0,0,0,0,1623,1,0,0,0,0,0,0,4,22,0,0,0,0,0,60,0,3,2,0,0.26,0
chungi87#2908,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
Shucadoodle#1399,2966,36096,74,2996,0,0.05,45,18,0,64,0,29,2,3,0,1,0,4839,11,3,2,6,1,14,0,21,69,0,0,0,6,0,1740,79,32,44,6,0.33,0.24
Wdx2#1108,2890,31543,90,7798,0,0.09,61,23,0,46,0,17,1,2,0,1,0,23103,6,2,0,3,0,8,1,15,161,0,1,0,5,0,1500,141,32,22,0,0.33,0.59
MATEO#11492,3008,1422,3,694,0,0,0,2,0,0,0,0,0,0,0,0,0,728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.19,0
moan#11918,2840,29530,87,7768,1,0.06,31,18,0,64,0,24,1,4,0,3,0,21752,11,4,1,7,0,16,2,29,116,0,0,0,2,0,1620,148,25,55,2,0.21,0.84
pandamanda23#1667,2241,2039,1,360,0,0.01,1,1,0,1,0,1,0,0,0,0,0,1665,1,0,0,0,0,1,0,1,12,0,0,0,1,0,60,0,1,0,0,0.29,0
Teckz#2500,57,9389,1,0,0,0.04,11,8,0,7,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,660,0,2,5,0,0.21,0.36
Snowaaa#2747,2620,7569,13,3481,0,0.03,3,4,0,7,0,2,1,1,0,0,0,4009,2,0,1,1,0,1,0,3,7,0,0,0,0,0,240,35,3,6,0,0.41,0
Redhz#2777,2443,2778,7,1014,0,0.1,9,2,0,7,0,2,0,0,0,0,0,1764,1,0,1,0,0,0,0,1,0,0,0,0,0,0,120,0,4,4,0,0.31,0
Elsevier#1762,2713,5547,10,2463,0,0.15,14,4,0,2,0,2,1,1,0,0,0,3083,1,0,0,0,0,1,0,0,1,0,0,0,2,0,240,0,2,2,0,0.27,0
Faenex#2889,3431,634,0,28,0,0,0,1,0,0,0,0,0,0,0,0,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0.05,0
Makkendam#2241,2604,3763,5,0,0,0.12,8,3,0,6,0,2,0,0,0,0,0,3706,1,0,0,0,0,1,0,2,7,0,0,0,2,0,180,0,1,6,0,0.19,1.0
Miro#31790,2310,17465,27,4646,0,0.06,13,8,0,26,0,12,1,1,0,0,0,6710,4,0,3,1,0,5,0,14,19,0,0,0,1,0,720,55,12,23,0,0.28,0.25
ReinaScully#11664,2441,19470,23,6567,2,0.03,12,0,0,27,0,19,0,1,0,0,0,12893,4,0,4,0,0,12,1,20,19,0,0,0,1,0,480,158,12,24,0,0.42,1.0
Neil#12773,2394,15065,28,3696,0,0.04,9,3,0,26,0,8,0,1,0,0,0,11311,2,1,0,1,0,5,0,15,41,0,0,0,2,0,540,201,16,18,0,0.32,0.45
WRhero#1538,2786,10362,21,2413,1,0.08,17,0,0,21,0,8,1,1,0,0,0,7709,1,0,0,0,0,7,0,8,2,0,0,0,2,0,360,151,12,18,1,0.32,0
Rictus#2885,2774,66222,108,19617,1,0.05,84,22,0,110,0,51,2,6,0,4,0,40669,19,5,7,6,2,16,1,36,111,0,0,0,13,0,2880,215,71,76,0,0.32,0.62
cet0#2966,2220,4715,11,1668,0,0.02,2,3,0,6,0,2,0,0,0,0,0,3046,1,0,0,1,0,2,0,3,9,0,0,0,0,0,240,0,3,5,0,0.24,0.75
Cataclysm#1928,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
LEGEND#33333,1944,14381,23,3371,0,0.19,9,7,0,21,0,4,0,1,0,1,0,10997,2,1,0,1,0,2,0,1,6,0,0,0,2,0,600,0,5,21,0,0.16,0.75
Cyntil#1479,2555,10399,15,0,0,0.02,5,8,0,10,0,7,1,1,0,0,0,0,2,1,0,1,0,4,0,4,12,0,0,0,3,0,360,59,5,7,0,0.47,0
BloodyStyx#1228,3780,6878,12,2248,0,0.05,13,7,0,8,0,3,0,1,0,0,0,3993,1,1,0,0,0,1,0,2,4,0,0,0,0,0,420,17,5,5,7,0.41,0.67
Sangroku#21148,2964,6454,5,319,0,0.09,11,3,0,10,0,4,0,0,0,0,0,6135,1,0,1,0,0,1,0,3,9,0,0,0,0,0,180,0,5,8,0,0.34,0.58
WolfBoii#2713,1726,6849,14,0,0,0.03,3,7,0,16,0,8,0,1,0,0,0,0,2,0,0,1,0,1,0,7,4,0,0,0,4,0,420,0,5,13,0,0.36,0.48
ahnmac#11956,3314,132822,352,31979,2,0.07,204,68,0,291,0,125,2,8,0,6,0,99354,21,5,7,9,1,45,4,107,629,0,0,0,27,0,3600,1421,145,222,3,0.33,0.74
Ckress#1682,3268,12812,26,3686,0,0.04,6,7,0,24,0,7,0,1,0,0,0,9054,1,0,0,1,1,3,0,9,22,0,1,0,0,0,540,0,11,18,0,0.32,0.79
SneakyTurtle#120195,3558,32787,63,10346,0,0.1,54,18,0,42,0,21,1,2,0,1,0,21957,4,1,1,1,0,11,0,19,20,0,0,0,3,0,1560,200,27,32,0,0.27,0.46
Mathiouchio#1352,2558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Riley#12958,2765,83,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0.06,0
poison#11208,1737,25629,29,8556,0,0.05,4,17,0,37,0,11,1,2,0,2,0,16896,5,3,1,2,0,1,0,9,18,0,0,0,2,0,1380,64,7,34,3,0.08,0.64
ShadowDragon#236725,1938,17704,36,3666,1,0.06,17,12,0,32,0,12,1,1,0,0,0,14038,3,2,0,1,0,13,1,19,74,0,0,0,2,0,840,269,17,21,0,0.3,0
CarryLord#11925,2199,6884,12,766,0,0.15,14,5,0,6,0,2,1,1,0,0,0,6107,2,1,1,1,0,1,0,5,68,0,0,0,0,0,360,0,1,5,0,0.31,0
Jets007#2955,3023,410,1,280,0,0,0,1,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0.33,0
Colicho#2507,2459,2545,5,232,0,0.04,5,2,0,3,0,2,0,0,0,0,0,2313,0,0,0,0,0,0,0,1,18,0,1,0,0,0,60,0,1,2,0,0.39,0
maichit#4913,2388,1699,5,0,0,0.08,2,1,0,1,0,0,0,0,0,0,0,1699,0,0,0,0,0,0,0,0,6,0,0,0,0,0,120,0,0,1,0,0.34,0
MightyOwl#115554,2566,1374,4,238,0,0.2,10,3,0,0,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,11,0,0,0,0,0,180,0,0,0,0,0.14,0
YuKsS#1440,1382,29265,74,8882,2,0.09,37,14,0,74,0,31,1,3,0,2,0,18912,8,2,3,2,0,13,0,44,350,0,0,0,6,0,1560,476,27,55,5,0.13,0.63
