battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scoped_accuracy,scoped_critical_hits,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,venom_mine_kills,weapon_accuracy,win_percentage
LazyTitan#210439,2029,2144,332,0,0.08,3,6,0,3,0,1,1,1,0,0,0,1812,2,0,1,1,0,0,0,0,0,0,0,0.54,1,0,0,0,240,0,0,1,0.37,0
BadSombra#1806,3017,3229,0,1,0.43,10,3,0,7,0,6,1,1,0,0,0,3229,2,1,1,0,0,0,2,0,0,0,0,0.38,10,0,4,0,180,19,0,0,0.3,0
dseo#1607,3000,4844,674,0,0.17,10,3,0,17,0,9,0,1,0,1,0,4171,1,0,0,0,0,0,5,8,0,1,8,0.54,5,0,4,0,360,0,0,0,0.37,1.0
JYSDAN#1434,2948,25700,6716,0,0.09,25,23,0,44,0,27,2,3,0,1,0,18523,6,2,3,1,0,0,13,5,0,1,9,0.57,18,0,10,0,1740,0,3,3,0.45,0.38
dannooooo#1823,1254,469,0,0,0.12,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,1,0,1,0,60,0,0,0,0.11,0.1
XXXhazzard#2954,2311,63275,7377,2,0.16,127,22,0,153,0,113,2,5,0,4,0,53835,15,3,6,6,2,0,41,131,0,0,61,0.45,102,0,37,1,3600,634,11,13,0.39,0.71
TroyeSivan#11901,2985,7958,845,0,0.25,21,5,0,25,0,16,0,0,0,0,0,6893,1,0,1,1,0,0,6,27,0,0,8,0.54,20,0,5,0,420,129,0,1,0.48,1.0
Bua#21520,2437,30985,3513,0,0.11,52,33,0,62,0,39,2,4,0,1,0,27203,4,3,0,1,0,0,22,12,0,0,29,0.49,30,0,13,0,2760,12,0,2,0.45,0.34
BigT#2632,3000,4483,285,0,0.15,10,3,0,9,0,6,0,0,0,0,0,4197,1,0,0,0,0,0,3,7,0,0,5,0.45,7,0,2,0,240,0,0,0,0.35,0.81
quixotichare#1519,1448,1669,204,0,0.07,1,2,0,2,0,1,0,0,0,0,0,1466,0,0,0,0,0,0,0,0,0,0,2,0.5,1,0,0,0,120,0,0,0,0.46,0
uDara#11253,3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1.0
leinone#21960,4327,2620125,183916,137,0.3,5602,2059,0,6375,0,4761,87,228,1,141,0,2419465,490,148,177,166,28,21,1544,3073,0,0,2848,0.51,5551,0,1440,0,162000,37898,11,242,0.5,0.61
Viku#2587,2724,5021,1225,0,0.15,8,3,0,8,0,7,0,0,0,0,0,3797,1,0,0,0,0,0,3,1,0,0,3,0.48,7,0,4,0,300,0,0,1,0.38,0
Muzza#11377,3509,927,85,0,0.25,2,3,0,2,0,2,0,0,0,0,0,842,1,0,0,0,0,0,0,0,0,0,0,0.33,2,0,2,0,120,0,0,0,0.32,1.0
NewbMcNasty#2335,3720,842,240,0,0,0,1,0,1,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,60,0,0,0,0.45,1.0
DankMeme#11573,2348,1522,0,0,0.2,7,4,0,1,0,1,0,0,0,0,0,270,1,0,0,1,0,0,0,0,0,0,0,0.64,0,0,0,0,180,0,0,0,0.52,0
Irene#31950,2201,1758,922,0,0,0,5,0,1,0,0,0,0,0,0,0,836,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,180,0,0,0,0.12,0
LaviDavi#1519,2236,2214,521,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,60,0,0,0,0.54,1.0
Reaper#22586,2038,596,106,0,0.5,1,1,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,39,0,0,0,0.4,1.0
MarcosBellid#1982,2432,928554,210201,15,0.11,1423,653,0,1903,0,1098,38,84,2,44,0,705645,196,69,61,65,28,5,622,3079,0,1,689,0.52,723,0,332,0,54000,6167,31,335,0.32,0.53
RTjohny#2115,2716,8507,2449,0,0.11,7,4,0,8,0,8,0,1,0,0,0,6058,2,0,1,1,0,0,0,0,0,0,1,0.63,7,0,1,0,420,4,0,0,0.51,0.51
MissWonder#21791,3085,16960,4919,0,0.09,15,22,0,27,0,17,1,3,0,2,0,11918,4,1,0,2,0,0,7,32,0,0,16,0.51,12,0,6,0,1440,0,1,4,0.41,0.53
Chupa#1363,3140,22772,0,1,0.15,56,20,0,51,0,35,0,2,0,1,0,0,4,2,1,1,0,0,9,23,0,0,0,0.46,41,0,19,0,1320,367,0,4,0.27,0.58
Aephaelle#1385,2194,2814,0,0,0.32,12,4,0,11,0,10,0,1,0,1,0,2813,1,1,0,1,1,0,2,2,0,0,3,0.3,6,0,7,0,300,54,0,0,0.2,1.0
Retsam#2960,2740,5214,693,0,0.13,6,8,0,11,0,5,1,1,0,0,0,4521,2,1,1,0,0,0,4,0,0,0,3,0.33,4,0,0,0,540,0,0,2,0.25,0
Exphoenix#11425,2441,5438,1779,0,0.22,10,4,0,11,0,10,0,0,0,0,0,3659,1,1,0,0,0,0,6,2,0,0,2,0.48,8,0,3,0,300,35,0,0,0.38,0
shibbyguy#1415,2132,948,0,0,0,0,3,0,0,0,0,0,0,0,0,0,948,1,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,60,0,0,0,0.36,0
OverDoge#21543,2245,5447,422,0,0.16,10,6,0,16,0,10,0,1,0,1,0,5026,0,0,0,0,0,0,5,0,0,0,7,0.49,8,0,4,0,540,0,0,1,0.26,0.88
LoopXD#1393,2139,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,4,0,0,0,0.11,0
GucciMane#21233,3556,70858,11247,0,0.18,112,61,0,142,0,101,2,6,0,4,0,58419,13,5,3,5,0,0,48,44,0,0,51,0.52,101,0,38,0,3600,386,3,4,0.45,0.64
Haven#21321,3946,21449,0,0,0.23,51,26,0,64,0,42,1,2,0,2,0,0,6,2,1,3,0,0,18,33,0,0,0,0.46,43,0,8,0,1800,192,2,4,0.38,0.71
Nokokopuffs#1136,4316,59027,11033,1,0.16,98,78,0,131,1,93,3,5,0,2,0,47642,15,3,5,7,1,0,29,152,0,0,29,0.49,90,0,34,0,3600,668,1,4,0.42,0.46
Dragules#1992,2668,1908,188,0,0.07,2,3,0,2,0,2,0,0,0,0,0,1621,1,1,0,0,0,0,1,15,0,0,0,0.56,2,0,1,0,120,0,0,0,0.4,0
WillSmitd#1630,1351,28285,3584,0,0.13,55,27,0,54,0,38,2,3,0,1,0,24342,5,1,1,3,0,0,21,153,0,0,24,0.46,40,0,20,0,2160,249,0,7,0.4,0.19
WARFIGHTER#21198,2248,38250,13385,0,0.16,46,32,0,58,0,42,2,3,0,1,0,23972,4,3,1,0,1,0,17,60,0,0,11,0.54,37,0,14,0,2400,86,0,1,0.32,0.43
BabyCheeseus#2841,3459,2855,716,0,0.14,3,6,0,5,0,4,0,0,0,0,0,2139,0,0,0,0,0,0,3,0,0,0,2,0.53,3,0,2,0,240,0,0,0,0.36,0
Chunky#11383,2455,222464,45965,1,0.14,297,146,0,417,0,282,8,20,1,11,0,173683,53,23,11,19,1,0,110,379,0,0,171,0.54,254,0,101,0,10800,1700,2,35,0.37,0.59
Kogoshi#21656,2955,12273,2105,0,0.09,11,12,0,18,0,13,1,1,0,0,0,10024,2,1,1,0,0,1,7,4,0,0,8,0.47,8,0,3,0,840,35,0,3,0.46,0.34
ASPARTAMH#2610,1714,2609,240,0,0.18,6,3,0,6,0,4,0,0,0,0,0,2369,0,0,0,0,0,0,0,2,0,0,1,0.55,4,0,2,0,180,0,0,1,0.41,0.56
Boonou#1935,2814,4913,120,0,0.22,10,10,0,8,0,8,1,1,0,0,0,4667,0,0,0,0,0,0,0,0,0,0,1,0.46,9,0,3,0,420,0,0,0,0.42,0
Kitsune#21670,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
DerKonig#11287,2238,4919,1440,0,0.13,6,4,0,7,0,3,0,0,0,0,0,3208,1,1,0,0,0,0,2,16,0,0,2,0.52,5,0,2,0,360,0,1,1,0.35,0
iGreenEyesq8#2457,2589,40728,6159,0,0.17,60,35,0,88,0,65,1,4,0,3,0,34547,11,2,3,6,2,0,30,33,0,0,43,0.51,55,0,26,0,2640,269,2,5,0.41,0.67
Sylvanas#2772,3182,227760,34545,3,0.18,448,179,0,563,0,368,8,20,0,12,0,190934,49,15,15,18,3,3,153,363,0,0,159,0.48,356,0,121,0,14400,1716,9,12,0.4,0.61
Ryujin#1220,2202,5624,1017,0,0.11,7,11,0,11,0,7,0,1,0,0,0,4607,1,1,0,0,0,0,5,31,0,0,4,0.49,4,0,2,0,360,0,0,3,0.27,0.72
Hanoverpark#1535,2652,22023,2700,0,0.19,53,23,0,40,0,30,2,3,0,1,0,17663,4,2,0,2,0,0,8,15,0,0,23,0.5,38,0,13,0,1860,0,3,4,0.45,0.42
Xantur#2288,2134,1336,360,0,0.08,1,2,0,2,0,2,0,0,0,0,0,976,1,0,0,0,0,0,0,0,0,0,0,0.57,1,0,0,0,60,0,0,0,0.57,0
TheRealLama#21172,2625,3900,737,0,0.05,4,2,0,9,0,5,0,0,0,0,0,3163,0,0,0,0,0,0,2,3,0,0,5,0.35,1,0,0,0,360,0,0,0,0.32,1.0
Redouku#21379,3084,127496,17572,2,0.15,239,159,0,296,0,199,8,15,0,7,0,82154,28,12,8,8,1,0,87,52,0,0,69,0.54,172,0,81,0,7200,452,3,18,0.5,0.44
samppakingg#2798,1625,408,355,0,0,0,4,0,0,0,0,1,1,0,0,0,53,1,0,1,0,0,0,0,3,0,0,0,0.27,0,0,0,0,120,0,0,0,0.09,0
taz#12883,1924,13503,3964,0,0.08,18,13,0,24,0,17,2,2,0,0,0,9539,4,2,1,1,0,0,4,30,0,0,6,0.36,6,0,5,0,1440,0,0,1,0.28,0.14
Robin#12751,3231,2125,360,0,0.23,4,4,0,6,0,5,0,0,0,0,0,1764,0,0,0,0,0,0,1,1,0,1,1,0.53,3,0,0,0,120,0,0,0,0.22,0
Thunder246#21867,2689,143900,7526,0,0.14,270,108,0,315,0,200,6,16,0,10,0,38643,23,9,3,11,1,1,95,79,0,0,40,0.45,177,0,70,0,10800,399,2,50,0.35,0.62
jamesyk2#2227,3220,1753,0,0,0.14,5,3,0,9,0,4,0,0,0,0,0,1753,0,0,0,0,0,0,3,3,0,0,5,0.37,1,0,1,0,180,85,0,4,0.18,1.0
sLashx#11718,3010,33350,9015,0,0.16,49,30,0,61,0,45,1,3,0,2,0,23856,6,3,2,2,1,0,9,24,0,0,17,0.44,38,0,20,0,2280,165,0,6,0.36,0.6
iLAVA#2951,2895,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
MillsMTG#1832,3422,28385,2850,0,0.16,53,31,0,79,0,47,1,4,0,3,0,25330,8,3,2,3,0,2,17,18,0,0,26,0.42,43,0,23,0,2640,292,0,1,0.35,0.82
Partshark#11461,2146,3277,570,0,0.11,4,3,0,5,0,4,0,0,0,0,0,2707,1,0,0,0,0,0,0,0,0,0,1,0.45,4,0,1,0,240,0,0,1,0.42,0
Vegito#11314,2014,35144,4554,0,0.15,53,28,0,85,0,52,1,4,0,2,0,29367,8,3,2,4,0,1,26,46,0,0,25,0.58,50,0,19,0,3060,193,5,8,0.43,0.64
Oddne#2780,2676,8118,2059,0,0.15,10,5,0,14,0,7,0,1,0,0,0,5759,2,0,0,1,0,0,6,4,0,0,3,0.63,10,0,2,0,420,18,1,0,0.35,0.82
Rafalumix#2887,3118,700,360,0,0.06,1,2,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0.41,1,0,0,0,60,0,0,0,0.42,0
nath#22980,2041,7736,1656,0,0.07,9,6,0,16,0,10,0,1,0,1,0,6027,2,0,1,0,0,0,6,18,0,1,1,0.44,4,0,5,0,660,0,1,6,0.27,0.59
Kakashi#1136,1765,5324,2380,0,0.17,5,7,0,7,0,4,1,1,0,0,0,2944,0,0,0,0,0,0,4,16,0,0,4,0.52,5,0,2,0,420,0,0,0,0.31,0.03
Arq#2494,2268,74854,0,1,0.12,130,37,0,161,0,92,4,8,1,3,0,0,16,4,6,6,0,0,38,124,0,0,0,0.54,82,0,37,0,3600,268,3,17,0.44,0.38
Cheshire#11705,3529,1152,0,0,0.25,2,0,0,0,0,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,0.53,2,0,0,0,41,0,0,0,0.53,0
NuclearRisk#1642,2584,7664,240,0,0.21,16,15,0,19,0,14,1,1,0,0,0,7324,3,1,2,0,0,0,7,24,0,0,1,0.41,15,0,7,0,720,157,0,0,0.4,0
Royce#11885,2417,6979,643,0,0.13,11,9,0,18,0,13,1,1,0,0,0,6335,2,1,1,0,0,0,3,12,0,0,4,0.35,9,0,6,0,600,19,0,2,0.34,0.03
casek#1934,3266,9878,1061,0,0.1,13,7,0,23,0,13,0,1,0,1,0,8816,2,0,0,1,0,0,6,3,0,0,9,0.52,13,0,4,0,720,38,0,3,0.42,0.72
Heinky#21419,1756,4544,0,0,0.05,4,5,0,7,0,5,1,1,0,0,0,4417,2,0,0,1,0,0,1,11,0,0,5,0.48,0,0,1,0,480,0,0,1,0.36,0
PurpleAZE#2720,2854,4906,513,0,0.27,12,4,0,13,0,12,1,1,0,0,0,4392,3,0,1,2,0,0,2,9,0,0,5,0.52,11,0,9,0,300,62,0,0,0.43,0.06
RaM#22827,2569,809,0,0,0.11,1,1,0,1,0,1,0,0,0,0,0,809,0,0,0,0,0,0,1,0,0,0,0,0.5,1,0,1,0,47,0,0,0,0.56,0
Tlw#2529,1845,62765,5277,2,0.22,126,56,0,167,0,124,3,7,1,3,0,56925,18,4,6,8,0,0,40,130,0,0,52,0.51,117,0,58,0,3600,559,7,10,0.43,0.53
Jeyjey#2592,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0
MostBlunteD#21622,2402,7251,1602,0,0.14,9,8,0,14,0,12,1,1,0,0,0,5249,0,0,0,0,0,0,5,19,0,0,5,0.5,8,0,4,0,540,18,1,0,0.35,0
Raichu#11376,2419,636,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.26,0,0,0,0,60,0,0,0,0.43,0
dida#11690,3216,19968,1868,0,0.13,33,34,0,35,0,25,2,2,0,0,0,17920,3,1,1,1,0,1,5,56,0,0,5,0.45,22,0,11,0,1680,74,0,5,0.36,0.12
PlasmaSnake#1279,4183,1156,120,0,0.1,1,2,0,3,0,3,0,0,0,0,0,1036,0,0,0,0,0,0,1,1,0,0,0,0.52,1,0,0,0,120,8,0,0,0.5,0.49
Stahlios#2661,3808,22747,4082,0,0.12,33,26,0,52,0,30,1,2,0,1,0,18544,7,3,1,2,0,1,18,36,0,0,18,0.47,24,0,13,0,1680,129,0,6,0.36,0.5
Greatness#1502,1981,1947,0,0,0.2,5,2,0,2,0,2,0,0,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,2,0.5,4,0,1,0,60,0,0,0,0.4,0
SoySaucePapi#1751,2399,14223,705,0,0.18,23,11,0,37,0,27,0,1,0,1,0,13517,2,1,0,0,0,0,13,4,0,0,12,0.42,21,0,7,0,1140,26,0,0,0.36,1.0
Foxy#22918,2672,6143,1670,0,0.16,14,9,0,10,0,8,1,1,0,0,0,4472,2,1,1,1,0,0,2,0,0,0,1,0.55,5,0,3,0,480,40,0,1,0.38,0.21
Jabbyz#2993,2468,26011,4867,0,0.13,44,34,0,50,0,28,3,5,0,2,0,20901,6,2,1,3,0,0,17,2,0,0,23,0.51,26,0,9,0,2280,190,0,7,0.37,0.31
KAYGISIZ#21840,2944,1603,553,0,0.04,1,1,0,2,0,2,0,0,0,0,0,1050,0,0,0,0,0,0,1,0,0,0,0,0.77,1,0,1,0,53,0,0,0,0.51,0
TheKnight124#2651,2195,371,0,0,0,0,3,0,0,0,0,0,0,0,0,0,371,0,0,0,0,0,0,0,8,0,0,0,0.16,0,0,0,0,60,0,0,0,0.1,0
Mess#22308,4100,65735,9844,0,0.16,113,71,0,132,0,85,4,8,0,4,0,55676,16,8,3,6,0,0,31,62,0,0,61,0.51,90,0,23,0,3600,369,1,4,0.43,0.47
NaRhal#2849,1891,2673,720,0,0.05,1,1,0,5,0,1,0,0,0,0,0,1534,0,0,0,0,0,0,3,0,0,0,3,0.53,1,0,0,0,180,0,2,0,0.42,0
nern#11840,2377,8311,1122,0,0.09,10,8,0,8,0,6,0,1,0,0,0,7189,2,1,1,1,0,0,1,0,0,0,3,0.49,6,0,4,0,480,0,0,1,0.31,0.59
Datboi#11993,2936,118714,24926,1,0.15,211,142,0,223,0,149,6,13,0,7,0,92518,22,12,4,6,1,0,58,242,0,0,74,0.54,162,0,47,0,7200,152,5,14,0.38,0.52
Sinon#11159,2318,2868,0,0,0.02,1,6,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.44,1,0,1,0,240,0,0,0,0.25,0
Daqqer#2281,1205,3105,1432,0,0.13,4,1,0,1,0,1,0,0,0,0,0,1522,1,0,1,0,0,0,1,2,0,0,0,0.59,4,0,1,0,180,0,1,0,0.5,0
ianpants#1900,1460,2220,357,0,0.04,1,3,0,2,0,1,0,0,0,0,0,1863,2,1,0,1,0,0,0,0,0,0,1,0.3,0,0,1,0,240,0,0,0,0.3,0
FrostyFeet#12258,1873,1148,380,0,0.05,3,2,0,1,0,1,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,60,0,0,0,0.58,0
Vordoen#1856,2725,1410,37,0,0.11,2,2,0,0,0,0,0,0,0,0,0,1336,1,0,0,0,0,0,0,3,0,0,0,0.52,1,0,0,0,120,0,1,0,0.28,0.65
Proloe#21149,2654,154186,20839,1,0.16,253,152,0,376,0,229,9,18,0,9,0,127754,40,19,5,16,1,1,122,331,0,0,140,0.51,205,0,95,0,10800,924,19,32,0.36,0.48
LMAOBOX#21520,3102,19956,2632,0,0.2,42,5,0,59,0,44,0,2,0,2,0,16888,5,1,2,2,1,1,17,38,0,0,6,0.54,37,0,9,0,1080,269,0,4,0.39,1.0
raku1025#2557,1580,19966,4025,0,0.07,21,24,0,43,0,29,2,3,0,1,0,14778,6,3,0,3,0,0,17,57,0,0,12,0.5,16,0,8,0,1980,19,8,5,0.31,0.32
Dante#28470,2343,3055,143,0,0.03,2,5,0,10,0,4,1,1,0,0,0,2912,1,1,0,1,0,0,1,0,0,0,2,0.4,1,0,1,0,360,0,0,1,0.34,0
TheFroFather#11244,2703,1684,713,0,0,0,2,0,1,0,1,0,0,0,0,0,972,1,0,0,0,0,0,0,0,0,0,1,0.56,0,0,0,0,60,0,0,0,0.42,0
Ent#11338,3773,23378,4209,1,0.08,31,19,0,51,0,31,1,2,0,1,0,18816,5,2,2,2,0,0,16,72,0,0,21,0.57,25,0,10,0,1320,530,0,1,0.48,0.37
NecroKnight#1765,3323,3954,482,0,0.21,10,5,0,11,0,10,1,1,0,0,0,3472,2,1,0,0,0,0,1,7,0,1,0,0.6,6,0,5,0,240,18,0,0,0.38,0
pRezak#2626,2305,46075,5695,2,0.13,104,37,0,116,0,74,2,4,0,2,0,39398,12,5,3,4,0,1,36,70,0,0,47,0.49,52,0,31,0,3180,541,6,13,0.39,0.52
DuFF#2907,3391,4474,875,0,0.14,5,6,0,9,0,5,0,1,0,0,0,3599,2,1,0,1,0,0,1,14,0,0,4,0.53,4,0,3,0,420,18,0,0,0.41,0.51
NonToxic#11422,2730,67188,11203,0,0.15,116,57,0,156,0,96,4,6,0,2,0,55183,16,8,3,5,3,0,54,225,0,0,45,0.53,82,0,29,1,3600,337,0,7,0.32,0.37
kazambolt#1118,2887,2233,728,0,0.11,2,2,0,4,0,3,0,0,0,0,0,1504,1,0,1,0,0,0,2,5,0,0,1,0.47,1,0,1,0,180,0,0,0,0.22,0.24
valiX#1343,2877,409,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.66,0,0,0,0,55,0,0,0,0.66,0
ScoodyWolf#1327,3405,10152,2727,0,0.16,13,5,0,29,0,19,1,1,0,0,0,7424,2,2,0,1,0,0,8,48,0,0,4,0.48,10,0,6,0,540,139,0,1,0.36,0.26
SwapHanzoPlz#2909,1847,10187,1241,0,0.21,16,10,0,17,0,13,2,2,0,0,0,8845,4,0,2,2,0,0,5,0,0,0,7,0.5,15,0,9,0,780,37,0,2,0.32,0.0
urtrapped247#1226,1721,171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,30,0,0,0,0.25,0
SlushPuppie#11676,1930,3544,701,0,0.25,11,2,0,5,0,5,0,0,0,0,0,2842,0,0,0,0,0,0,1,8,0,1,4,0.47,5,0,3,0,180,0,0,0,0.26,0
KilledBy50yo#1244,1396,4866,462,0,0.03,3,11,0,10,0,4,2,2,0,0,0,4401,1,0,0,1,0,0,3,5,0,0,7,0.34,1,0,0,0,960,0,0,1,0.17,0
MiKa9159#2174,2786,8911,2401,0,0.13,8,6,0,12,0,9,1,1,0,0,0,6509,4,1,1,1,0,0,4,1,0,0,2,0.56,8,0,4,0,540,0,0,0,0.41,0
Eggie197#1107,3684,19239,2835,0,0.13,32,11,0,27,0,18,1,2,0,1,0,16395,7,2,3,1,0,0,6,11,0,0,6,0.57,23,0,5,0,1080,93,0,0,0.52,0.39
Crisp#1295,500,10960,0,1,0.12,17,7,0,18,0,15,1,1,0,0,0,0,3,0,2,1,0,0,4,25,0,0,0,0.65,9,0,7,0,540,50,0,3,0.43,0.26
Oly#11150,2826,6441,1466,0,0.15,7,5,0,8,0,5,0,0,0,0,0,4974,1,0,0,0,0,0,3,0,0,0,1,0.64,6,0,2,0,300,0,0,0,0.51,0
mywifeleftme#11960,2708,7260,1042,0,0.18,10,6,0,9,0,6,0,1,0,0,0,6217,1,1,0,0,0,0,3,21,0,0,3,0.5,10,0,2,0,480,0,0,0,0.39,0.67
Leg1t#11768,1804,36294,6457,1,0.14,71,57,0,90,0,52,4,5,0,1,0,29012,10,1,4,4,2,0,23,78,0,0,31,0.4,44,0,19,0,3420,233,3,9,0.26,0.26
trcps#2989,1965,8168,253,0,0.12,15,12,0,30,0,16,0,1,0,1,0,7823,3,2,0,1,0,0,8,5,0,0,14,0.55,13,0,8,0,780,42,0,2,0.34,0.51
SnowyAura#1517,1699,578,194,0,0,0,1,0,1,0,1,0,0,0,0,0,384,0,0,0,0,0,0,1,7,0,0,0,0.25,0,0,0,0,58,0,0,0,0.17,0
Jason#15988,2244,1083,344,0,0,0,0,0,2,0,1,0,0,0,0,0,739,1,0,0,0,0,0,1,0,0,0,0,0.36,0,0,1,0,120,0,0,0,0.16,0
ScubaSteve#11579,2210,14176,2734,0,0.18,22,11,0,24,0,18,1,1,0,1,0,11423,3,0,1,1,0,0,8,11,0,0,3,0.59,21,0,4,0,780,57,0,4,0.43,0.48
Airmax#21964,3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1.0
Shadix#21224,3231,1812,607,0,0.15,2,4,0,5,0,4,0,0,0,0,0,1205,0,0,0,0,0,0,2,0,0,0,0,0.44,2,0,1,0,120,0,0,1,0.4,0.48
PurpleHusky#1461,2816,1873,587,0,0.03,1,2,0,2,0,0,0,0,0,0,0,1286,0,0,0,0,0,0,0,0,0,0,1,0.54,1,0,0,0,120,0,0,1,0.59,1.0
Warrme#1223,1397,2977,361,0,0.1,4,9,0,9,0,2,1,1,0,0,0,2615,1,0,0,0,0,0,5,25,0,0,3,0.25,2,0,1,0,420,0,0,2,0.23,0.19
SuperVlad#1465,3361,251,131,0,0,0,1,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,40,0,0,0,0.06,0
Azja#21162,2824,933,0,0,0.15,3,1,0,2,0,1,0,0,0,0,0,933,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,58,0,0,0,0.44,0
SEPHIROTH#1111,2443,76490,7505,1,0.1,80,53,0,155,0,96,2,7,0,5,0,68289,14,7,2,5,0,0,43,31,0,0,59,0.54,68,0,32,0,3600,27,5,9,0.49,0.72
SirNip#1956,2504,106784,12127,1,0.21,195,91,0,295,0,211,5,13,1,7,0,92659,26,12,7,7,1,0,66,99,0,0,93,0.44,170,0,85,0,7200,1094,15,32,0.35,0.57
staata#2434,2373,9710,1521,0,0.13,14,9,0,19,0,14,1,1,0,0,0,7973,3,1,1,1,0,0,3,7,0,1,7,0.56,13,0,8,0,780,8,0,2,0.47,0.35
Scythe#12130,3382,13874,2837,1,0.15,21,23,0,29,0,19,1,2,0,1,0,10820,5,1,1,2,0,0,9,5,0,0,7,0.36,19,0,10,0,1320,18,0,1,0.25,0.38
Bex#1765,2977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
alemania07#11465,2698,3630,0,0,0.25,10,5,0,13,0,12,1,1,0,0,0,3629,2,1,1,1,0,0,1,0,0,0,4,0.5,9,0,7,0,300,18,0,0,0.41,0
faldo#11342,2826,794,729,0,0.25,1,3,0,0,0,0,0,0,0,0,0,65,1,1,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,60,0,0,0,0.08,0
TheNoob#2379,2803,19380,4854,0,0.17,31,19,0,28,0,20,2,3,0,1,0,13724,5,2,1,2,0,0,10,36,0,0,13,0.46,17,0,4,0,1620,0,1,4,0.37,0.38
tomplev#2814,2222,13342,2972,0,0.12,17,21,0,21,0,14,2,3,0,1,0,9989,5,2,1,3,0,0,3,8,0,0,5,0.48,14,0,4,0,1260,0,1,2,0.34,0.2
Equoria#21564,2563,37639,7795,0,0.14,54,40,0,86,0,49,2,5,0,2,0,29755,5,2,0,3,0,0,25,70,0,1,33,0.44,39,0,18,0,3360,56,1,10,0.34,0.4
STRIKER#31614,1603,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,1.0
Llama#2415,1782,702,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.38,0,0,0,0,60,0,0,0,0.22,0
Malygn#6322,1254,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,24,0,0,0,1.0,0
Fma#11461,3071,715,0,0,0.66,2,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0,0,0,0,0.5,2,0,0,0,29,0,0,0,0.5,0
LazyTitan#116935,2670,2470,0,0,0.15,10,5,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0.57,1,0,1,0,240,0,0,0,0.34,0.6
