battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,enemies_emp'd,enemies_hacked,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
BodyHammer#1357,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
Pegasus#22138,3080,1235,0,0,0,0,2,0,1,0,5,0,1,0,0,0,0,0,1150,0,0,0,0,1,0,1,10,0,0,0,0,0,60,0,0,0.48,0
Bloody#2439,2078,100875,19001,2,0,0,114,0,272,163,197,0,90,8,14,0,6,0,69010,34,16,8,11,3,2,136,892,80,0,0,17,0,7200,236,10,0.27,0.4
Rex#13147,2895,1903,104,0,0,0,8,0,2,4,8,0,1,0,0,0,0,0,1702,1,1,0,0,0,0,0,27,0,0,0,0,0,240,0,0,0.44,0.04
DragIzayoi#2829,2121,8135,881,0,0,0,7,0,7,9,19,0,3,1,1,0,0,0,3013,2,0,0,1,0,0,3,35,7,0,1,0,0,660,0,2,0.43,0.1
Niero#1217,2787,14863,644,0,0,0,23,0,25,32,47,0,9,2,2,0,0,0,1210,5,2,1,1,0,0,11,151,13,0,2,3,0,1800,40,3,0.31,0
TheRanch#11753,2657,11091,2806,0,0,0,13,0,26,20,37,0,8,1,1,0,0,0,7075,3,1,0,1,1,0,18,191,15,0,0,0,0,900,5,0,0.28,0.23
THEBIGLC#2616,2488,23176,3839,1,0,0,23,0,46,60,82,0,17,1,3,1,2,0,15999,5,3,2,1,5,0,21,259,26,0,0,7,0,2520,243,0,0.24,0.59
Mom#22562,2936,683,0,0,0,0,3,0,2,2,5,0,0,0,0,0,0,0,683,0,0,0,0,0,0,1,0,1,0,0,0,0,120,0,0,0.38,0
awizeuh#2563,3117,1750,104,0,0,0,3,0,3,5,6,0,2,0,0,0,0,0,725,1,0,0,0,0,0,1,2,4,0,0,0,0,120,16,0,0.37,1.0
Shrike#22107,2393,19318,4316,0,0,0,26,0,46,27,47,0,14,2,3,0,1,0,12679,4,4,0,0,1,0,11,99,15,0,3,1,0,2040,83,3,0.25,0.3
Near#1124,1384,5735,0,0,0,0,12,0,17,1,11,0,4,0,1,0,1,0,0,1,0,0,0,0,0,14,147,2,0,0,0,0,960,7,0,0.23,0.79
Desingle#2490,2986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0
Leeplo#1700,2603,1369,0,0,0,0,3,0,2,3,4,0,1,0,0,0,0,0,1369,0,0,0,0,0,0,2,11,3,0,0,1,0,120,0,0,0.42,1.0
Brocky#21537,2312,409,0,0,0,0,3,0,2,3,5,0,1,0,0,0,0,0,409,0,0,0,0,1,0,0,9,0,1,0,1,0,180,0,0,0.26,0
Carneey#2753,2486,290,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,290,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.21,1.0
blink#1941,2492,56297,8997,1,0,0,84,0,148,101,141,0,58,6,10,0,4,0,33044,28,12,9,7,3,2,65,614,61,0,0,10,0,3600,307,11,0.32,0.39
hampus#21581,2328,51602,7754,0,0,0,78,0,135,92,182,0,53,4,6,0,2,0,28997,19,8,4,7,0,0,60,364,66,0,0,6,0,3600,562,3,0.36,0.36
Express#11380,4301,152,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,0.34,0
Nemesis#14163,3591,3908,509,0,0,0,2,0,13,7,12,0,4,0,0,0,0,0,3397,2,0,1,1,0,0,6,13,5,0,0,1,0,300,18,0,0.39,1.0
Negative#2116,3738,14916,2819,0,0,0,16,0,31,22,28,0,11,2,2,0,0,0,10817,4,3,0,1,0,0,17,117,10,0,0,2,0,1260,55,0,0.35,0
Tixenfleeze#2747,1724,45679,6282,3,0,0,64,0,112,78,145,0,46,4,8,0,3,0,30178,9,6,1,2,6,0,44,274,46,1,0,9,0,3600,66,17,0.31,0.41
Waddlguin3#1877,1800,25696,6850,1,0,0,33,0,60,27,56,0,24,2,3,0,1,0,13510,7,3,3,1,1,0,25,224,18,1,0,4,0,1920,83,8,0.37,0.41
ZombieMan209#1256,2553,657,219,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,8,0,0,0,0,0,60,0,0,0.47,0
Zebbosai#2381,4121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Legend#33720,2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
girB#1553,2401,2158,132,0,0,0,6,0,5,3,7,0,2,1,1,0,0,0,2026,1,1,0,0,0,0,1,13,2,0,0,1,0,240,0,0,0.35,0
Bull3t#2748,2323,327,208,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,1,6,0,0,0,0,0,60,0,0,0.09,1.0
sora#13820,1283,49131,0,0,0,0,111,0,107,70,105,0,48,8,11,0,3,0,0,16,8,4,5,3,1,39,582,28,0,0,21,1,3600,147,5,0.38,0.24
ZUNBA#31316,2461,6252,548,0,0,0,4,0,16,9,24,0,4,0,0,0,0,0,3698,1,0,0,0,2,0,8,68,9,0,0,1,0,540,0,0,0.26,0.1
FallenLuck#1703,2631,2314,466,0,0,0,6,0,7,8,12,0,0,0,1,0,0,0,1522,2,1,0,0,0,0,4,36,5,0,0,0,0,420,0,0,0.31,0.53
LemonExpert#2862,2240,341,23,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,318,0,0,0,0,0,0,1,0,0,0,0,0,0,60,0,0,0.27,0
CoMaShi#1137,2967,6194,416,0,0,0,2,0,5,10,16,0,1,1,1,0,0,0,2049,2,1,1,1,0,0,3,7,4,0,0,1,0,240,0,0,0.27,0
ninooscar77#2976,3798,781,53,0,0,0,2,0,6,0,0,0,5,0,0,0,0,0,728,0,0,0,0,0,0,5,19,0,0,0,1,0,60,12,0,0.43,1.0
Trey#1717,1751,859,288,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,8,0,0,0,0,0,60,0,0,0.35,0
Maozi#11818,1886,25984,3175,0,0,0,42,0,73,39,84,0,26,3,4,0,1,0,19641,8,3,2,3,2,0,30,353,30,0,0,10,0,2460,245,0,0.33,0.3
BASTION#21406,2761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
BluePhoenix#11433,2802,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.3,0
Machollo32#2900,2813,1168,131,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1005,1,0,1,0,0,0,0,3,0,0,0,0,0,180,0,0,0.33,0
XlamaGamer#2301,668,4258,890,0,0,0,14,0,19,6,19,0,8,0,1,0,1,0,3356,4,1,1,2,3,0,7,79,9,1,0,6,0,600,0,0,0.2,0.9
Lwcifer#2648,3420,1495,347,0,0,0,1,0,2,4,6,0,1,0,0,0,0,0,1148,0,0,0,0,0,0,0,1,2,0,0,0,0,120,0,0,0.36,0
fvranst#2113,2189,2998,160,0,0,0,6,0,12,4,12,0,5,0,1,0,1,0,2800,3,1,0,2,0,0,4,14,5,0,0,2,1,420,0,0,0.33,0.69
NogiNug#1760,2185,8228,1326,0,0,0,19,0,8,18,29,0,2,1,2,0,0,0,5482,2,1,1,1,0,0,4,29,3,0,0,0,0,1020,0,0,0.26,0.2
LAZYTITAN76#1310,2412,1393,495,0,0,0,1,0,1,2,4,0,1,0,0,0,0,0,894,0,0,0,0,0,0,0,3,0,0,0,0,0,60,0,0,0.54,0
Davermoon#1655,2493,6538,496,0,0,0,8,0,6,12,18,0,2,1,1,0,0,0,3153,6,1,4,1,0,0,2,73,3,0,0,1,1,600,58,3,0.42,0.17
Ohtna#21664,2909,2045,0,0,0,0,0,0,5,7,11,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,13,2,0,0,0,0,180,0,0,0.25,1.0
fiskarn#2254,2951,153,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0.06,1.0
lugilu#2537,2854,2724,580,0,0,0,1,0,8,6,10,0,2,0,0,0,0,0,2144,1,0,1,0,0,0,6,57,2,1,0,0,0,180,0,0,0.25,1.0
EvilSardine#1245,3226,321,120,0,0,0,1,0,3,0,2,0,1,0,0,0,0,0,201,0,0,0,0,0,0,3,13,1,0,0,0,0,60,0,0,0.2,0.77
aippa#2435,3261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0
Abyssion#11695,2709,5883,652,0,0,0,5,0,7,11,21,0,3,1,1,0,0,0,2570,2,2,0,0,1,0,1,5,6,1,0,1,0,300,38,0,0.3,0
GodSaiyajin#1685,3759,15889,0,0,0,0,12,0,38,21,31,0,17,1,2,0,1,0,0,5,3,2,1,0,0,9,46,17,0,0,5,0,1020,169,0,0.37,0.59
Codey#4584,2144,59476,6334,0,0,0,53,0,156,130,202,0,60,3,7,0,4,0,42274,15,10,1,4,0,1,56,363,98,0,0,8,0,3600,220,3,0.3,0.58
Clazzician#1477,3363,2644,540,0,0,0,3,0,2,2,2,0,2,0,0,0,0,0,869,1,1,0,0,0,0,0,16,1,0,0,0,0,120,0,0,0.33,0
ReSu#11346,2381,1974,813,0,0,0,3,0,5,3,4,0,2,0,0,0,0,0,869,0,0,0,0,1,0,0,2,0,0,0,1,0,240,0,0,0.36,0
dankretr0#1206,2873,5525,848,0,0,0,6,0,12,10,13,0,4,1,1,0,0,0,4173,1,1,0,0,0,0,6,78,5,0,0,3,0,480,18,0,0.24,0
Cookie#12872,2594,13539,2430,1,0,0,15,0,16,20,25,0,9,1,1,0,0,0,6836,2,2,0,0,0,0,5,65,3,0,0,3,0,840,18,0,0.31,0
Plzdontrun#11907,2234,2415,275,0,0,0,5,0,4,2,5,0,0,1,1,0,0,0,2134,2,1,0,0,0,0,1,18,3,0,0,0,0,240,0,0,0.24,0
Bubbele#21959,2740,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
DeadlyFeet#16932,1369,397,126,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,4,0,0,0,0,0,58,0,0,0.37,1.0
tacobfriends#1265,2514,19598,0,0,0,0,47,0,43,20,39,0,15,2,4,0,1,0,0,5,2,1,3,2,0,13,205,7,0,0,3,0,2520,63,1,0.35,0.26
peleezoe#1601,2677,5502,2587,0,0,0,12,0,9,9,13,0,2,1,1,0,0,0,2907,2,2,0,0,0,0,1,17,3,0,0,0,0,540,0,0,0.18,0.21
Destructamon#1168,1872,3828,719,0,0,0,6,0,11,5,6,0,3,0,0,0,0,0,2353,1,1,0,0,0,0,3,19,1,0,0,1,0,420,0,2,0.38,0.8
Raym4n#2315,2268,224,88,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.09,1.0
Tamalex#2749,2376,5697,843,0,0,0,5,0,5,7,11,0,2,0,0,0,0,0,2959,1,0,0,0,1,0,0,4,3,0,0,1,0,300,0,0,0.4,1.0
wesker409#1451,2023,820,135,0,0,0,2,0,5,0,0,0,2,0,0,0,0,0,683,1,0,0,1,0,0,3,7,0,0,0,0,0,60,0,0,0.34,0
DeadDrop449#1155,1581,879,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719,1,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,0.35,0
SwarM3D#21708,3421,30006,4278,0,0,0,37,0,83,45,92,0,34,1,2,0,1,0,19801,6,1,1,4,0,2,21,214,38,0,0,5,0,2160,308,1,0.35,0.58
Bky#2968,2511,594,0,0,0,0,2,0,3,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,13,2,0,0,1,0,60,0,0,0.32,0.1
ELPotato#11475,2914,5750,1183,0,0,0,9,0,8,13,16,0,5,1,1,0,0,0,4196,2,1,1,0,0,0,1,17,3,0,0,2,0,480,57,0,0.38,0.16
Archetype#1246,3165,1807,0,0,0,0,4,0,8,7,7,0,3,0,0,0,0,0,1807,0,0,0,0,0,0,3,15,0,0,0,1,0,300,0,0,0.29,0
Ender#14163,2955,22741,2806,1,0,0,13,0,53,46,63,0,24,1,2,0,1,0,12266,4,3,1,0,4,0,22,171,24,1,0,6,0,1320,546,0,0.35,0.61
Cordi#11170,2472,27857,5205,1,0,0,30,0,65,66,86,0,28,1,3,1,1,0,18613,8,3,1,5,3,1,38,212,34,0,0,7,0,2760,343,6,0.33,0.36
Moonheart#1188,3648,1010,355,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,655,1,0,0,1,0,0,1,6,1,1,0,0,0,180,0,0,0.36,0.29
Golgi16#2609,2708,4233,312,0,0,0,12,0,13,8,21,0,6,1,1,0,0,0,3921,2,1,1,1,0,0,6,89,7,0,0,1,0,780,18,0,0.26,0.11
Bullseye#1813,3027,98935,14112,2,0,0,73,0,226,150,237,0,87,5,9,1,3,0,65692,20,7,5,8,4,2,93,554,84,1,1,27,0,3600,906,4,0.36,0.41
Alexius#21350,2304,6744,550,1,0,0,11,0,12,11,20,0,5,1,1,0,0,0,6180,4,2,1,1,2,0,5,21,7,1,0,0,0,600,0,0,0.31,0
GerickoJosef#1648,1136,56,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,3,1,0,0,0,0,28,0,0,0.14,1.0
Vez#11616,4033,4407,0,0,0,0,8,0,7,2,8,0,2,1,1,0,0,0,0,1,1,0,0,0,0,6,38,5,0,0,0,1,420,57,7,0.44,0.06
CrazyCatLady#11349,2133,533,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,532,1,0,0,0,0,0,0,0,1,0,0,0,0,120,0,0,0.21,1.0
BOURNE#31593,1706,351,272,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0.41,0
Bailee#11502,3611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0
Lonestarbeer#1122,1647,5707,512,0,0,0,11,0,15,12,23,0,3,1,1,0,0,0,3599,2,0,1,1,0,0,6,64,7,0,0,0,0,660,7,0,0.33,0
Pupper#11477,3549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
iZae#1167,1900,68,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,7,0,0,0,0,0,60,0,1,0.1,0
Kreg#21535,3919,289,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,2,0,0,0,0,0,27,11,0,0.68,0
Bloodlord67#1367,2121,8164,1711,0,0,0,10,0,19,13,18,0,6,1,1,0,0,0,6161,2,0,0,2,1,0,8,103,5,0,0,1,0,600,55,0,0.36,0.08
XlumniX#2463,3154,67,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.1,1.0
Code#3162,1407,18469,0,0,0,0,36,0,38,13,24,0,16,3,3,0,0,0,0,2,1,0,1,1,0,9,77,7,0,0,8,1,2220,4,14,0.32,0.08
LazyTurtle#1233,1981,440,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,360,0,0,0,0,0,0,1,12,0,0,0,1,0,59,0,0,0.46,1.0
Nobre#21619,2296,7687,1585,0,0,0,7,0,23,22,35,0,9,0,1,0,1,0,5436,2,1,1,0,0,0,10,63,11,0,0,3,0,540,351,0,0.37,0.77
TheRealKenzo#2506,3148,4838,339,0,0,0,5,0,15,7,12,0,9,0,0,0,0,0,4499,1,0,0,1,1,0,4,7,4,0,0,3,0,360,51,0,0.3,1.0
Myster#11328,3192,62704,9384,1,0,0,76,0,133,145,228,0,44,5,7,0,2,0,39835,18,8,5,4,1,1,58,583,76,0,1,7,0,3600,485,16,0.37,0.34
Corderus#1697,2117,4222,592,0,0,0,8,0,17,4,17,0,4,0,0,0,0,0,3614,1,0,0,0,0,0,4,41,10,0,0,2,0,420,166,0,0.28,0
KSF#11481,2284,7480,1184,0,0,0,11,0,13,4,11,0,3,2,3,0,1,0,4405,4,4,0,0,0,0,1,12,1,0,0,1,0,960,0,0,0.24,0.42
diRe#2994,2280,67859,13310,3,0,0,77,0,153,102,178,0,50,5,7,0,2,0,44207,16,9,3,5,2,0,72,433,66,1,0,13,0,3600,518,3,0.32,0.33
hamaja#2693,3805,400,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,0,0,0.83,0
peaks#21495,2927,865,86,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,777,1,0,0,0,0,0,0,10,0,0,0,0,0,240,0,2,0.5,1.0
StrayTurtlez#1807,3000,131378,0,6,0,0,148,0,312,258,370,0,119,6,11,0,5,0,0,33,16,8,8,8,4,101,606,138,0,0,22,0,7200,1130,3,0.36,0.46
Tankbeast#1536,1937,1210,152,0,0,0,4,0,0,2,6,0,0,1,1,0,0,0,1055,2,1,1,1,0,0,0,0,0,0,0,0,0,180,0,2,0.37,0
Nemesis#25940,2869,3739,627,0,0,0,6,0,15,7,11,0,5,0,1,0,1,0,2511,3,1,1,1,0,1,9,27,4,0,0,2,0,420,5,2,0.42,0.81
dTb007#1428,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
ballin4life#11267,3070,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.21,0
Cata#1318,2180,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0.12,0
EFFECT#31729,1506,10193,287,0,0,0,22,0,39,24,64,0,18,0,2,0,2,0,9411,4,2,1,1,2,0,14,75,19,0,0,7,0,1320,214,0,0.3,0.86
Winbun#1635,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OhGod#11457,3029,23506,1727,1,0,0,14,0,58,44,55,0,29,2,3,0,1,0,20119,7,4,1,2,5,0,19,126,27,0,0,9,0,2040,225,0,0.33,0.33
Percival#12478,2436,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0.13,0
Random#1389,3255,5639,710,0,0,0,9,0,7,12,16,0,2,1,1,0,0,0,4929,2,0,1,1,0,0,1,87,2,0,0,1,0,540,0,0,0.42,0.09
Violic#2998,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
MLGgamer1476#1483,2363,24,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0.05,0
Bard4lyfe#2377,2413,3965,386,0,0,0,8,0,7,5,16,0,2,1,1,0,0,0,3089,2,1,0,1,0,0,1,24,6,0,0,2,0,360,0,2,0.37,0.08
Mack#12382,2531,2661,104,0,0,0,6,0,13,12,21,0,3,0,0,0,0,0,2453,0,0,0,0,0,0,5,17,10,1,0,1,0,300,117,0,0.3,1.0
GuyontheLeft#1779,1611,989,16,0,0,0,3,0,2,3,5,0,1,0,0,0,0,0,973,1,0,0,0,0,0,1,15,0,0,0,0,0,60,0,0,0.39,0
wolfsilver00#1222,1323,311,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.86,0
NightKnight#165604,1151,13802,2657,0,0,0,40,0,31,15,55,0,6,3,3,0,0,0,7491,4,2,0,2,3,0,9,148,12,0,0,2,0,1860,0,2,0.28,0.13
Noah#22463,2519,208,160,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,1,0,0,0,0,0,29,0,0,0.65,0.53
Dietrologia#1764,1291,1275,773,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.36,0
ATRoX#31842,2804,424,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,1,4,0,0,0,0,0,60,0,0,0.23,0
Xander#1644,2763,457,56,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,401,1,0,0,0,0,0,0,5,0,0,0,0,0,60,0,0,0.38,0
Alucard#11868,1764,500,0,0,0,0,1,0,5,0,1,0,1,0,0,0,0,0,500,1,0,0,0,0,0,2,4,1,0,0,0,0,60,0,0,0.19,0
Valty#21781,3268,1346,277,0,0,0,2,0,8,0,3,0,1,0,0,0,0,0,1069,0,0,0,0,0,0,6,25,2,0,0,0,0,120,8,0,0.24,0.49
Mirror#11391,2618,7624,1763,0,0,0,6,0,18,4,15,0,10,1,1,0,0,0,3877,2,1,0,1,1,0,5,76,10,1,0,0,0,480,0,4,0.29,0
sora#32779,1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hotaku6kun#1929,1471,19875,3065,0,0,0,31,0,49,37,72,0,13,1,4,1,2,0,11168,6,2,2,2,1,1,29,200,20,0,0,1,1,2280,78,9,0.26,0.57
Cr0nix#2589,2528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
ChipsAhoy#11974,1941,1281,192,0,0,0,4,0,3,4,5,0,0,0,0,0,0,0,1088,0,0,0,0,0,0,3,43,0,0,0,0,0,60,0,0,0.38,0.12
icecreambbt#1766,1377,2243,55,0,0,0,5,0,7,10,11,0,1,0,1,0,1,0,1861,2,0,1,1,0,0,6,49,6,0,0,0,0,360,0,0,0.23,1.0
Dynmik#1411,2645,1955,652,1,0,0,3,0,7,12,12,0,3,0,1,0,1,0,1303,2,0,1,1,0,0,2,15,6,0,0,1,0,240,0,0,0.35,1.0
Loftus#1678,2077,7679,2653,0,0,0,6,0,10,10,16,0,7,0,1,0,0,0,4311,1,1,0,0,0,0,4,47,2,1,0,1,0,480,0,0,0.21,0.87
Aqours#11684,2075,3182,408,0,0,0,4,0,7,9,15,0,0,0,1,0,1,0,2773,2,1,0,1,0,0,2,15,3,0,0,0,0,300,0,0,0.27,1.0
Twardowskyy#2490,2857,53894,8886,1,0,0,37,0,121,92,134,0,58,3,5,0,2,0,31899,16,8,2,6,4,2,59,616,54,0,0,7,0,3600,871,2,0.35,0.37
INexViruz#1933,2538,692,64,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,601,0,0,0,0,0,0,0,5,0,1,0,0,0,180,0,0,0.17,0.52
Safire#2743,2719,4944,0,0,0,0,10,0,14,7,18,0,3,1,1,0,0,0,0,1,0,0,0,0,0,6,62,8,0,1,1,1,660,178,3,0.33,0.36
Dodo#2936,3633,15520,2231,0,0,0,14,0,38,34,52,0,21,1,1,0,1,0,10307,4,3,0,1,2,0,17,91,19,1,0,7,0,1080,113,0,0.33,0.5
huntYuka#1470,2772,222,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91,1,0,1,0,0,0,0,1,0,0,0,0,0,120,0,0,0.53,0
DireWolf#22578,2587,546,8,0,0,0,0,0,3,2,3,0,2,0,0,0,0,0,538,1,0,0,0,0,0,2,16,2,0,0,0,0,60,0,0,0.24,1.0
wakuboys#1495,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0
SuckerPunch#21732,2365,36293,4767,3,0,0,43,0,91,84,156,0,31,2,6,1,3,0,27138,13,9,0,4,3,0,45,299,48,0,0,4,0,3600,426,0,0.31,0.54
marvellousLi#2775,2463,131690,28794,5,0,0,178,0,264,260,400,0,84,10,16,0,6,0,76232,34,12,6,16,2,3,103,757,151,0,0,13,2,10800,783,14,0.32,0.4
Ormalen#2825,2742,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0.02,0
Impo#2891,2749,12317,4356,0,0,0,11,0,13,24,27,0,5,1,1,0,0,0,6957,4,3,0,1,0,0,3,26,10,0,0,1,0,720,19,0,0.54,0
Firnin#1558,2572,14881,3195,0,0,0,16,0,33,24,63,0,10,1,2,0,1,0,9296,4,1,1,2,0,0,17,84,24,0,0,1,0,1320,60,0,0.31,0.55
Yevn#1574,2215,393183,55688,11,0,0,340,0,1025,577,900,0,465,15,43,2,26,0,276007,121,53,23,44,26,13,432,3305,358,1,6,94,5,28800,3825,91,0.32,0.62
Hu9o#2278,2370,8097,2623,0,0,0,17,0,12,17,27,0,3,1,2,0,0,0,4675,3,2,0,1,0,0,2,47,8,0,0,1,0,960,21,0,0.26,0.08
Casanova#21145,2805,8641,1744,0,0,0,12,0,18,13,16,0,10,1,1,0,0,0,6333,3,1,1,1,0,0,4,74,5,0,0,1,0,660,0,0,0.36,0.31
Flatiya#2656,2762,6515,2098,0,0,0,6,0,16,10,14,0,4,0,1,0,0,0,3721,1,1,0,0,0,0,11,69,6,0,0,0,0,480,18,0,0.35,0
Bisu#11501,2402,2838,24,0,0,0,6,0,8,5,18,0,4,0,1,0,1,0,2707,2,1,0,1,0,0,5,39,6,1,0,0,0,480,0,0,0.26,1.0
puck#2856,1717,1995,247,0,0,0,4,0,2,3,7,0,1,1,1,0,0,0,1748,1,1,0,0,0,0,0,7,1,0,0,0,0,300,0,0,0.33,0
Varo#22418,2557,667,160,0,0,0,2,0,8,0,3,0,2,0,0,0,0,0,507,0,0,0,0,0,0,3,18,3,0,0,0,0,60,0,0,0.15,0
Misstigry#2534,3401,7929,0,0,0,0,11,0,14,7,15,0,7,0,0,0,0,0,0,1,0,0,1,0,0,4,36,7,0,0,1,0,480,159,0,0.36,0
Vampyr#2678,2884,412,21,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,392,0,0,0,0,0,0,0,7,0,0,0,0,0,60,0,0,0.3,0
Xanadune#1489,3638,63,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,54,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0,0,0.11,1.0
Bearliner#21317,1976,1317,126,0,0,0,9,0,3,0,5,0,2,1,1,0,0,0,1039,2,1,1,1,1,0,2,29,0,1,0,1,0,360,0,0,0.28,0
Ninja#24559,3162,272,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,272,0,0,0,0,0,0,1,3,1,0,0,0,0,56,0,0,0.34,1.0
