battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deadeye_kills,deaths,defensive_assists,eliminations,environmental_kills,fan_the_hammer_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
NoAimNoBrain#1190,2421,90960,22041,1,0.06,71,13,129,0,158,0,49,106,6,10,0,4,0,67839,22,8,5,8,4,1,40,312,0,0,0,30,0,3600,236,0,0.48,0.41
WatchMeKek#2104,2720,20934,4478,0,0.08,20,7,19,0,40,0,5,25,1,2,0,1,0,16383,5,2,1,2,0,0,17,62,0,0,0,6,0,1380,126,0,0.42,0.42
Emperor#22346,4343,105137,16871,1,0.08,115,16,112,0,169,0,28,103,6,8,0,2,0,87370,25,8,10,6,2,0,50,249,0,0,0,26,0,3600,669,2,0.5,0.29
iBanged#2764,3399,28237,6374,2,0.09,31,5,22,0,55,0,11,29,1,3,0,2,0,21355,6,2,1,2,1,0,15,67,0,0,0,5,0,1500,167,1,0.4,0.68
JarrettV2#1319,2369,13612,3862,0,0.05,8,7,13,0,25,0,2,13,1,1,0,0,0,9748,2,2,0,0,0,1,4,15,0,0,0,4,0,840,39,0,0.33,0
Bolderbast#2408,1392,30336,0,0,0.08,36,7,28,0,62,0,1,41,2,3,0,1,0,0,6,3,0,3,1,0,24,155,0,0,0,17,0,2520,91,9,0.4,0.44
Kiseki#11603,2933,37899,5301,1,0.07,42,10,46,0,89,0,12,55,1,5,0,4,0,32124,14,5,5,3,0,1,39,226,0,0,0,23,0,2820,463,0,0.46,0.73
Joelph#2655,3571,1595,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.51,0
Sofancy#21809,3143,63184,11613,2,0.11,83,12,54,0,129,0,10,70,2,4,0,3,0,51047,11,2,4,4,1,0,58,297,0,0,0,13,0,3420,636,1,0.5,0.64
BruderSimon#2162,2569,37490,5654,0,0.1,43,10,59,0,85,0,4,49,2,4,0,2,0,30775,9,4,2,3,0,1,30,145,0,0,0,11,0,2640,357,5,0.46,0.4
Zubadar#1739,1510,421,0,0,0.14,1,0,1,0,0,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0.7,0
Kasin#1523,3492,7277,1141,0,0.04,4,2,6,0,10,0,3,8,0,0,0,0,0,6136,2,0,1,0,0,0,2,4,0,0,0,0,0,360,38,0,0.43,0
Princess#21855,2167,7721,873,0,0.1,10,7,13,0,19,0,2,7,1,1,0,1,0,6847,3,3,0,0,0,1,5,22,0,0,0,3,0,780,29,0,0.4,0.55
Rolofiend#1318,1823,486,0,0,0.14,1,0,2,0,2,0,0,1,0,0,0,0,0,486,0,0,0,0,0,0,0,15,0,0,0,0,0,120,0,0,0.08,0
AkhyrA#2210,3040,34303,6735,1,0.09,39,6,34,0,84,0,12,44,1,3,0,2,0,27315,8,1,2,4,1,0,30,168,0,1,0,5,0,2040,422,2,0.4,0.61
NotEeveeA#1459,2978,39079,6061,0,0.09,43,11,30,0,63,0,10,36,2,3,0,1,0,31912,7,2,4,1,1,0,24,234,0,1,0,9,0,1980,213,2,0.39,0.33
Haamuvee#2310,2065,10411,2383,0,0.06,9,2,22,0,21,0,4,11,1,1,0,0,0,7962,3,1,1,1,0,0,4,5,0,0,0,6,0,1020,52,0,0.46,0.29
Cyndakill#21448,2217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0
Tree#1177,2903,9995,4200,0,0.05,5,1,5,0,8,0,2,5,0,0,0,0,0,5795,1,0,1,0,0,0,2,0,0,0,0,1,0,300,0,0,0.35,0
WowABadGenji#1409,2129,77340,11057,5,0.12,111,29,62,0,177,0,20,124,2,6,0,4,0,65990,17,2,12,3,0,2,65,107,0,0,0,44,0,3600,1401,0,0.48,0.63
Bnetplayer#239928,3246,23472,4039,0,0.09,26,6,22,0,51,0,0,27,1,2,0,1,0,19412,5,1,3,1,1,0,17,76,0,0,0,4,0,1200,156,0,0.46,0.5
Ostry#21497,3311,63541,0,0,0.12,108,10,69,0,113,0,15,68,4,5,0,1,0,0,17,5,6,6,1,0,34,259,0,0,0,24,0,3600,374,0,0.48,0.19
Rantanplan#22339,3122,11731,2268,0,0.13,16,1,14,0,30,0,0,15,1,1,0,1,0,9463,4,1,2,1,0,0,7,20,0,0,0,0,0,720,0,0,0.4,0.47
LtCub#1944,2323,30639,12120,1,0.15,37,4,15,0,61,0,4,32,1,2,0,1,0,18369,6,1,3,3,0,0,20,114,0,0,0,11,0,1680,195,1,0.38,0.52
evilshadow#11459,2663,36585,10143,0,0.06,26,15,31,0,68,0,13,41,1,2,0,1,0,26307,5,1,3,2,0,1,21,48,0,0,0,6,0,2160,243,0,0.39,0.38
LeGrosdu06#2233,2622,20964,6081,0,0.08,17,7,29,0,34,0,4,18,1,2,0,1,0,14638,3,1,0,2,0,0,10,40,0,0,0,4,0,1620,62,1,0.26,0.47
Broken#21371,1504,1827,0,0,0.09,3,1,4,0,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,12,0,0,0,0,0,180,0,0,0.31,0
River#12168,2383,2543,200,0,0.05,2,0,2,0,3,0,0,1,0,0,0,0,0,2343,0,0,0,0,0,0,1,0,0,0,0,1,0,120,0,0,0.49,0.81
limit#22601,2709,44702,16312,0,0.08,33,7,24,0,57,0,11,33,1,3,0,2,0,28057,9,3,2,4,0,1,17,104,0,0,0,6,0,1680,361,2,0.36,0.66
NotSwitching#1709,3074,16194,4592,1,0.12,18,6,11,0,30,0,1,22,0,1,0,1,0,11402,2,1,1,1,0,1,11,5,0,0,0,3,0,840,163,0,0.47,0.69
Chanysmodex#2219,2531,412424,98656,6,0.08,462,124,366,0,769,0,23,495,20,32,1,11,0,308776,84,28,27,29,13,10,244,1317,0,0,0,125,0,21600,3194,30,0.49,0.36
PooDooSki#1424,2082,16415,3823,0,0.05,12,1,27,0,22,0,10,12,1,2,0,1,0,11864,6,2,4,1,0,0,9,44,0,0,0,4,0,1320,39,1,0.44,0.46
Seahorse#11154,2753,51093,7556,1,0.11,69,23,44,0,124,0,10,85,2,3,0,1,0,43427,8,2,3,3,1,1,40,153,0,0,0,14,0,3000,653,5,0.44,0.4
MeTiRambo#21370,2863,16817,4236,0,0.08,18,0,22,0,25,0,6,11,1,3,0,2,0,12580,4,2,1,1,2,0,8,72,0,0,0,3,0,1320,0,0,0.33,0.56
Galino#2797,2926,13153,1625,0,0.1,16,3,10,0,24,0,0,10,3,4,0,1,0,11374,0,0,0,0,0,1,6,26,0,0,0,3,0,720,46,1,0.49,0.26
MFD22#2605,3127,265435,57518,6,0.11,317,79,265,0,512,0,84,304,10,21,1,11,0,204159,51,15,14,22,2,5,156,770,0,0,0,62,0,14400,1619,11,0.39,0.52
Arkavin#1601,3117,6560,1674,0,0.2,13,3,6,0,11,0,0,5,0,0,0,0,0,4844,1,0,0,0,0,0,4,2,0,0,0,2,0,300,0,0,0.41,0
JarGibbo#1115,3077,8937,2353,0,0.14,15,2,8,0,16,0,2,10,0,1,0,0,0,6584,3,1,0,1,1,0,4,16,0,0,0,4,0,480,19,0,0.51,0.34
GITGUD#11785,2717,2760,480,0,0,0,1,3,0,5,0,0,1,0,0,0,0,0,2281,0,0,0,0,0,0,3,3,0,0,0,0,0,180,0,0,0.39,1.0
SHOTGUN2HEAD#1497,3279,279329,64159,7,0.08,277,89,220,0,567,0,73,353,8,21,0,12,0,211721,56,16,19,22,7,7,178,898,0,0,0,54,0,14400,2100,20,0.4,0.59
Ghillie#21229,3549,70057,11277,1,0.15,123,19,81,0,156,0,7,93,3,7,0,4,0,58192,20,9,5,7,0,1,71,638,0,0,0,9,0,3600,400,1,0.5,0.55
EoNZ#1671,2265,6788,1225,0,0.07,5,6,5,0,19,0,0,9,0,1,0,0,0,5316,2,1,1,1,0,1,13,14,0,0,0,2,0,420,147,1,0.36,0.56
GnarNinja23#1464,2552,2878,407,0,0.02,1,0,2,0,2,0,0,2,0,0,0,0,0,2470,1,0,0,0,0,0,2,7,0,0,0,0,0,120,0,0,0.44,0
PROXY#22557,2066,5243,853,0,0.05,5,0,7,0,15,0,4,8,0,0,0,0,0,4361,1,0,0,1,0,0,3,22,0,0,0,2,0,360,86,0,0.37,0
Farufaru#1552,2384,14142,3763,0,0.07,12,2,11,0,11,0,3,5,1,1,0,0,0,10172,2,1,1,0,0,0,3,27,0,0,0,1,0,720,0,0,0.34,0
Chris#110660,2658,5642,1005,0,0.19,12,2,5,0,14,0,1,9,0,1,0,0,0,4612,2,1,0,1,0,0,8,94,0,0,0,3,0,420,12,0,0.32,0.57
limux#21859,4300,236004,40158,1,0.09,255,56,251,0,508,0,96,343,13,18,1,5,0,192726,43,17,13,14,5,5,171,892,0,0,0,70,0,10800,2451,1,0.48,0.26
RobertTheCat#11679,2455,12401,3698,0,0.06,13,0,30,0,26,0,4,10,2,2,0,1,0,8562,2,2,0,0,0,0,14,85,0,0,0,2,0,1260,18,3,0.44,0.25
Rammoose#1622,1656,192113,48494,1,0.08,178,52,181,0,379,0,8,225,11,20,1,8,0,142298,40,12,12,16,3,4,180,1403,0,0,0,46,0,10800,1715,6,0.4,0.43
empty#11732,1972,3662,1222,0,0.02,1,0,8,0,2,0,0,1,1,1,0,0,0,2440,2,1,0,1,0,0,1,35,0,0,0,0,0,360,0,0,0.29,0
Jeroeneey#2379,3121,90115,22786,0,0.08,79,25,87,0,139,0,3,79,4,7,0,2,0,66843,15,6,5,4,2,1,45,321,0,0,0,12,0,3600,302,0,0.4,0.38
HrSebfie#2338,1663,33270,6083,0,0.05,21,12,56,0,80,0,32,43,3,5,0,1,0,26467,8,5,0,3,2,0,34,298,0,1,0,12,0,3180,296,7,0.36,0.34
Up2YoU#11507,2750,19255,2850,1,0.1,22,5,19,0,52,0,0,31,0,2,0,1,0,16318,5,1,2,2,0,0,25,105,0,0,0,5,0,1020,144,0,0.32,0.84
Noah#13435,3429,156403,49786,1,0.08,134,35,129,0,275,0,49,142,6,10,0,4,0,105576,28,9,7,12,4,0,123,719,0,0,0,26,0,7200,871,1,0.41,0.44
AionX#11177,2176,4884,225,0,0.08,7,1,11,0,13,0,6,6,0,1,0,1,0,4568,2,1,0,0,0,0,7,29,0,0,0,1,0,420,19,0,0.4,0.8
nICOL#2296,2558,8515,1251,0,0.07,9,2,15,0,12,0,1,4,1,1,0,0,0,7252,2,1,1,0,0,0,1,5,0,0,0,3,0,660,0,0,0.34,0.45
dissantro#2626,2502,50248,11407,3,0.06,38,24,38,0,109,0,22,60,2,4,0,2,0,38487,13,4,6,3,1,3,37,182,0,0,0,16,0,2880,602,0,0.34,0.47
NoodleMCGee#1949,2538,36254,6417,0,0.06,27,11,41,0,67,0,3,42,2,3,0,1,0,29837,8,3,1,3,1,1,25,113,0,0,0,9,0,2460,162,0,0.33,0.24
FalcoNN#21887,2748,74938,17865,0,0.08,70,8,79,0,123,0,10,63,3,7,0,3,0,56528,15,3,5,6,3,2,51,428,0,1,0,11,0,3600,232,2,0.46,0.47
Xplode#21163,2897,265609,63458,3,0.07,219,75,228,0,476,0,61,271,9,20,0,11,0,200732,46,16,16,15,5,3,165,557,0,0,0,47,0,10800,1611,1,0.39,0.55
Nicckz#11300,2780,2291,574,0,0.03,1,0,3,0,3,0,2,2,0,0,0,0,0,1717,1,0,0,0,0,0,0,7,0,0,0,0,0,60,0,0,0.41,0
Elstorko1#2148,3353,6914,1783,0,0.08,6,1,7,0,7,0,1,4,1,1,0,0,0,5127,3,1,1,1,0,0,2,20,0,0,0,0,0,300,0,4,0.42,0.22
imanpro#1851,2699,5911,2622,0,0.13,7,0,9,0,7,0,0,3,0,1,0,0,0,3283,2,1,1,1,0,0,5,22,0,0,0,0,0,300,20,1,0.5,0
WAYNE#12747,3045,4999,1222,0,0.03,2,0,12,0,10,0,3,5,1,1,0,0,0,3712,2,1,1,0,0,0,2,15,0,0,0,1,0,480,0,0,0.31,0.1
Wexar#2121,2824,421614,105600,3,0.12,543,90,435,0,797,0,106,467,19,33,0,14,0,311463,80,27,23,31,8,8,279,1179,0,0,0,75,0,21600,3010,13,0.43,0.41
Nanotech#21114,2609,105671,25760,1,0.12,137,22,82,0,177,0,8,103,6,9,1,2,0,79064,16,6,4,6,0,2,58,303,0,0,0,18,0,3600,665,0,0.46,0.3
xlandk1200s#1602,2501,17507,3214,0,0.07,15,7,18,0,26,0,4,15,1,2,0,1,0,14127,4,1,2,1,0,0,12,50,0,0,0,1,0,1020,56,0,0.39,0.53
DAZZLENOVAK#2354,2953,232041,43819,2,0.09,239,71,192,0,460,0,26,257,8,21,1,12,0,185991,55,17,15,23,0,5,200,1170,0,0,1,53,0,10800,1655,5,0.44,0.6
FLASH#25367,3615,17712,1770,0,0.09,25,3,28,0,43,0,1,29,1,2,0,0,0,15852,1,0,0,0,0,0,9,65,0,0,0,6,0,1380,162,0,0.45,0.16
BeanFlickin#11148,3000,10098,2996,0,0.15,15,0,12,0,19,0,0,12,1,1,0,0,0,7098,2,1,1,1,0,0,4,15,0,0,0,2,0,600,61,0,0.43,0
Hitsugayya#2609,2503,110367,21411,1,0.05,70,34,110,0,229,0,58,134,5,12,0,7,0,87954,30,13,7,10,0,5,79,226,0,0,0,32,0,7200,550,2,0.4,0.57
Ihasflavour#1939,3283,48686,11352,0,0.11,63,7,44,0,69,0,7,43,2,4,0,2,0,37143,10,5,3,2,1,0,31,217,0,0,0,10,0,2760,191,0,0.37,0.39
Genji#12837,1824,566,0,0,0.14,1,0,1,0,1,0,0,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.3,0
Lostcoco#21376,2383,192673,1418,0,0.03,100,36,161,0,351,0,88,177,8,15,1,7,0,7956,34,12,10,12,3,3,154,876,0,0,0,35,1,10800,942,8,0.47,0.46
VesPixX#1117,3413,9155,1941,0,0.09,10,2,7,0,28,0,3,12,1,1,0,0,0,7214,2,1,0,1,0,0,5,26,0,0,0,2,0,600,19,0,0.33,0.29
CHEN#1440,2152,122268,35542,3,0.11,132,40,79,0,214,0,4,133,2,7,0,4,0,86291,18,4,10,3,1,5,75,232,0,0,0,31,0,3600,1072,1,0.44,0.68
DeadMenTales#2737,2725,7694,2219,0,0.07,6,2,9,0,8,0,0,2,0,1,0,0,0,5384,2,2,1,0,0,0,5,53,0,0,0,1,0,480,18,0,0.37,0.64
bloodnexus#1443,2676,4073,772,0,0.08,4,2,7,0,8,0,0,3,0,0,0,0,0,3301,1,1,0,0,0,0,1,19,0,1,0,0,0,300,18,0,0.34,0
Bwabus#2896,2862,15938,2936,0,0.04,8,6,20,0,17,0,1,6,1,2,0,1,0,12313,4,1,2,2,0,0,4,30,0,0,0,0,0,1140,0,0,0.42,0.32
floogulinc#1841,2372,1223,485,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.52,0
MoJoJoJo#11650,3454,3432,932,0,0.15,6,1,4,0,10,0,2,7,0,0,0,0,0,2500,1,0,0,0,0,0,5,11,0,0,0,3,0,240,2,0,0.35,0
Robeezy#11295,3004,19862,0,0,0.08,21,4,28,0,34,0,8,19,2,2,0,0,0,0,5,1,2,3,0,0,8,57,0,0,0,1,0,1320,52,1,0.43,0.15
Ricomaru#2719,2097,27301,9595,1,0.06,16,16,35,0,56,0,8,38,2,3,0,1,0,17572,5,3,1,2,1,2,24,119,0,0,0,13,0,1980,169,1,0.28,0.33
ChokeMe#11951,3944,58537,12040,2,0.11,76,11,53,0,110,0,4,68,1,4,0,3,0,46157,14,1,6,7,2,3,48,311,0,0,0,7,0,2940,331,1,0.49,0.73
Costi#2550,2524,1068,301,0,0.18,2,0,1,0,1,0,1,1,0,0,0,0,0,767,0,0,0,0,0,0,1,17,0,0,0,0,0,53,0,0,0.26,0
ZachC#2909,2777,54233,20111,0,0.11,49,17,57,0,95,0,0,47,3,5,0,2,0,33590,14,7,0,6,3,1,28,259,0,0,0,9,0,3120,180,1,0.33,0.32
Bow#11850,3068,90400,0,0,0.08,111,30,72,0,176,0,26,113,4,6,0,1,0,0,10,3,3,4,1,5,48,203,0,0,0,30,0,3600,1170,11,0.53,0.24
Icarus#13322,2641,105597,21893,2,0.11,142,19,86,0,201,0,20,116,5,9,0,4,0,83313,22,7,8,7,0,0,62,214,0,0,0,19,0,3600,918,1,0.38,0.43
hehexd#21816,2851,146408,23531,2,0.1,181,43,151,0,314,0,43,181,6,12,0,6,0,121759,30,12,7,10,2,3,109,453,0,0,0,47,0,7200,933,4,0.46,0.46
Ashnazug#2359,1826,3790,1107,0,0.05,2,0,10,0,3,0,1,1,1,1,0,0,0,2682,1,1,0,1,0,0,1,0,0,0,0,1,0,300,0,0,0.29,0
ptm#21262,3411,3056,269,0,0.17,7,0,3,0,6,0,0,5,0,0,0,0,0,2787,1,0,0,1,0,0,0,0,0,0,0,1,0,180,18,0,0.54,0
Inglourious#21704,3549,83361,21722,0,0.12,101,22,39,0,149,0,10,91,3,4,0,1,0,60843,13,3,5,5,2,0,54,380,0,0,0,12,0,3600,789,1,0.51,0.24
Pondman#11928,3367,52042,11950,1,0.15,80,14,41,0,116,0,1,65,3,5,0,2,0,39821,16,4,7,5,2,3,36,239,0,0,0,19,0,3240,391,0,0.44,0.4
RyuGa#21819,3363,20985,458,0,0.05,16,2,15,0,41,0,5,20,0,1,0,1,0,6031,4,1,1,1,0,0,22,49,0,0,0,5,0,1200,99,2,0.46,0.83
WeebMaster#2159,2325,6309,1769,0,0.03,2,3,2,0,14,0,1,10,0,0,0,0,0,4475,1,0,0,0,0,1,3,3,0,0,0,2,0,180,10,0,0.45,1.0
RonnieDaBear#1930,3023,5605,1785,0,0.05,3,2,4,0,12,0,0,6,1,1,0,0,0,3751,1,1,0,0,0,0,3,35,0,0,0,1,0,360,0,0,0.41,0.0
Vodkita#11583,3000,232681,39010,4,0.1,270,83,227,0,530,0,70,356,7,17,2,8,0,191343,47,8,20,18,16,4,182,1108,0,0,0,84,0,10800,3343,9,0.44,0.56
pretsel#1506,2225,2524,0,0,0.02,1,0,4,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,180,0,5,0.38,0
Reven#1599,3024,180810,43610,2,0.09,180,31,141,0,298,0,6,158,6,15,0,8,0,136387,35,11,10,14,1,3,103,523,0,0,0,26,0,7200,972,0,0.37,0.56
Agroa#2405,2740,865,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0,0.41,0
Jlufi#2332,2093,8808,2684,0,0.08,8,3,6,0,20,0,8,14,0,1,0,0,0,5898,3,1,1,1,0,0,6,86,0,1,0,3,0,420,0,0,0.34,0.54
Ikaros#21854,3124,4691,1684,0,0.04,2,0,5,0,6,0,2,2,0,0,0,0,0,3006,0,0,0,0,0,0,1,1,0,0,0,0,0,240,0,0,0.44,0.22
DayNightHour#2883,1734,757,70,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.46,0
Deer#2885,2180,3049,1463,0,0.04,2,0,2,0,0,0,0,0,0,0,0,0,0,1586,1,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.65,0
emil#23737,1695,29697,12389,0,0.01,6,5,19,0,42,0,15,19,1,3,0,3,0,17005,12,9,1,2,0,0,17,93,0,0,0,5,0,1860,43,1,0.45,0.78
Chicken#12317,3917,273705,75507,2,0.12,308,58,190,0,444,0,31,247,8,16,0,8,0,196656,44,13,17,14,5,3,141,499,0,0,1,33,0,10800,2285,1,0.4,0.47
Nutttz#11331,3104,37079,5719,1,0.1,44,11,41,0,66,0,3,40,3,3,0,0,0,31120,10,3,6,2,0,1,18,137,0,0,0,10,0,2340,146,0,0.44,0.03
Happyfeet#122661,3208,200383,48731,2,0.06,143,58,183,0,316,0,26,166,5,13,0,9,0,150157,35,12,10,13,1,2,146,1074,0,1,0,21,0,7200,1530,8,0.48,0.63
RICEHARD#1905,2648,183290,29723,2,0.08,192,55,204,0,393,0,45,238,11,16,0,5,0,151919,43,19,8,16,9,5,146,1073,0,0,0,45,0,10800,921,3,0.47,0.29
Alex#239293,2365,1504,440,0,0.26,4,0,3,0,2,0,0,2,0,0,0,0,0,1064,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.44,0
Raccoon#11803,2732,1041,430,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,2,0,0,0,0,0,60,0,0,0.3,0
Flux#11711,2412,11637,5734,0,0.01,2,0,6,0,10,0,2,6,1,1,0,0,0,5903,2,1,0,1,0,0,6,89,0,0,0,0,0,480,18,0,0.42,0
Alex#115598,2473,7746,2072,0,0.12,10,2,9,0,9,0,0,4,1,1,0,0,0,5674,2,0,1,1,0,0,2,8,0,0,0,1,0,480,0,0,0.39,0.34
PrinceKael#1116,3531,6094,2608,0,0.08,4,1,2,0,7,0,1,4,1,1,0,0,0,3486,0,0,0,0,0,0,3,8,0,0,0,0,0,240,0,0,0.29,0.0
Alucard#15970,2502,690,280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.88,0.7
Andreya#2441,2327,2163,235,0,0.24,6,1,3,0,11,0,1,6,0,0,0,0,0,1928,2,0,1,1,0,0,6,14,0,0,0,0,0,240,0,0,0.37,1.0
ScottPilgrim#2792,3015,6974,1599,0,0.18,12,3,6,0,11,0,0,8,1,1,0,0,0,5375,1,0,0,1,0,1,2,7,0,0,0,1,0,360,109,0,0.35,0
Manojlo#2239,2018,6942,0,0,0.02,3,2,14,0,10,0,4,6,1,1,0,0,0,0,4,1,2,1,0,0,0,1,0,0,0,2,0,480,0,2,0.45,0.1
jc911142#1518,3203,179566,28389,2,0.11,232,55,162,0,407,0,16,266,9,14,0,5,0,149683,36,9,18,10,5,4,171,662,0,0,0,48,0,7200,2280,1,0.47,0.36
nines#1240,2456,14111,3705,0,0.05,9,2,22,0,28,0,1,15,1,2,0,0,0,10405,3,2,0,1,0,0,5,71,0,0,0,1,0,1080,0,0,0.37,0.13
Momario#1746,1967,6397,2460,0,0.03,3,1,11,0,3,0,0,2,0,0,0,0,0,3937,1,0,0,0,0,0,0,4,0,0,0,2,0,360,0,0,0.46,0.56
Toxicman#11796,2719,108554,18849,4,0.09,145,29,76,0,216,0,16,139,2,6,0,3,0,89028,16,3,9,4,3,2,69,196,0,0,0,37,0,3600,1096,1,0.5,0.59
Kiri#11484,3553,5938,760,0,0.09,7,1,8,0,13,0,1,8,1,1,0,0,0,5178,2,1,1,1,0,0,4,29,0,1,0,1,0,420,12,0,0.41,0.04
Illushionzz#1372,3211,214419,37245,2,0.12,310,54,204,0,519,0,60,340,7,17,0,10,0,174624,35,12,8,15,2,1,150,818,0,0,0,81,0,10800,2345,3,0.48,0.56
Potvisjong#2571,2962,3988,2039,0,0.03,1,0,5,0,4,0,0,4,0,0,0,0,0,1949,1,0,0,0,0,0,1,7,0,0,0,0,0,240,0,0,0.32,0
Satol#4438,3632,147726,30440,5,0.1,205,44,134,0,360,0,19,219,5,11,0,6,0,115495,31,8,13,10,3,2,108,548,0,0,0,54,0,7200,2022,5,0.52,0.58
Pentium#11250,2857,220999,53988,3,0.1,245,44,208,0,451,0,33,249,8,18,0,9,0,165310,48,14,15,19,7,3,157,797,0,0,0,41,0,10800,1765,10,0.4,0.52
Wolf#18793,2731,33924,4155,0,0.14,54,9,42,0,57,0,2,31,3,4,0,1,0,29353,6,1,4,1,0,0,22,61,0,0,0,7,0,2280,144,0,0.4,0.2
REAPER#19990,3000,3409,2009,0,0,0,0,4,0,4,0,1,2,1,1,0,0,0,1400,1,1,1,0,0,0,0,8,0,0,0,0,0,180,0,0,0.7,0
DePumkin#2738,2212,102542,23800,3,0.09,100,55,85,0,201,0,23,147,6,9,0,3,0,77721,29,7,12,10,2,7,57,514,0,0,0,36,0,3600,1083,8,0.4,0.3
Cubby11#1314,2280,19648,2497,0,0.14,33,5,25,0,40,0,6,22,1,2,0,1,0,16842,4,4,0,0,0,0,17,200,0,0,0,3,0,1560,72,0,0.32,0.37
Parkan#2124,2890,6631,1325,0,0.08,8,0,5,0,6,0,2,3,0,0,0,0,0,5306,1,0,0,0,0,0,1,3,0,0,0,2,0,300,0,0,0.44,0
Hunterfrayy#1616,2411,18850,2522,1,0.06,16,11,18,0,39,0,7,23,2,2,0,0,0,15920,5,1,3,1,0,0,10,55,0,0,0,7,0,1140,302,2,0.55,0.11
Jade#12614,2517,9372,1319,0,0.05,6,4,19,0,18,0,3,11,1,1,0,0,0,8053,3,1,1,1,0,1,6,34,0,0,0,2,0,720,0,0,0.35,0.29
DvaBorga#2778,2826,135755,39102,2,0.07,105,40,89,0,271,0,47,158,4,10,1,6,0,95983,22,5,9,8,0,4,75,301,0,0,0,30,0,7200,592,0,0.32,0.61
Ziyatta#1363,2453,52835,9234,1,0.03,24,29,54,0,111,0,36,76,3,5,0,2,0,43144,12,2,4,5,0,2,48,507,0,0,0,14,0,3600,716,1,0.45,0.38
Slumpen#2511,2792,63997,10894,0,0.14,104,14,70,0,131,0,6,90,3,5,0,2,0,52598,11,2,5,4,1,2,28,102,0,0,0,18,0,3600,260,1,0.51,0.46
Starlord#22208,2705,29070,6109,1,0.06,22,7,33,0,71,0,19,43,2,3,0,1,0,22368,11,4,5,2,0,1,45,291,0,0,0,2,0,1980,221,1,0.41,0.43
TheRealDust#2551,1897,27962,4865,0,0.09,32,9,33,0,65,0,14,43,1,2,0,1,0,22977,7,2,3,3,1,0,23,96,0,0,0,21,0,1920,292,0,0.45,0.43
YamiOne#2996,2793,26774,5101,0,0.08,27,5,40,0,51,0,8,22,3,4,0,2,0,21228,8,2,2,4,0,0,25,168,0,0,0,3,0,2160,18,0,0.32,0.36
Bacillus#11338,2506,6978,1173,0,0.1,9,5,6,0,19,0,4,13,0,0,0,0,0,5804,1,1,0,0,0,0,6,20,0,0,0,1,0,360,46,1,0.43,0.38
Chumajen#11490,2556,9413,1942,0,0.16,16,1,10,0,16,0,2,8,1,1,0,0,0,7471,5,1,0,3,0,0,6,67,0,0,0,1,0,660,112,0,0.3,0.45
AIMGOD#1855,3385,104911,20363,4,0.1,122,21,101,0,188,0,10,116,6,7,0,2,0,83714,22,7,10,5,0,0,73,392,0,0,0,10,0,3600,972,1,0.52,0.23
oscaroa#1923,2783,9363,1695,0,0.04,5,1,9,0,26,0,2,12,1,1,0,0,0,7667,4,3,0,1,0,0,18,153,0,0,0,2,0,660,118,0,0.45,0
EmeraldDuo#1147,2552,6911,1370,0,0.04,3,3,5,0,11,0,1,4,0,0,0,0,0,5460,0,0,0,0,0,0,3,22,0,0,0,1,0,480,0,0,0.33,0.89
Joerind#21482,2062,16582,3322,1,0.11,21,6,9,0,37,0,3,24,1,2,0,0,0,13094,3,1,1,2,0,0,12,6,0,0,0,11,0,900,176,0,0.42,0.27
Radagar#6815,3006,5016,2973,0,0.06,2,0,4,0,5,0,0,4,0,0,0,0,0,2043,0,0,0,0,0,0,2,34,0,0,0,0,0,180,0,0,0.42,0
VictorMiles#2377,2654,1936,374,0,0.07,2,2,2,0,6,0,0,4,0,0,0,0,0,1562,1,1,0,1,0,0,3,8,0,0,0,1,0,120,12,0,0.35,0
