battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_reflected,deaths,defensive_assists,dragonblade_kills,dragonblades,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Rush#21800,2161,12625,2618,0,0.08,20,2520,12,0,9,4,20,0,12,1,1,0,0,0,9809,2,1,0,1,0,2,11,123,0,0,0,0,3,0,720,182,0,0.36,0.25
oklos#1867,2183,51192,6625,2,0.07,63,18569,86,0,18,25,70,0,43,5,7,0,1,0,44351,17,10,4,3,4,1,22,494,0,1,0,0,18,0,3600,55,8,0.34,0.17
PhoeNiXies#1469,2354,377265,74402,10,0.1,623,63201,325,0,183,144,759,0,419,17,28,0,11,0,299203,90,23,27,40,52,19,297,2769,0,0,0,1,74,0,18000,3304,1,0.28,0.4
Legend#14718,1888,1305,0,0,0.07,2,444,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,120,0,0,0.21,0
fadedspirits#1950,1672,50480,8923,2,0.08,76,9741,38,0,24,21,122,0,50,2,4,0,2,0,41247,10,7,0,4,0,1,64,555,0,0,0,0,6,0,3240,476,1,0.26,0.53
Trazed#21736,1878,116437,24568,1,0.06,154,22999,112,0,48,45,250,0,122,7,13,1,5,0,87691,38,17,8,13,2,2,126,1269,0,0,0,0,24,0,7200,633,13,0.38,0.39
IxDo#2558,3297,524547,99374,20,0.08,984,98409,369,0,257,189,1196,0,728,16,36,1,19,0,413686,105,19,62,24,25,11,417,3740,0,0,0,0,174,3,25200,6555,49,0.39,0.53
KeenMan#1447,2748,98379,18491,3,0.06,147,17168,77,0,57,40,222,0,145,1,7,1,5,0,77068,15,6,5,4,16,5,75,515,0,1,0,3,31,0,3600,919,4,0.38,0.86
potatoman#11167,2237,2550,1020,0,0,0,332,2,0,1,1,3,0,2,0,0,0,0,0,1530,0,0,0,0,0,0,1,10,0,0,0,0,1,0,120,0,0,0.24,1.0
MAGIC#12121,2382,134537,32040,5,0.09,210,32310,84,0,59,34,244,0,130,5,8,0,3,0,95563,29,5,14,9,7,2,109,950,0,0,0,0,38,0,3600,1462,11,0.27,0.38
iSteveJobs#1493,1740,4180,2146,0,0.05,2,1821,3,0,1,1,3,0,2,0,0,0,0,0,1935,1,0,0,1,0,0,1,17,0,0,0,0,0,0,180,0,0,0.2,0
Nyon#11980,1858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0
Effect#31823,2188,89704,22421,0,0.09,122,21327,66,0,34,31,139,0,70,4,8,0,4,0,65450,20,7,4,9,14,2,47,473,0,0,0,0,9,0,3600,181,3,0.25,0.48
KewY#11445,2430,6957,1662,0,0.07,9,1224,10,0,1,3,8,0,7,1,1,0,0,0,5295,2,1,0,1,0,0,1,31,0,0,0,0,1,0,420,0,0,0.47,0
LYBFloky#2440,2574,2193,1090,0,0.01,1,687,5,0,0,0,0,0,0,1,1,0,0,0,1078,1,0,1,0,0,0,0,16,0,0,0,0,0,0,240,0,0,0.29,0
Grim#13841,1941,294306,49565,4,0.1,633,50011,298,0,94,89,678,0,353,16,32,2,14,0,240189,81,29,15,37,11,4,269,2568,0,0,0,0,77,0,21600,1255,19,0.27,0.46
DVICID#1588,2302,3063,1386,0,0.08,3,412,3,0,0,1,1,0,1,0,0,0,0,0,1447,1,0,0,0,0,0,0,5,0,1,0,0,1,0,180,0,0,0.22,0
SpardeHHH#2975,1882,373,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0.73,0.9
Wark#2871,2544,8189,3921,0,0.03,7,757,8,0,2,2,16,0,4,0,0,0,0,0,4268,1,0,0,1,0,0,8,77,0,0,0,0,1,0,420,0,0,0.41,0
DankMemes#21657,2793,110275,32592,3,0.1,179,28920,81,0,45,33,203,0,94,3,7,0,4,0,76249,18,5,7,7,5,6,69,607,0,0,0,0,13,0,3600,767,3,0.3,0.52
ALUCARD#16775,2939,22206,8729,0,0.07,19,5157,22,0,7,6,26,0,11,1,1,0,1,0,13366,3,1,0,1,0,0,7,118,0,0,0,0,0,0,960,75,0,0.24,0.41
Natehz#1259,2178,2039,0,0,0.05,3,284,3,0,1,1,5,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,7,0,0,0,0,0,0,180,0,0,0.27,0
Tybur#1575,2204,19778,5952,0,0.07,21,3467,25,0,7,9,38,0,22,1,2,0,1,0,13611,3,1,0,1,1,0,15,116,0,1,0,0,4,0,1380,129,1,0.23,0.6
Bikkozo#2292,2383,809,112,0,0.2,4,40,2,0,0,0,1,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.3,0
Dayr#11398,3579,8082,2010,0,0.11,18,842,8,0,2,1,18,0,9,0,1,0,0,0,6003,1,1,0,0,0,0,6,56,0,0,0,0,1,0,480,35,0,0.35,0.59
Kazooee#11953,1960,41028,8404,2,0.07,46,11258,22,0,21,16,90,0,54,2,3,0,1,0,31294,10,2,6,2,2,1,39,332,0,0,0,0,14,0,2100,856,1,0.38,0.23
Nidronos#1353,1694,26967,6747,0,0.07,33,3791,26,0,12,13,68,0,40,0,2,0,2,0,18758,5,4,0,1,3,0,25,302,0,0,0,0,10,0,1860,18,1,0.28,1.0
boombox#31793,633,125868,17412,6,0.06,174,38620,271,0,60,54,306,0,206,16,29,1,12,0,104335,30,11,9,10,8,0,90,876,0,0,0,0,98,0,18000,679,7,0.28,0.42
RNJesus#2780,2596,14755,2034,0,0.04,14,3028,17,0,7,7,34,0,11,1,1,0,0,0,11749,2,1,0,1,0,0,9,37,0,0,0,0,1,1,1020,1,0,0.26,0.28
WhitxFang#1653,2519,127081,36471,3,0.04,129,26603,110,0,52,41,232,0,111,5,8,0,3,0,88170,26,8,8,11,2,4,88,618,0,0,0,0,21,0,3600,1134,4,0.38,0.33
Baylife#21895,2131,194302,30820,8,0.1,323,34340,156,0,108,82,478,0,267,6,19,1,12,0,158625,48,11,18,19,27,5,180,1331,0,0,0,0,68,0,10800,1965,24,0.32,0.65
tacotaco#11518,2840,5168,2179,0,0.07,6,1408,10,0,1,1,2,0,1,0,1,0,1,0,2989,1,1,0,0,0,0,0,19,0,0,0,0,0,0,420,0,0,0.21,0.79
TheLex#21628,2291,2329,520,0,0.05,2,328,1,0,1,1,12,0,7,0,0,0,0,0,1809,0,0,0,0,1,0,7,51,0,0,0,0,0,0,120,0,0,0.19,1.0
Pierpoint#2482,3031,256670,56355,6,0.09,403,54642,231,0,112,100,524,0,236,9,21,0,12,0,192283,63,22,14,27,29,12,173,1583,0,0,0,1,48,2,14400,1197,11,0.31,0.56
ugetwrekd#1586,3153,6878,2091,0,0.12,14,1168,8,0,2,2,16,0,8,1,1,0,0,0,4759,2,1,1,1,0,0,10,123,0,0,0,0,2,0,600,88,0,0.19,0.29
Lestat#1316,2531,231,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,4,0,0,0,0,0,0,32,0,0,0.38,0
ILoveHanzer#1280,2590,552722,130091,2,0.08,779,107207,428,0,232,205,1280,0,642,24,47,2,21,0,412036,118,46,25,47,51,16,462,4558,0,0,0,1,122,1,32400,2943,30,0.22,0.46
Zigo#21779,2918,12246,4747,0,0.05,9,823,7,0,6,3,14,0,8,0,1,0,0,0,7392,3,1,1,1,1,1,7,42,0,1,0,0,0,0,540,36,0,0.27,0.27
HalfSquare#1941,2032,10960,1710,0,0.06,14,2336,11,0,6,4,28,0,18,0,1,0,0,0,8299,2,0,0,1,3,0,5,76,0,1,0,0,6,1,660,94,5,0.32,0.61
Annexis#1765,2348,812,0,0,0,0,375,2,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,15,0,0,0,0,0,0,60,0,0,0.29,0
Lynix#11348,2303,160830,40706,6,0.08,206,34043,110,0,81,53,334,0,197,6,13,0,6,0,118558,36,9,15,12,17,7,123,1099,0,0,0,0,37,0,7200,1769,2,0.29,0.49
Alpaca#22445,2607,75766,17739,1,0.08,109,16967,75,0,18,28,149,0,73,2,7,0,4,0,56173,12,6,2,4,6,1,60,490,0,0,0,0,10,0,3600,197,5,0.28,0.67
Pixilate#11125,1948,33734,0,0,0.08,63,4604,38,0,8,16,66,0,23,2,3,0,1,0,0,6,4,1,1,1,1,32,339,0,0,0,0,2,0,2400,149,9,0.34,0.3
Jove123#2748,2356,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.11,0
zensation#2388,2699,5725,0,0,0.12,18,761,15,0,0,2,10,0,3,1,1,0,0,0,0,1,0,0,1,0,0,4,35,0,0,0,0,0,0,660,5,4,0.35,0
Jackart#21903,3011,406493,123668,9,0.1,686,58281,308,0,172,138,746,0,388,14,29,1,14,0,275216,77,27,20,31,27,14,260,2178,0,0,0,3,63,0,21600,2113,30,0.3,0.49
Vanetrox#21541,3103,168652,41116,8,0.08,212,37374,101,0,90,63,384,0,210,5,12,0,8,0,125578,40,6,18,16,21,10,143,980,0,0,0,0,36,0,7200,1426,0,0.28,0.6
Fritos34#2614,2810,21307,5446,1,0.1,40,5346,23,0,2,6,35,0,19,2,2,0,1,0,15570,6,2,2,2,2,0,15,97,0,0,0,0,3,0,1260,0,0,0.34,0.26
FluffyPanda#11267,2879,241659,59724,7,0.1,401,47872,212,0,112,86,535,0,285,9,17,1,7,0,177128,48,10,23,15,10,6,215,1752,0,0,0,0,56,0,10800,2079,19,0.31,0.44
DudeGuyBro#1302,3683,333035,76483,2,0.1,527,58232,258,0,143,131,703,0,327,12,25,0,13,0,251695,64,20,17,27,20,8,298,2395,0,0,0,0,61,0,18000,1916,14,0.3,0.52
Rody21#11444,2215,295728,0,7,0.05,387,56551,284,0,100,91,575,0,272,15,28,1,13,0,0,72,30,14,28,8,8,243,2372,0,0,0,0,66,0,18000,1097,20,0.35,0.45
Sillicate#1171,2456,475830,128199,7,0.09,673,79095,382,0,210,181,831,0,423,11,37,2,24,0,339774,74,35,22,16,5,10,284,2168,0,0,0,0,91,1,25200,1880,23,0.26,0.67
GenjiMC#1878,3057,65889,14484,3,0.12,138,20033,41,0,19,20,128,0,66,3,4,0,1,0,50819,14,3,5,6,2,2,49,376,0,0,0,0,12,0,3300,405,0,0.32,0.33
z1nde#1206,2666,5348,2592,0,0.03,3,1887,6,0,0,2,5,0,1,0,0,0,0,0,2756,1,0,0,0,0,0,3,3,0,1,0,0,1,0,240,0,0,0.25,0
medibooty#1351,2452,904,128,0,0.11,2,493,4,0,0,1,2,0,0,1,1,0,0,0,776,1,0,1,0,0,0,1,48,0,0,0,0,0,0,240,0,0,0.16,0
Beeker#21576,2599,36505,6506,1,0.06,49,6849,28,0,20,16,91,0,47,1,2,0,1,0,29294,5,0,2,3,7,0,31,172,0,0,0,0,5,0,1980,271,0,0.39,0.42
PStrawberry#2605,1868,67021,13776,5,0.07,109,9261,39,0,33,23,169,0,106,2,5,0,3,0,52305,12,1,8,3,7,2,56,384,0,0,0,0,32,0,3060,1522,10,0.4,0.67
Coco#2564,2934,14769,3548,0,0.08,21,1388,20,0,5,6,21,0,12,1,1,0,0,0,11219,4,1,1,2,1,0,6,59,0,1,0,0,4,0,1080,0,0,0.31,0.23
Agzur#1891,3415,197232,29645,9,0.09,411,32473,158,0,103,77,486,1,256,8,19,0,11,0,164483,55,15,24,16,22,7,113,1171,0,0,0,0,64,0,10800,2118,13,0.33,0.56
vipersniper#2931,3006,7772,2820,0,0.13,12,1402,10,0,1,3,11,0,4,0,1,0,1,0,4868,2,1,0,1,0,0,7,44,0,1,0,0,2,0,540,0,0,0.18,0.52
Efflux#11358,2322,20950,2554,0,0.06,27,4404,18,0,11,9,59,0,39,1,2,0,1,0,17810,7,2,2,3,1,0,10,69,0,1,0,0,7,0,1440,216,2,0.29,0.55
Razuke#21453,2597,117040,15875,5,0.08,170,21720,81,0,69,48,314,0,177,5,11,0,7,0,98745,32,6,18,8,12,6,129,913,0,0,0,0,31,0,3600,1757,3,0.35,0.59
Sinari#21873,2824,34531,7057,0,0.07,40,6524,27,0,8,10,55,0,29,2,3,0,1,0,27110,6,1,3,2,1,0,15,209,0,0,0,0,5,0,1920,2,3,0.28,0.31
Avesta#21523,1327,15304,1929,1,0.07,20,4328,20,0,8,7,50,0,19,2,2,0,0,0,12890,7,3,3,1,3,0,28,287,0,0,0,0,5,0,1440,152,1,0.28,0.08
BootyModel#1715,2419,614,0,0,0,0,84,0,0,0,0,2,0,1,0,0,0,0,0,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.4,1.0
Kragtik#1501,3014,74602,13376,0,0.1,135,13287,97,0,22,34,152,0,77,5,7,1,2,0,60387,15,8,3,4,5,2,52,408,0,0,0,0,21,0,3600,298,5,0.3,0.33
PlayByFeet#1874,1911,5355,1820,0,0.07,6,1029,5,0,1,2,18,0,5,0,0,0,0,0,3504,1,1,0,0,0,0,10,50,0,0,0,0,0,0,360,0,3,0.16,0.07
bathingsoap#11667,2677,2462,374,0,0.06,3,763,3,0,0,1,5,0,4,0,0,0,0,0,2087,0,0,0,0,0,0,3,37,0,0,0,0,0,0,180,0,0,0.27,0.19
LanceWND#2610,2475,69738,14776,1,0.09,117,14107,64,0,19,25,111,0,68,4,6,0,2,0,52599,13,5,5,3,2,0,16,195,0,0,0,0,21,0,3600,439,3,0.36,0.28
therealmazen#2174,2777,4712,190,0,0.07,7,655,5,0,1,2,9,0,5,1,1,0,0,0,4405,2,1,0,1,0,0,4,64,0,0,0,0,1,0,240,0,0,0.27,0
hagman#11419,2537,2545,528,0,0.03,2,127,3,0,0,1,0,0,0,0,0,0,0,0,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.6,0
Chaika#21594,3335,171960,39089,1,0.07,228,32589,186,0,62,59,344,0,153,7,13,0,6,0,129637,33,14,7,12,20,3,120,1012,0,0,0,0,27,1,7200,735,7,0.28,0.43
Rhys#12369,2626,2274,140,0,0.12,6,892,10,0,0,1,2,0,1,1,1,0,0,0,2066,2,1,0,0,0,0,1,43,0,0,0,0,1,0,360,0,0,0.19,0
kereos#2282,4205,7374,3028,0,0.08,8,1032,6,0,2,3,12,0,7,1,1,0,0,0,4346,1,1,0,0,0,0,4,30,0,0,0,0,0,0,360,0,0,0.25,0
Markeliuz#1107,3120,1539664,221892,32,0.08,2603,278919,1237,0,711,570,3534,0,1825,48,121,6,67,0,876029,336,132,89,115,141,37,1346,11972,0,0,0,9,422,13,93600,9705,159,0.37,0.58
Herinsinger#11432,2248,33372,7317,1,0.06,36,5721,37,0,8,9,60,0,26,2,4,0,2,0,25626,12,4,5,3,0,1,31,178,0,0,0,0,9,0,2160,27,0,0.31,0.52
Grunts#1218,1842,3589,1039,0,0.06,3,1822,6,0,0,2,4,0,3,0,0,0,0,0,2549,1,0,1,1,0,0,0,7,0,1,0,0,2,0,180,0,0,0.35,0
Leshrek#21662,2816,41331,10088,1,0.05,56,4779,43,0,24,16,95,0,44,1,4,0,2,0,26575,8,4,0,4,0,0,38,330,0,0,0,0,10,1,2940,157,10,0.32,0.61
QuietOrQuit#1223,4004,1564929,0,30,0.06,2349,303646,1135,0,666,572,2915,0,1542,59,116,3,54,0,0,291,111,81,99,68,37,1002,7150,0,0,0,1,417,6,86400,8620,138,0.36,0.46
Styman#11541,2376,1437,391,0,0.06,2,700,2,0,0,1,1,0,1,0,0,0,0,0,1045,2,2,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0,0.32,0
Biston#21504,3539,14721,1572,1,0.09,29,1947,18,0,2,6,19,0,7,3,3,0,0,0,13055,4,1,2,1,1,0,7,94,0,0,0,0,2,0,1380,0,0,0.25,0
flap#21555,3766,44276,10993,0,0.1,80,8403,33,0,14,13,75,0,44,2,3,0,1,0,32574,12,4,6,2,3,2,22,198,0,0,0,0,3,0,2220,302,0,0.25,0.38
cjflanners#1391,1770,196,112,0,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.03,1.0
Expoulos#2525,3000,4390,0,0,0.02,3,563,3,0,0,1,6,0,4,1,1,0,0,0,0,2,1,1,0,1,0,2,15,0,0,0,0,0,0,240,0,2,0.38,0.02
Burrrc#1177,3401,518280,111528,13,0.08,911,91936,413,0,234,184,1068,0,614,22,38,1,16,0,395861,116,37,41,39,44,19,337,2455,0,0,0,1,124,1,25200,5183,42,0.38,0.42
DJany#2383,2304,28557,639,0,0.07,53,6396,34,0,10,11,56,0,28,1,4,0,2,0,1276,6,3,1,2,3,1,12,139,0,0,0,0,7,0,1980,73,4,0.33,0.66
MDZZ#11522,2268,5575,1344,0,0.09,11,582,4,0,1,2,11,0,3,0,1,0,0,0,4175,0,0,0,0,0,0,1,6,0,1,0,0,1,0,300,0,0,0.26,0
MURAMASA99#1854,3008,576730,145342,14,0.08,757,91546,399,0,296,206,1104,0,612,22,37,1,13,0,424489,111,30,49,32,44,27,398,2972,0,0,0,0,88,0,25200,5134,5,0.28,0.37
RalphBecker#2291,1819,28727,7753,2,0.03,20,7327,26,0,12,7,50,0,31,1,3,0,1,0,20301,5,3,0,1,1,1,12,106,0,0,0,0,7,0,1920,178,2,0.31,0.53
Shinobi#1114,2547,86436,1284,2,0.05,115,15292,68,0,50,36,222,0,111,3,6,0,3,0,3969,15,10,2,3,0,1,79,733,0,0,0,1,33,0,3600,879,10,0.33,0.51
Klim#21643,2922,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,23,0,0,0.25,0
Konker#11743,2011,2376,168,0,0.03,2,408,4,0,2,1,6,0,2,0,0,0,0,0,2208,1,1,0,0,0,0,2,5,0,0,0,0,2,0,240,0,0,0.35,0
Chan#11706,2807,73479,13069,0,0.11,166,14129,87,0,25,23,161,1,92,5,8,0,3,0,59282,20,11,1,8,12,0,51,438,0,0,0,0,19,0,3600,206,1,0.32,0.35
Darkshad#2486,3400,55141,13303,3,0.07,73,12786,48,0,39,24,141,0,72,2,6,0,4,0,40810,17,8,4,5,7,3,34,365,0,0,0,0,17,0,3180,340,3,0.29,0.7
Ashoman#1374,3014,35649,6959,0,0.1,62,3816,46,0,14,14,65,0,25,2,4,0,1,0,27498,7,4,2,1,3,0,23,292,0,0,0,0,6,0,2880,18,2,0.24,0.25
Wrigleys#2453,2270,285,0,0,1.0,3,0,1,0,0,0,2,0,1,0,0,0,0,0,285,1,0,0,0,0,0,0,0,0,0,0,0,1,0,120,0,0,1.0,1.0
Rejnolds#21801,3531,6676,464,0,0.11,15,1472,10,0,3,2,24,0,11,0,1,0,1,0,5942,1,1,0,0,0,1,9,82,0,1,0,0,1,0,600,43,0,0.22,0.87
Wildfalken87#1989,2377,29980,10144,0,0.08,37,5162,34,0,8,8,47,0,28,3,3,0,0,0,19269,6,2,3,2,2,1,8,182,0,0,0,0,6,0,1620,63,0,0.31,0
QinYC#1761,2249,10155,2930,0,0.1,20,2628,17,0,3,3,19,0,11,1,1,0,1,0,7062,3,1,1,2,1,0,10,49,0,1,0,0,4,0,840,5,8,0.25,0.56
Gonderon#2476,2100,93837,25324,0,0.08,127,28936,133,0,24,37,156,0,63,5,9,0,3,0,66598,16,7,4,5,0,0,57,528,0,0,0,0,7,1,3600,348,5,0.28,0.35
DAWN#12484,4022,628544,58545,15,0.07,1020,94214,462,0,331,247,1406,0,769,19,41,0,21,0,239765,111,27,44,40,85,18,491,3403,0,0,0,1,154,1,32400,6256,44,0.35,0.53
Josh#22150,4087,15945,4036,1,0.09,24,3858,23,0,4,5,22,0,12,2,2,0,0,0,11714,7,3,2,2,3,0,6,64,0,0,0,0,5,0,1080,0,0,0.29,0
Necrophilian#1223,1589,10611,2292,0,0.07,18,210,20,0,2,5,25,0,4,2,2,0,0,0,8263,1,0,0,1,0,0,17,84,0,0,0,0,0,0,1140,0,0,0.19,0
Mahai#11875,3004,11521,1853,0,0.09,22,1531,17,0,5,5,24,0,11,1,1,0,0,0,9667,3,1,0,1,1,1,7,94,0,0,0,0,0,0,900,53,0,0.3,0
VOORG#11839,3008,2416635,489445,114,0.1,4063,588754,1821,0,980,839,5281,0,2922,90,196,6,101,0,1890879,657,169,289,200,179,57,2200,22156,0,1,0,3,590,7,133200,23757,97,0.26,0.52
AciK#2306,2981,5895,95,0,0.05,7,1622,11,0,4,3,13,0,6,0,1,0,0,0,5793,2,0,1,0,1,0,5,37,0,0,0,0,2,0,360,76,0,0.36,0.74
Tob#2990,2308,4058,380,0,0.12,10,404,6,0,0,2,2,0,2,0,0,0,0,0,3678,2,1,1,1,0,0,1,60,0,0,0,0,0,0,240,0,0,0.33,0.29
Meruem#21998,2924,15823,4260,0,0.06,16,2346,11,0,6,5,21,0,6,1,1,0,1,0,10589,4,2,0,1,0,0,8,75,0,0,0,0,2,0,960,70,0,0.29,0.39
Blacksp3ll#21891,1812,5627,0,0,0.08,10,1205,1,0,3,1,6,0,3,0,0,0,0,0,0,1,0,0,1,1,0,2,20,0,0,0,0,1,0,180,8,1,0.46,0
SupasitP#1322,2717,85101,20595,0,0.08,113,15365,69,0,32,30,161,0,87,3,7,0,3,0,63776,16,8,2,6,7,1,58,666,0,0,0,0,10,0,3600,868,1,0.3,0.47
Segura#21498,3196,88602,12045,1,0.09,162,15436,83,0,29,41,163,0,87,2,7,0,5,0,75549,17,9,3,5,5,0,41,363,0,0,0,0,19,0,3600,314,0,0.3,0.68
Spade#1554,2402,42136,12249,0,0.07,51,7782,43,0,16,14,82,0,32,2,3,0,1,0,28492,9,3,4,3,2,1,37,289,0,0,0,0,6,0,2760,133,9,0.29,0.43
GeiBoi#2595,1715,36271,12261,0,0.07,39,3440,39,0,8,12,54,0,22,3,4,0,2,0,23869,12,7,2,3,2,0,27,250,0,1,0,0,7,0,2400,7,0,0.25,0.37
Zelda#11582,2614,156072,36102,3,0.09,195,33464,92,0,90,57,395,0,203,5,10,0,6,0,118047,35,15,7,13,24,3,205,1677,0,1,0,0,44,1,7200,2129,4,0.23,0.55
Marty#2536,3689,1719,718,0,0.04,2,210,2,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,0,0,0.39,0
Sage#1473,3000,47206,0,1,0.07,77,11243,34,0,21,16,73,0,36,1,3,0,2,0,0,11,3,5,3,4,1,35,303,0,0,0,0,7,0,2280,153,8,0.37,0.55
MathTheGamer#21382,1454,11365,694,1,0.08,18,3113,8,0,7,6,32,0,19,1,1,0,1,0,10570,3,1,1,1,0,0,6,74,0,0,0,0,9,0,900,151,0,0.25,0.42
Danit#1968,2051,51028,11444,1,0.08,76,12545,53,0,19,19,102,0,65,2,5,1,2,0,37471,15,5,5,6,3,0,43,405,0,1,0,0,19,0,3600,402,4,0.24,0.48
Groovy#11875,3789,182195,35839,0,0.12,386,33261,192,0,76,78,393,0,196,9,15,0,5,0,143910,38,14,13,11,9,6,150,1447,0,0,0,2,31,1,10800,891,26,0.25,0.35
BamBam#12825,1963,307529,58105,5,0.09,598,40246,282,0,108,109,629,0,338,19,33,2,12,0,242827,66,24,18,25,14,0,207,1574,0,0,0,0,88,1,18000,769,22,0.31,0.37
BattleTag#13965418,2583,40303,7291,1,0.07,47,6508,27,0,26,18,101,0,56,1,3,0,1,0,30295,7,3,3,1,4,2,37,273,0,0,0,0,10,0,1920,472,7,0.33,0.56
TheTyrent#1912,3000,1775,84,0,0.18,6,521,4,0,0,0,2,0,1,0,0,0,0,0,1509,0,0,0,0,0,0,2,20,0,0,0,0,0,0,60,0,0,0.37,0.24
Jordan#23223,3124,321513,0,8,0.07,543,67695,262,0,130,125,565,1,285,14,27,1,12,0,0,72,22,20,30,25,9,156,1410,0,0,0,0,70,0,18000,978,23,0.35,0.44
Derriktor#2196,2443,6338,4010,0,0.14,5,1133,6,0,0,1,4,0,1,1,1,0,0,0,2300,1,0,0,1,0,0,0,0,0,0,0,0,0,0,180,0,0,0.27,0
Natrix#21837,2440,156174,25062,0,0.07,199,28480,200,0,74,61,399,0,189,8,15,1,6,0,127704,33,14,8,11,12,7,156,1434,0,1,0,0,34,1,10800,1352,9,0.35,0.42
Khime#1607,1350,4307,1090,0,0.09,5,251,4,0,2,1,9,0,4,1,1,0,0,0,3215,1,0,0,1,0,0,1,22,0,0,0,0,0,0,300,0,3,0.19,0
Volzstar#2606,2248,17166,2070,0,0.08,28,1717,13,0,10,8,40,0,18,1,1,0,0,0,15095,5,4,1,1,0,2,17,198,0,1,0,0,1,0,1080,47,1,0.25,0.04
FerV#1735,3206,92085,32948,0,0.09,140,14050,87,0,28,30,131,0,70,6,7,0,2,0,57605,19,6,5,7,3,2,49,482,0,0,0,0,7,0,3600,256,1,0.27,0.22
Caramels#11408,2477,14067,3418,0,0.06,12,4116,16,0,8,6,24,0,18,0,2,0,2,0,10441,2,1,0,1,1,0,6,60,0,1,0,0,3,0,840,123,0,0.24,0.99
Darkrelayz#1750,3528,673801,176485,17,0.09,959,154203,459,0,296,237,1326,0,728,20,49,2,27,0,486440,134,37,48,49,75,27,434,2957,0,0,0,2,119,2,32400,5809,47,0.25,0.57
Stebbi#2829,2068,18497,8224,1,0.08,18,5621,11,0,8,6,40,0,17,1,2,0,1,0,9783,6,2,1,3,0,1,13,71,0,0,0,0,4,0,1080,17,0,0.17,0.51
Justet#1271,2357,1132,640,0,0.08,1,200,2,0,0,0,1,0,0,0,0,0,0,0,478,1,0,0,0,0,0,0,7,0,1,0,0,0,0,60,0,0,0.29,0
ThistleTea#2578,2609,16231,5350,0,0.05,23,2927,19,0,4,6,36,1,11,1,2,0,1,0,10256,4,1,1,2,1,0,11,115,0,0,0,0,1,0,1020,52,1,0.38,0.61
Wraith#12860,2416,29180,5339,0,0.07,40,4493,31,0,12,11,52,0,33,2,3,0,1,0,23307,8,2,1,4,2,0,17,177,0,0,0,0,12,0,1980,104,1,0.3,0.21
SilentNight#21879,2602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
vmouse#11374,812,15995,4846,1,0.07,20,4090,19,0,4,4,31,0,16,1,2,0,0,0,10107,2,1,1,1,0,0,7,70,0,0,0,0,7,0,1080,89,2,0.31,0.28
Pawel#2195,2875,4997,1488,0,0.07,5,1420,4,0,3,2,7,0,5,0,1,0,0,0,3510,2,0,1,0,0,0,3,49,0,0,0,0,1,0,240,0,0,0.3,0.31
MrBoo#11827,2375,39491,8453,2,0.08,58,12600,37,0,12,15,71,0,35,2,5,0,2,0,30084,12,6,2,3,3,0,37,273,0,0,0,0,7,0,2520,155,4,0.25,0.5
Amadbear#2529,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
brandon1767#1368,2253,418819,72302,12,0.08,701,101404,454,0,180,171,931,0,500,23,42,0,19,0,337523,115,36,40,39,59,4,317,2861,0,0,0,0,123,0,25200,3365,21,0.37,0.44
itsgucci#1734,2033,449,0,0,0,0,0,3,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,21,0,0,0,0,1,0,180,0,0,0.16,0.88
