battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,dragonstrike_kills,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,recon_assists,scatter_arrow_kills,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Ronin#23995,2979,121284,29171,2,0.08,69,84,0,30,184,0,125,4,9,0,4,0,91330,17,6,8,4,1,1,81,493,0,0,70,61,0,31,0,3600,989,1,0.29,0.51
FazeDank#11325,2858,123948,28988,2,0.05,54,84,0,25,210,0,140,3,7,0,4,0,92613,16,2,7,7,0,3,62,303,0,0,60,70,0,42,0,3600,1335,10,0.27,0.55
Umom#21699,3070,6389,1422,0,0.1,4,5,0,2,11,0,6,0,0,0,0,0,4966,1,0,0,1,0,0,3,10,0,0,3,4,0,4,0,300,117,0,0.29,1.0
DeadlyFeet#115518,1129,17041,0,0,0.04,8,23,0,4,30,0,21,2,2,0,0,0,0,3,1,1,1,0,1,7,47,0,0,0,7,0,6,0,1320,20,1,0.21,0
zduniak#21712,2236,18202,0,0,0.11,16,12,0,4,35,0,22,1,3,0,1,0,0,5,1,1,3,0,0,19,27,0,0,0,4,0,5,0,1320,0,2,0.17,0.47
fredZa#2489,2879,60443,7333,2,0.1,52,53,0,11,108,0,73,2,5,0,3,0,15106,14,3,5,5,0,1,42,198,0,0,8,22,0,19,0,3600,192,2,0.23,0.67
Tranzistor#21473,3000,10514,6136,0,0.11,4,1,0,0,4,0,3,1,1,0,0,0,4377,3,0,3,0,0,0,1,0,0,0,0,1,0,1,0,240,0,1,0.24,0
iCyan420#1307,2631,411093,119926,5,0.04,191,296,0,108,666,0,430,16,31,2,12,0,282140,73,22,24,27,10,9,243,1510,0,0,139,213,0,116,0,18000,2453,20,0.28,0.43
Jrmik#2826,2973,69177,14677,5,0.07,38,42,0,17,103,0,74,4,5,0,1,0,53871,16,2,10,4,0,4,37,219,0,0,27,32,0,18,0,2940,658,1,0.23,0.19
agoatherder#1762,3000,14751,1767,1,0.06,7,11,0,10,34,0,25,0,1,0,1,0,11991,3,1,1,1,1,2,12,65,0,0,5,10,0,4,1,600,364,1,0.36,0.9
SpiritMH#2170,1667,20906,0,0,0.08,15,23,0,4,37,0,17,1,3,0,1,0,0,5,3,1,1,1,0,15,43,0,0,0,5,0,5,0,1500,23,1,0.23,0.52
Pqllinh#1335,1564,5290,0,0,0.05,3,4,0,0,6,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,0,480,0,0,0.22,0
Hippo#21651,3357,437,0,0,0.16,1,3,0,0,1,0,1,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,60,0,0,0.15,0
Boomstick#21564,2188,11568,3428,0,0.1,7,7,0,3,17,0,13,0,1,0,0,0,8025,3,1,2,0,0,0,4,8,0,0,5,2,0,2,0,540,96,0,0.24,0
HanzoMain#1189,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.0
tris#11509,2001,9295,737,0,0.04,4,6,0,6,26,0,16,1,1,0,0,0,7881,2,1,0,1,0,1,5,34,0,0,2,9,0,3,0,540,98,7,0.27,0
Ethanosity#2694,3358,62085,11066,0,0.1,44,47,0,19,101,0,63,3,4,0,2,0,50052,9,3,2,4,1,0,28,101,0,0,38,17,0,24,0,3120,461,0,0.29,0.38
OmmaParadies#2223,2744,17767,6860,0,0.04,5,16,0,1,18,0,10,1,1,0,0,0,10104,4,2,1,1,0,0,6,31,0,0,7,8,0,4,0,780,16,1,0.29,0
Zexodia#1668,1954,6912,1675,0,0.02,1,12,0,3,12,0,7,0,1,0,0,0,5232,2,1,0,2,0,0,7,60,0,0,5,3,0,4,0,480,15,0,0.16,0.38
Mursu#21349,2933,62729,14941,0,0.05,23,47,0,13,115,0,75,3,5,0,2,0,47359,13,7,3,4,0,0,40,308,0,0,50,36,0,22,0,3540,295,1,0.27,0.36
Blaxck#11923,1923,220146,34073,9,0.06,125,203,0,71,461,0,303,8,19,0,11,0,183677,47,11,22,15,7,6,182,978,0,1,71,132,0,63,0,10800,2546,20,0.28,0.58
Popsicles#11878,1934,909,0,0,0.11,1,1,0,0,5,0,3,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.19,0
Mewok#21562,2740,20748,5995,0,0.07,11,11,0,6,38,0,22,1,2,0,1,0,14576,4,1,1,2,0,1,17,35,0,0,13,8,0,7,0,1080,173,0,0.21,0.68
Juice#12209,3881,76748,19503,2,0.08,44,62,0,13,148,0,96,1,7,0,6,0,56169,15,5,3,7,0,0,56,247,0,0,41,42,0,16,0,3600,792,3,0.26,0.83
Pegasus#2284,4018,457,0,0,0.25,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,0,0,0.17,0
Darty10123#1774,1918,895915,253868,19,0.08,516,525,0,229,1547,0,1089,29,66,1,36,0,632687,146,37,57,53,5,13,505,1253,0,0,493,459,0,384,0,43200,6829,48,0.22,0.56
TrueManiac#21265,3393,75,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0.09,0
Mjk#2691,3267,1208,0,0,0.09,1,2,0,0,1,0,1,0,0,0,0,0,1208,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,60,0,0,0.19,0
ObusterO#2889,2709,3729,2650,0,0,0,2,0,0,2,0,1,0,0,0,0,0,1076,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,120,0,3,0.14,0
Hest#2723,3800,114471,35411,0,0.06,51,106,0,18,158,0,96,8,10,0,2,0,78084,28,12,5,12,1,1,47,394,0,1,54,65,0,31,0,3600,360,6,0.22,0.18
Blank#21513,2743,11240,3609,0,0.02,2,18,0,2,16,0,13,2,2,0,1,0,7551,2,1,0,0,0,0,4,9,0,0,3,9,0,2,0,960,67,1,0.24,0.28
DemonicPanda#11222,2465,310035,59189,6,0.06,158,212,0,95,578,0,403,9,21,1,11,0,248422,51,15,21,15,3,8,176,494,0,0,182,215,1,98,0,14400,3130,7,0.27,0.53
Vitas#11273,4195,80684,24674,0,0.06,39,56,0,16,142,0,86,3,5,0,2,0,55235,10,4,3,3,0,1,42,198,0,0,47,49,0,28,0,3600,432,2,0.2,0.4
Makisaikou#1445,2449,6784,1683,0,0.08,4,4,0,3,12,0,7,0,0,0,0,0,5096,1,0,0,1,0,1,3,16,0,0,0,1,0,1,0,420,30,0,0.16,0
Press#11782,2863,62098,21984,0,0.04,18,54,0,17,84,0,59,3,6,0,3,0,39557,15,8,3,4,0,0,25,138,0,0,25,22,0,12,0,3540,138,3,0.19,0.53
Jarps#11979,1713,102173,0,2,0.03,34,48,0,22,173,0,96,2,6,0,4,0,0,17,4,5,7,1,1,64,275,0,0,0,55,0,26,0,3600,878,0,0.28,0.65
Katiotic#1455,1954,12642,3294,0,0.1,8,12,0,5,19,0,14,0,1,0,1,0,9348,4,1,0,2,0,0,13,106,0,0,5,2,0,5,0,540,31,0,0.25,0.83
MIKE#28255,2032,157701,48774,4,0.11,95,124,0,43,235,0,144,8,12,1,3,0,108144,25,10,8,7,0,2,107,537,0,0,76,49,0,34,0,7200,1181,8,0.16,0.3
Piercer#6111,3961,2592,571,0,0,0,2,0,1,6,0,3,0,0,0,0,0,2021,0,0,0,0,0,0,1,32,0,0,1,3,0,1,0,120,0,0,0.22,0
pZycHoPaT#1990,2530,23050,5241,0,0.05,10,13,0,10,48,0,30,1,2,0,0,0,16664,7,3,2,2,0,1,22,132,0,0,8,15,0,11,1,1320,163,5,0.23,0.22
Xprimntl#11726,3878,4537,1320,0,0.08,2,15,0,3,6,0,4,1,1,0,0,0,3017,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,720,0,0,0.14,0.0
maxiiee#2193,2516,7691,0,0,0.01,1,4,0,2,13,0,6,1,1,0,0,0,0,2,1,1,1,0,0,2,35,0,0,0,3,0,0,0,480,124,0,0.19,0.21
Danmachi#21481,2273,61789,21606,0,0.08,33,30,0,11,83,0,46,2,5,0,3,0,39567,11,3,2,6,0,1,25,126,0,0,32,26,0,10,0,3060,74,0,0.18,0.57
IRENE#31335,778,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
theaf#1403,1027,3219,0,0,0,0,3,0,2,5,0,2,0,0,0,0,0,3219,1,0,0,0,0,0,2,15,0,0,1,0,0,1,0,180,64,0,0.2,1.0
friedbunnies#1325,2239,54005,14207,2,0.07,34,49,0,14,102,0,65,4,6,0,2,0,38193,14,4,6,4,1,2,33,183,0,0,31,33,0,18,0,3060,237,5,0.25,0.36
Nirich#1726,2763,5104,584,0,0.06,2,2,0,4,10,0,6,0,0,0,0,0,4520,1,0,0,0,0,0,2,9,0,1,4,3,0,1,0,180,94,0,0.21,0
bloodmaster#31604,2547,120592,29884,2,0.09,81,111,0,23,187,0,135,7,12,0,5,0,88783,33,11,15,7,1,0,55,556,0,0,41,62,0,45,0,3600,909,4,0.21,0.41
LeviathX#2283,3016,806,125,0,0,0,1,0,0,1,0,1,0,0,0,0,0,681,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,56,0,0,0.69,0
Misterbae#1576,2923,98217,14436,2,0.09,69,61,0,17,192,0,129,2,6,0,4,0,83472,14,3,5,7,2,3,68,185,0,0,54,68,0,30,0,3600,846,0,0.33,0.66
phil#12240,2664,48403,21386,0,0.05,14,37,0,11,70,0,44,2,3,0,1,0,26679,5,3,0,2,2,0,25,237,0,0,17,22,0,10,0,2220,192,0,0.18,0.3
Broken#1938,2841,17561,5967,1,0.05,6,13,0,4,16,0,8,1,2,0,0,0,11372,4,2,2,0,0,1,4,57,0,0,4,5,0,4,0,1020,0,0,0.23,0.14
F1owsters#1523,3576,1071555,283673,21,0.07,560,644,0,267,1790,0,1156,30,64,1,33,0,768686,184,49,85,50,22,9,665,4563,0,0,361,519,1,245,1,43200,8948,35,0.28,0.52
Thinking#21442,2606,1606144,286876,72,0.08,1123,1084,0,442,3145,0,2233,45,113,2,66,0,1297595,270,43,160,68,28,40,880,3410,0,0,1002,1065,0,736,1,72000,22803,105,0.32,0.59
TheGandhi#1306,2396,59598,21336,0,0.04,24,41,0,13,99,0,58,3,5,0,2,0,36835,12,4,4,3,1,0,34,248,0,0,7,28,0,18,0,3120,258,4,0.33,0.39
xReaperGFX#1961,2841,4510,2530,0,0.05,1,6,0,0,5,0,2,1,1,0,0,0,1800,2,1,1,0,0,0,1,1,0,0,1,2,0,1,0,240,0,1,0.13,0
Magic#23553,2126,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0.13,0
TimMelG#1800,2776,48673,11028,1,0.06,25,27,0,17,97,0,60,1,3,0,2,0,36909,11,3,6,1,0,1,27,102,0,0,34,34,0,16,0,2160,900,3,0.33,0.6
dankpepe#21929,2840,1052,375,0,0,0,1,0,0,1,0,1,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,50,0,0,0.33,0
Static#11959,1955,38490,12873,0,0.06,16,32,0,7,53,0,34,2,4,0,2,0,25378,6,2,0,3,0,0,14,62,0,0,22,20,0,9,0,2280,130,1,0.21,0.45
dudeboy#1541,3037,86231,23937,0,0.08,47,59,0,32,144,0,93,2,5,0,3,0,60711,17,4,9,4,0,3,55,302,0,0,41,38,0,16,0,3600,690,5,0.25,0.56
Ririka#21439,1983,2195,1200,0,0.14,1,3,0,0,2,0,1,0,0,0,0,0,995,0,0,0,0,0,0,1,19,0,0,2,1,0,0,0,240,0,0,0.07,0
M0xie#11407,3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
Hynnyte#2903,3332,85322,23373,2,0.06,38,32,0,19,134,0,75,2,5,0,3,0,61103,13,2,6,6,1,1,47,157,0,0,46,44,0,11,0,3420,575,2,0.27,0.64
FroZeR#21793,3202,14230,3030,0,0.08,10,16,0,0,28,0,16,0,1,1,0,0,11124,4,1,1,1,0,0,6,91,0,0,2,13,0,4,0,960,0,0,0.23,0
Spook#1684,2638,75515,28389,0,0.05,25,48,0,18,88,0,57,2,4,0,2,0,46716,10,4,2,4,1,3,27,313,0,0,32,24,0,15,0,3600,156,0,0.25,0.56
Iridium#21576,3423,129206,0,2,0.06,89,105,0,35,205,0,131,8,13,0,5,0,0,30,9,12,8,0,1,69,164,0,0,0,62,0,33,0,7200,366,15,0.25,0.38
TheDelusion#21532,4185,79339,0,2,0.06,54,69,0,20,198,1,141,1,5,0,4,0,0,14,7,3,4,3,2,51,211,0,0,0,81,0,52,0,3600,1346,9,0.35,0.77
Zesty#12706,1661,13438,4997,0,0.04,4,6,0,3,22,0,15,1,1,0,0,0,8390,2,0,0,2,1,0,4,122,0,0,3,8,0,3,0,540,303,0,0.23,0
PCpiGGy#1762,2666,1322,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,2,0,0,0,60,39,0,0.22,0
DudeBro#11870,2466,10066,3666,0,0.03,2,4,0,2,13,0,8,0,1,0,0,0,6400,2,1,0,1,0,0,4,42,0,0,2,5,0,2,0,360,18,0,0.2,0.51
Gratiskatze#22187,2338,166881,70136,0,0.06,56,113,0,14,202,0,121,7,10,0,2,0,93995,30,12,8,10,0,0,97,1128,0,0,87,67,0,32,0,3600,659,4,0.22,0.23
LCVSIyo#4943,4317,2255,0,0,0.05,1,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,1,0,0,0,60,0,0,0.23,0
Gavinwizard#2913,2023,184904,57742,2,0.04,71,145,0,49,256,0,159,10,15,0,5,0,125599,24,9,6,9,0,2,82,430,0,0,83,88,0,39,0,7200,565,4,0.27,0.33
Mishro#1735,2889,3450,1005,0,0.21,5,4,0,0,2,0,2,0,0,0,0,0,2444,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,120,0,0,0.37,0
engNect#1359,2447,1169,75,0,0.08,1,1,0,0,3,0,1,0,0,0,0,0,1094,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,57,0,0,0.44,1.0
Pugi#11275,749,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0.16,0
Kafribal#2416,2139,1249,1249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0.52,0
chaize#2479,2984,20559,4741,1,0.05,8,15,0,8,39,0,26,0,1,0,1,0,15591,4,1,1,1,0,1,13,20,0,0,13,12,0,11,0,1020,179,1,0.23,0.76
Slushy#11214,1615,8543,3845,0,0.01,1,8,0,3,15,0,8,1,1,0,0,0,4698,1,1,0,0,0,0,2,49,0,0,1,4,0,0,0,540,0,0,0.3,0.16
Enkidu#21129,3310,18022,4208,0,0.06,9,18,0,5,33,0,18,1,2,0,1,0,13429,5,2,1,3,1,0,8,9,0,0,11,17,0,3,0,1080,99,0,0.21,0.38
CrBandicoot#1531,2530,65453,13321,2,0.06,34,35,0,18,124,0,82,3,5,0,2,0,50835,13,5,6,2,2,0,51,208,0,1,29,46,0,27,0,3000,577,2,0.29,0.45
Xihor#1130,2092,17318,5224,0,0.04,4,11,0,8,27,0,19,1,1,0,1,0,11994,5,3,1,1,0,1,12,36,0,0,11,8,0,2,0,900,156,0,0.24,0.42
Aus10#11995,3598,16863,2839,0,0.04,7,23,0,4,36,0,21,1,2,0,1,0,13720,5,2,2,1,0,0,12,50,0,0,9,15,0,9,0,1200,27,1,0.23,0.39
EFFECT#31783,3069,7108,4003,0,0.02,1,2,0,0,4,0,2,0,0,0,0,0,3102,0,0,0,0,0,0,1,47,0,0,2,3,0,1,0,240,0,0,0.23,0.21
Legend#33581,1104,13317,3629,0,0.07,8,17,0,4,20,0,12,1,1,0,0,0,9320,4,1,1,2,0,0,4,25,0,0,6,8,0,6,0,900,58,0,0.2,0
Deywalker#11281,2827,1246,120,0,0.33,3,4,0,0,2,0,2,0,0,0,0,0,1126,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,240,0,0,0.11,0
tktclpkls#1495,2057,3494,0,0,0.03,1,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,180,0,0,0.21,0
GooLag#11468,3227,61769,20783,0,0.06,27,49,0,14,102,0,59,4,4,0,0,0,39802,12,1,8,2,2,0,26,130,0,0,32,28,0,20,0,2940,602,0,0.29,0
Jebaited#2720,3059,142971,36492,5,0.08,90,93,0,31,239,0,153,3,9,1,5,0,105740,26,7,11,8,1,0,83,288,0,0,75,78,0,37,0,3600,1221,1,0.26,0.59
Sev#1830,500,6111,0,0,0.05,2,6,0,3,6,0,4,0,1,0,1,0,0,1,1,0,0,0,1,4,5,0,0,0,2,0,2,0,360,28,0,0.19,1.0
RangaZanga#2764,2995,293560,67655,2,0.09,182,268,0,90,552,0,328,13,24,0,11,0,221943,49,15,21,13,5,5,190,708,0,1,165,139,0,91,0,14400,1965,11,0.18,0.46
Zyxel#1825,2194,15253,2619,0,0.06,8,11,0,4,28,0,15,1,1,0,1,0,12261,5,3,0,2,0,0,4,50,0,0,9,10,0,2,0,840,37,0,0.25,0.36
CoolNJeffrey#1183,2040,38424,5154,1,0.08,26,44,0,9,89,0,59,2,4,0,2,0,32293,11,4,2,4,0,4,41,288,0,0,13,30,0,16,0,2580,390,8,0.22,0.52
BORK#11870,3364,325,200,0,0,0,2,0,0,0,0,0,0,0,0,0,0,125,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,60,0,0,0.08,0
RazzleYNWA#1920,2944,96958,34565,2,0.06,37,44,0,25,160,0,91,2,7,0,5,0,61706,15,8,2,4,0,4,75,222,0,0,68,58,0,21,1,3600,513,4,0.22,0.73
Devair#1426,3731,12067,0,0,0.01,2,13,0,5,19,0,15,1,1,0,0,0,0,4,2,0,2,0,0,8,52,0,0,0,10,0,6,0,780,0,0,0.25,0.06
pur0#21787,3520,1268,0,0,0.12,2,8,0,0,5,0,5,0,0,0,0,0,1268,2,0,1,0,2,0,1,0,0,0,0,2,0,5,0,180,0,0,0.31,0
BillyJones#1394,2796,317097,0,1,0.04,125,222,0,60,441,0,282,12,19,0,7,0,0,45,22,11,12,0,2,166,979,0,0,0,140,0,65,1,14400,1665,27,0.3,0.38
Bailz#11781,2002,517,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.21,0
God#11873,2822,11451,6060,0,0.05,3,5,0,1,7,0,5,0,0,0,0,0,5352,2,1,1,0,1,0,1,4,0,1,2,6,0,3,0,360,0,0,0.26,0.12
FknIceberg#2158,2857,28556,8661,1,0.02,5,23,0,9,42,0,31,2,2,0,0,0,19662,3,0,1,1,0,1,17,63,0,0,15,9,0,4,0,1440,112,0,0.21,0.19
BiggieCheese#2500,3611,239926,63300,7,0.08,138,173,0,49,392,0,259,11,17,0,6,0,174071,53,16,20,16,5,2,139,963,0,0,77,130,0,50,0,10800,1757,10,0.25,0.37
Jutso#2695,3671,11751,4249,0,0.03,3,10,0,1,11,0,8,2,2,0,0,0,7502,5,1,2,2,0,0,2,1,0,0,5,3,0,2,0,540,0,0,0.25,0
Ricky#13639,2912,210042,64407,4,0.05,77,114,0,57,305,0,212,13,17,0,4,0,143082,33,13,10,10,1,3,96,594,0,0,128,128,0,74,0,10800,815,12,0.21,0.24
Spaghett15#1709,2250,320533,108334,4,0.06,123,169,0,108,446,0,297,15,24,1,8,0,210036,50,20,16,14,2,7,145,575,0,0,146,114,0,70,0,14400,1982,7,0.21,0.35
iamasnake#1577,3296,12129,4218,1,0.04,4,6,0,1,28,0,18,0,1,0,1,0,7911,1,0,1,1,0,0,1,4,0,0,5,15,0,6,0,480,79,0,0.28,1.0
Fuerza#11871,3330,205170,50365,4,0.05,77,120,0,49,345,0,206,4,14,1,9,0,152677,38,15,14,9,0,0,129,754,0,0,88,138,0,40,0,7200,1385,2,0.24,0.67
DankBeef#11469,2837,3585,735,0,0.06,2,5,0,0,6,0,3,0,0,0,0,0,2849,1,0,0,0,0,0,3,14,0,0,0,1,0,2,0,180,0,0,0.23,0.43
TheDry#1663,2765,94826,30151,1,0.06,48,65,0,20,134,0,75,5,7,0,2,0,62589,13,5,2,7,0,1,50,428,0,0,51,56,0,17,0,3600,424,4,0.23,0.27
f0ntaine#1322,2108,33747,8790,0,0.06,14,31,0,9,48,0,29,2,3,0,1,0,24851,8,5,2,2,0,0,20,111,0,0,10,15,0,7,0,1800,205,0,0.21,0.24
Yashoki#1184,2471,83869,13886,1,0.08,57,53,0,28,166,0,107,3,8,0,5,0,67157,18,4,6,7,0,0,63,136,0,0,29,52,0,26,0,3600,390,10,0.22,0.67
Daffsi#2177,2518,180085,25846,4,0.09,138,155,0,40,318,0,216,10,15,0,6,0,149568,34,5,17,12,4,0,77,346,0,0,24,106,0,81,1,7200,1414,9,0.28,0.36
Blue#23150,2696,81518,25519,0,0.06,34,66,0,14,101,0,64,4,6,0,2,0,54362,13,6,4,3,0,1,36,300,0,0,1,27,0,16,0,3600,250,4,0.21,0.27
IcyMeta#1148,2484,19416,7531,0,0.08,9,9,0,5,25,0,17,1,1,0,0,0,11584,5,1,2,3,0,0,4,34,0,0,3,7,0,3,0,780,126,1,0.22,0.17
phirex#21345,1001,372,175,0,0,0,5,0,0,1,0,1,0,0,0,0,0,196,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,120,0,0,0.15,0
McLovin#12562,3470,11323,4074,0,0.03,2,6,0,2,12,0,8,0,1,0,0,0,7080,1,0,0,0,0,0,3,49,0,0,3,5,0,1,0,420,63,0,0.25,0.14
novexmiao#1879,2201,30333,11349,0,0.02,5,32,0,10,48,0,22,2,3,0,1,0,18600,4,2,1,1,0,0,25,116,0,0,2,11,0,2,0,2040,8,2,0.15,0.33
pupper123#1745,3448,131285,23474,3,0.07,75,90,0,21,230,0,146,5,8,0,3,0,106462,20,2,11,8,3,0,77,235,0,0,78,70,0,37,0,3600,1363,0,0.27,0.36
Samir2425#1930,3001,157100,38579,6,0.06,73,96,0,58,292,0,198,3,12,0,9,0,115871,39,8,20,11,6,8,121,541,0,0,59,96,0,47,1,7200,1780,3,0.26,0.75
dotchodst#1708,2594,72065,18345,1,0.05,29,58,0,21,127,0,85,3,5,0,2,0,53538,14,5,5,4,4,1,56,212,0,0,40,45,0,29,0,3600,414,0,0.24,0.4
roscosimmons#1548,3065,32392,11328,0,0.12,21,19,0,8,45,0,30,2,2,0,0,0,20482,5,1,3,1,0,1,13,69,0,1,8,10,0,4,0,1380,272,1,0.22,0.08
ibipai#2374,2166,360,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0.55,0
Brago#1163,2233,63,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0.2,0
Freshlemons#1218,2855,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0
ChrispyyTV#2641,2389,13801,3300,0,0.05,7,12,0,2,24,0,19,0,1,0,1,0,10501,3,2,1,1,0,0,5,9,0,0,4,11,0,4,0,720,18,0,0.25,0.8
Bonchi#11460,2867,22209,4934,0,0.12,16,10,0,9,32,0,23,1,1,0,0,0,16909,4,1,2,2,0,0,7,25,0,0,9,11,0,7,0,900,101,0,0.24,0
IOOIIIOI#2302,2318,4976,1609,0,0.06,2,5,0,0,7,0,3,0,0,0,0,0,3117,1,1,0,0,0,0,4,0,0,0,7,4,0,1,0,240,0,0,0.21,0
BlackModeZ#3787,1602,8869,2137,1,0.03,3,9,0,1,22,0,7,1,1,0,1,0,6723,3,1,1,1,0,0,3,5,0,0,7,10,0,3,0,660,23,0,0.24,0.4
Sundered#21248,2653,251840,65029,3,0.07,143,188,0,70,435,0,287,13,21,1,7,0,184225,43,13,16,13,3,4,146,623,0,0,115,139,0,65,0,10800,1646,9,0.24,0.35
Rasse123#21905,2430,937,375,0,0,0,3,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.35,0
GRVRBBR187#1150,2125,8653,2588,0,0.02,1,11,0,0,7,0,4,1,1,0,0,0,5707,1,0,1,0,0,0,0,3,0,0,0,4,0,3,0,540,0,0,0.16,0.1
RoyalKing99#2564,2608,1461759,362291,34,0.07,792,960,0,312,2537,0,1685,61,110,1,48,0,1080648,241,60,106,75,34,15,909,5327,0,1,795,960,0,436,1,75600,10667,39,0.22,0.44
Pker#21789,1980,38199,12111,0,0.06,15,36,0,8,52,0,34,3,3,0,1,0,25769,8,5,1,2,0,0,16,71,0,1,13,19,0,8,0,2160,19,4,0.19,0.16
LilDreamer#11820,3002,1280,483,0,0.12,1,4,0,0,1,0,1,0,0,0,0,0,797,1,0,0,0,0,0,1,9,0,0,0,1,0,1,0,120,0,0,0.1,0
Abigail#12558,2135,3699,0,0,0.02,1,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0.37,0
BrownMamba#11787,2312,5849,1933,0,0.03,1,6,0,0,3,0,1,1,1,0,0,0,3776,1,0,0,0,0,0,1,16,0,0,6,2,0,0,0,360,0,0,0.17,0
Yazzy#21973,2464,75,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0.04,0.32
NIMBLE#22316,2941,42464,9712,0,0.05,22,25,0,5,70,0,40,2,3,0,1,0,32583,4,3,0,1,0,0,24,96,0,0,15,19,0,12,0,1860,127,2,0.35,0.33
AzizF#2632,2916,3548,2023,0,0,0,3,0,0,2,0,0,0,0,0,0,0,1523,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,180,0,2,0.14,0
AddictedDuck#1156,2675,8260,2823,0,0.03,2,8,0,2,7,0,6,0,0,0,0,0,5171,1,0,1,0,0,0,5,5,0,0,2,3,0,2,0,300,21,0,0.31,1.0
TetsuoJensen#1296,2517,6805,3551,0,0,0,7,0,2,3,0,3,1,1,0,0,0,3252,3,1,1,1,0,1,0,47,0,0,4,1,0,0,0,360,5,0,0.16,0
Corseair#1471,1698,20439,0,0,0.05,9,12,0,9,39,0,24,1,2,0,0,0,0,4,2,1,1,1,0,12,27,0,0,0,16,0,12,0,1080,88,0,0.25,0.11
Kozaka#2624,2510,22648,5530,1,0.05,8,10,0,7,42,0,23,1,1,0,0,0,17031,3,0,2,1,1,0,19,102,0,1,13,13,0,5,0,840,295,1,0.24,0
Win#21451,3607,2920,1135,0,0,0,1,0,0,6,0,3,0,0,0,0,0,1760,0,0,0,0,0,0,1,7,0,0,6,3,0,0,0,120,25,0,0.21,0
LittleJohnny#1100,1700,2684,684,0,0.17,3,2,0,0,5,0,4,0,0,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,120,0,0,0.19,0.15
