battletag,SR,all_damage_done,barrier_damage_done,blizzard_kills,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,enemies_frozen,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,self_healing,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
MeTiRambo#21370,2863,104,18,0,0,0,0,1151,1,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,3,0,0,76,0,0,0,33,0,0,0,0
MFD22#2605,3127,11747,2844,6,0,0.23,18,8960,13,0,39,13,0,12,0,1,0,1,0,8800,3,2,1,0,1,0,19,89,7,0,1256,0,2,0,960,67,0,0.29,0.69
Arkavin#1601,3117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Muramasa#21925,1920,984,0,0,0,0.28,2,404,3,0,2,3,0,1,0,0,0,0,0,984,1,1,0,0,0,0,1,12,0,0,577,0,0,0,180,0,0,0.33,0
JarGibbo#1115,3077,5721,1758,0,0,0.05,3,2537,10,0,17,6,0,3,1,2,0,1,0,3806,4,2,1,2,0,0,9,136,1,1,1604,0,0,0,1140,0,0,0.28,0.27
SHOTGUN2HEAD#1497,3279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0
Farufaru#1552,2384,9403,2110,1,0,0.22,11,19243,9,0,28,21,0,5,1,1,0,0,0,7186,3,3,0,0,0,0,17,126,7,0,1344,0,0,0,960,68,0,0.28,0.3
limux#21859,4300,4158,358,1,0,0.12,5,4596,4,0,5,3,0,3,0,0,0,0,0,3666,2,1,1,1,0,0,3,53,1,0,459,0,0,0,300,0,0,0.34,0.69
empty#11732,1972,34159,10113,21,1,0.08,20,29981,46,0,74,46,0,25,3,6,0,3,0,23457,13,7,2,4,0,1,39,338,21,1,4523,0,3,0,3540,71,6,0.27,0.57
Jeroeneey#2379,3121,5451,1806,2,0,0.11,4,6774,7,0,10,5,0,3,0,1,0,0,0,3496,1,0,1,0,0,0,4,20,4,0,840,0,1,0,480,8,0,0.24,0.38
HrSebfie#2338,1663,1942,158,1,0,0,0,1818,5,0,12,6,0,3,0,0,0,0,0,1739,0,0,0,0,0,0,9,96,4,0,487,0,0,0,300,1,0,0.4,0.68
Noah#13435,3429,7514,1127,3,0,0.09,7,2799,6,0,16,10,0,10,0,1,0,1,0,6374,2,1,1,0,1,0,9,60,2,0,633,0,1,0,660,77,0,0.28,0.72
Badarm#2105,2248,5327,1945,7,1,0.19,5,6808,4,0,17,14,0,5,0,0,0,0,0,3306,1,0,1,0,0,1,13,58,2,0,754,0,1,0,300,166,0,0.31,1.0
AionX#11177,2176,1029,169,0,0,0.16,1,2510,4,0,6,2,0,3,0,0,0,0,0,858,1,0,0,0,0,0,3,30,2,0,431,0,0,0,120,0,0,0.4,0
Dryen#2109,2888,337,0,0,0,0,0,764,1,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0.62,0
NoodleMCGee#1949,2538,1312,333,0,0,0.16,1,1008,1,0,8,3,0,1,0,0,0,0,0,979,0,0,0,0,1,0,6,31,2,0,32,0,0,0,60,10,0,0.5,1.0
Xplode#21163,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Sabbage#1350,2528,18967,7268,5,0,0.1,18,7898,22,0,37,32,0,11,1,2,0,2,0,11470,6,2,2,2,0,0,21,168,6,0,2115,0,2,0,1680,11,0,0.35,0.71
imanpro#1851,2699,13497,3518,9,0,0.24,21,6846,14,0,31,17,0,10,1,2,0,0,0,9804,7,2,2,2,0,0,16,132,10,0,1881,0,1,0,1020,41,0,0.28,0.21
DAZZLENOVAK#2354,2953,1418,492,0,0,0,0,752,3,0,0,4,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,17,0,0,321,0,0,0,120,0,0,0.36,0
Blizzardhate#21570,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,1.0
Hitsugayya#2609,2503,12405,2651,2,0,0.22,16,12096,16,0,27,35,0,6,1,2,0,1,0,9585,2,1,1,0,1,0,9,88,10,0,1129,0,3,0,1320,68,0,0.24,0.61
Lostcoco#21376,2383,11769,0,4,0,0.09,7,17767,20,0,30,30,0,11,0,1,1,0,0,0,3,1,0,2,0,0,15,150,7,0,1944,0,3,0,1260,14,0,0.41,0.36
VesPixX#1117,3413,241,7,0,0,0,0,1458,2,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,2,0,0,290,0,0,0,38,0,0,1.0,0.06
CHEN#1440,2152,49715,9744,34,0,0.18,59,43477,57,0,161,95,0,51,2,6,0,4,0,39433,15,7,5,3,2,2,86,845,48,0,7172,0,12,1,3600,793,0,0.37,0.64
Terdul#1823,3070,14621,0,9,0,0.03,5,9568,17,0,41,16,0,15,1,2,0,0,0,0,3,1,1,1,0,1,18,153,0,0,1405,0,1,0,1560,20,0,0.38,0.17
MoJoJoJo#11650,3454,1340,450,0,0,0.2,2,2357,4,0,1,0,0,0,0,0,0,0,0,890,0,0,0,0,0,0,0,18,0,0,165,0,0,0,60,0,0,0.29,0
Robeezy#11295,3004,4041,0,1,0,0.13,6,4389,3,0,13,4,0,7,0,0,0,0,0,0,2,0,1,0,0,0,3,8,1,0,716,0,3,0,360,26,2,0.36,1.0
Costi#2550,2524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZachC#2909,2777,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1.0
Bow#11850,3068,13924,0,9,0,0.16,22,14012,15,0,45,31,0,11,1,1,0,0,0,0,3,0,1,1,0,0,19,123,0,0,1570,0,1,0,960,86,0,0.44,0.16
Icarus#13322,2641,13650,3993,6,0,0.34,27,10970,22,0,29,24,0,8,1,2,0,1,0,9540,4,1,1,1,0,1,10,115,14,0,1157,0,3,0,1200,104,0,0.27,0.4
hehexd#21816,2851,880,0,0,0,0.28,2,2067,2,0,0,1,0,0,0,0,0,0,0,880,0,0,0,0,0,0,0,7,0,0,242,0,0,0,60,0,0,0.23,0.49
ptm#21262,3411,4486,281,3,0,0.27,11,2050,5,0,9,8,0,4,1,1,0,0,0,4152,2,0,2,1,0,0,5,15,3,0,601,0,1,0,300,0,0,0.4,0.22
TSMLEAVAN#2892,1728,6280,0,3,0,0.14,9,9729,12,0,19,9,0,11,1,1,0,0,0,0,4,3,1,1,0,0,10,70,0,0,1633,0,4,0,840,0,1,0.26,0
Vodkita#11583,3000,2705,381,2,0,0.22,4,5040,1,0,7,8,0,2,0,0,0,0,0,2324,0,0,0,0,1,0,5,37,5,1,210,0,0,0,180,19,0,0.36,0.35
Reven#1599,3024,10315,2708,1,0,0.2,13,4928,9,0,31,20,0,14,0,2,0,2,0,7602,2,2,0,0,0,0,8,32,5,0,1463,0,2,0,840,18,0,0.31,1.0
Ikaros#21854,3124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Deer#2885,2180,5737,699,4,0,0.25,8,14968,12,0,20,14,0,7,0,1,0,0,0,5037,2,1,0,1,0,0,12,251,4,0,1150,0,1,0,720,90,0,0.29,0.51
Chicken#12317,3917,10031,2071,5,0,0.13,12,12362,10,0,21,8,0,7,0,1,0,0,0,7707,3,1,0,1,0,0,9,85,1,0,1292,0,0,0,720,115,0,0.32,0.47
wshbr#2916,1966,13063,2527,8,0,0.12,11,10406,14,0,41,22,0,15,1,2,0,1,0,10516,4,1,1,3,0,0,9,65,15,0,1439,0,3,0,1380,44,0,0.23,0.54
RICEHARD#1905,2648,8909,1125,4,0,0.22,15,5473,13,0,26,20,0,13,0,1,0,1,0,7392,2,1,0,1,0,0,6,56,6,0,789,1,2,0,720,8,0,0.41,0.89
Spicyweiner#11515,2513,3701,648,3,0,0.21,4,4066,3,0,14,12,0,5,0,0,0,0,0,3052,1,1,0,0,0,0,5,26,5,0,484,0,1,0,300,0,0,0.38,1.0
Flux#11711,2412,448,75,0,0,0,0,601,2,0,3,3,0,2,0,0,0,0,0,373,0,0,0,0,0,0,3,11,1,0,219,0,0,0,60,4,0,0.6,0.42
Alex#115598,2473,4262,990,2,0,0.23,7,4950,2,0,11,7,0,4,0,1,0,1,0,3247,3,2,0,1,0,0,7,24,4,0,421,0,0,0,240,35,0,0.4,0.96
PrinceKael#1116,3531,1332,302,0,0,0.14,1,886,3,0,1,4,0,0,0,0,0,0,0,1029,0,0,0,0,0,0,0,7,0,0,374,0,0,0,120,0,0,0.29,1.0
Alucard#15970,2502,556,68,0,0,0.5,1,2785,1,0,1,1,0,0,0,0,0,0,0,488,0,0,0,0,0,0,1,26,0,0,152,0,0,0,60,0,0,1.0,0.49
ScottPilgrim#2792,3015,370,0,0,0,0.25,1,431,2,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.33,0.09
Skaguy88#1664,2312,2144,131,3,0,0.3,3,3294,6,0,7,11,0,1,0,0,0,0,0,2013,1,1,0,0,0,0,5,63,2,0,628,0,0,0,300,67,0,0.76,0
jc911142#1518,3203,6968,1206,6,0,0.2,11,2231,8,0,14,7,0,8,1,1,0,0,0,5322,2,0,0,2,0,1,7,145,3,0,701,0,1,0,600,71,0,0.27,0.01
Woody#12545,1780,1090,0,0,0,0.25,2,1304,2,0,4,3,0,1,0,0,0,0,0,1089,1,0,1,0,0,0,3,29,0,0,144,0,0,0,120,0,0,0.42,0
nines#1240,2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
Momario#1746,1967,4337,660,0,0,0.16,5,8209,11,0,16,15,0,3,1,1,0,1,0,3672,1,1,1,0,0,0,5,39,7,1,1105,0,2,0,720,57,0,0.41,0.49
Toxicman#11796,2719,859,75,0,0,0,0,3060,0,0,4,3,0,1,0,0,0,0,0,781,0,0,0,0,0,0,4,54,1,0,289,0,0,0,60,0,0,0.29,0
Randyotter#2627,2312,2461,250,1,0,0.13,2,734,5,0,2,6,0,0,1,1,0,0,0,2211,0,0,0,0,0,0,1,51,1,0,781,0,0,0,540,0,0,0.15,0
Kiri#11484,3553,16529,2876,7,0,0.13,17,11616,26,0,27,23,0,13,1,2,0,0,0,13217,3,2,0,1,2,0,10,118,7,0,2057,0,3,0,1380,24,0,0.29,0.26
ReCLUeZ#1547,2874,874,0,2,0,0.25,1,264,2,0,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,186,0,0,0,120,0,0,0.44,1.0
Illushionzz#1372,3211,12640,1916,4,0,0.25,24,10069,12,0,37,19,0,15,1,1,0,0,0,10571,3,2,0,0,0,0,11,53,6,0,1714,0,3,0,1080,38,1,0.33,0.24
LazyTitan#215890,2138,21304,0,12,1,0.15,29,14535,35,0,50,43,0,15,3,4,0,1,0,0,9,4,3,2,0,2,18,160,0,0,3519,0,3,0,2100,80,9,0.34,0.14
K0rVuXx#2283,3222,911,345,0,0,0.25,1,146,0,0,4,1,0,0,0,0,0,0,0,562,0,0,0,0,0,0,4,12,1,0,150,0,0,0,60,0,0,0.17,0
Satol#4438,3632,30126,4952,21,0,0.16,53,22469,25,0,78,29,0,35,1,2,0,2,0,25020,9,4,2,3,1,0,34,194,14,0,2382,0,8,0,1800,415,0,0.43,0.68
Pentium#11250,2857,37019,9043,21,1,0.21,58,18946,42,0,114,45,0,48,1,3,0,2,0,27741,10,6,2,2,0,2,41,300,26,0,4845,0,14,0,3060,334,0,0.31,0.61
Wolf#18793,2731,71261,14251,38,0,0.16,71,96163,89,0,204,169,0,56,3,8,0,5,0,56295,20,9,5,6,1,3,104,939,56,1,7797,0,9,0,3600,962,0,0.35,0.6
REAPER#19990,3000,844,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0,0,0,0,0,0,0,0,0,89,0,0,0,53,0,0,0.65,0
Hunterfrayy#1616,2411,1179,225,0,0,0.27,3,3373,4,0,3,0,0,1,0,0,0,0,0,947,1,0,0,0,0,0,0,22,0,0,438,0,0,0,120,0,0,0.64,0
DvaBorga#2778,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Starlord#22208,2705,29,0,0,0,0,0,325,1,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,2,0,0,64,0,0,0,19,0,0,0,0
YamiOne#2996,2793,44181,12255,22,0,0.12,37,33115,64,0,105,61,0,22,4,7,0,3,0,30895,17,8,3,6,0,1,38,512,36,0,7509,0,1,0,3600,68,5,0.23,0.47
EmeraldDuo#1147,2552,1295,215,0,0,0,0,3194,3,0,2,1,0,1,0,0,0,0,0,1079,1,0,0,0,0,0,1,32,0,0,566,0,0,0,180,26,0,0.22,1.0
Mudkipir#1502,3634,1621,651,0,0,0,0,2238,4,0,4,0,0,1,0,0,0,0,0,970,1,0,0,0,0,0,2,34,0,0,273,0,0,0,120,0,0,0.26,0
Joerind#21482,2062,830,0,0,0,0.33,2,301,1,0,1,3,0,1,0,0,0,0,0,830,0,0,0,0,0,0,1,12,0,0,236,0,0,0,60,0,0,0.26,0
sn3ugl3#2407,1903,117,40,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,28,0,0,0,60,0,0,0.08,0
maricutie#1590,1017,2995,890,1,0,0.25,5,2688,3,0,6,6,0,4,0,1,0,1,0,2105,3,2,1,0,0,0,5,46,3,0,548,0,2,0,240,0,0,0.2,0.92
VictorMiles#2377,2654,107,0,0,0,0,0,525,1,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,3,0,0,111,0,0,0,33,0,0,0.25,0
Rhapsodie#11983,3546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.69
Spellamander#2922,2962,9512,1582,4,0,0.2,13,7909,9,0,20,16,0,12,1,1,0,0,0,7729,2,1,0,1,1,0,10,78,3,1,819,0,2,0,600,0,0,0.34,0.14
doctorkush#11275,3574,749,0,0,0,0.2,2,3037,2,0,3,0,0,2,0,0,0,0,0,679,0,0,0,0,0,0,2,7,0,0,390,0,1,0,60,0,0,0.27,0
JujuSneezaer#1832,1817,10483,2406,7,1,0.17,10,12961,13,0,31,31,0,11,1,2,0,1,0,7990,4,0,1,3,0,0,13,115,6,0,1996,0,2,0,1140,67,0,0.33,0.59
Lit#21714,3170,570,265,0,0,0,0,734,3,0,1,1,0,0,0,0,0,0,0,305,1,0,0,0,0,0,0,4,1,0,164,0,0,0,180,0,0,0.1,0
ramon#22267,2595,3020,695,3,0,0.12,3,4568,3,0,10,5,0,4,0,0,0,0,0,2323,1,0,0,1,0,0,8,45,4,0,428,0,0,0,240,24,0,0.33,1.0
mofofosho#11968,2541,2346,1035,1,0,0.14,1,886,1,0,8,5,0,0,0,0,0,0,0,1308,1,0,1,0,0,0,4,22,3,0,186,0,0,0,120,19,0,0.5,0
BlondeGetCrz#2194,3200,13584,3129,10,0,0.18,22,9960,13,0,32,8,0,15,1,1,0,0,0,10454,3,2,1,1,0,0,13,51,6,0,1249,0,3,0,1080,27,0,0.29,0
BMxDarconer#2381,2747,1873,0,0,0,0.27,5,1460,3,0,5,3,0,4,0,0,0,0,0,1870,1,1,0,0,0,0,2,26,0,0,994,0,1,0,240,0,0,0.22,0.87
raykohi#1857,1589,5517,935,4,0,0.04,2,13034,20,0,17,13,0,8,1,1,0,0,0,4513,2,1,1,1,0,0,10,47,1,0,1068,0,0,0,840,0,0,0.32,0
Danusional#1897,4107,5286,1235,4,0,0.17,6,6706,5,0,12,9,0,3,0,1,0,0,0,3832,2,1,0,1,0,0,8,53,3,0,482,0,1,0,360,18,0,0.36,0.7
Darkxan#2274,1347,3213,731,4,0,0.16,2,1857,9,0,14,8,0,4,1,1,0,0,0,2481,2,1,0,1,0,0,8,62,3,1,800,0,1,0,540,0,0,0.27,0
KingSavage#21955,2929,144,0,0,0,0,0,116,1,0,0,1,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,6,0,0,65,0,0,0,34,0,0,0,1.0
iStrykr#1785,3016,5600,112,4,1,0.25,9,1272,3,0,36,17,0,11,0,1,0,1,0,5488,4,1,3,0,0,0,20,157,13,0,704,0,0,0,540,130,0,0.25,1.0
Akaomi#11337,2598,4536,884,1,0,0.2,5,14427,12,0,16,11,0,4,0,1,0,0,0,3578,3,1,1,1,1,0,12,160,5,1,1485,0,1,0,600,1,0,0.4,0.42
THEXX#2777,2548,69834,14496,35,2,0.19,94,67136,102,0,180,136,0,66,5,9,0,4,0,54936,24,16,2,6,1,2,79,831,52,0,15262,0,9,0,3600,519,10,0.28,0.41
o5r#1717,3703,974,0,0,0,0.08,1,1288,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,60,0,0,0.33,1.0
Yemenmohi#2176,2843,2185,340,1,0,0.1,2,1650,3,0,6,5,0,4,0,0,0,0,0,1845,0,0,0,0,0,0,1,15,1,0,439,0,0,0,240,0,0,0.37,0
Jrbarnes729#2499,1798,9134,0,4,0,0.14,9,7308,18,0,13,31,0,2,0,1,0,1,0,0,3,1,0,1,0,0,5,122,0,0,1421,0,0,0,1140,0,0,0.48,0.87
winkkyy#2875,2581,6636,555,4,0,0.23,10,7161,13,0,11,20,0,7,1,1,0,0,0,5992,1,0,0,0,0,0,2,63,5,0,1256,0,1,0,780,0,0,0.27,0.15
SAiLyM#1837,2005,6423,1693,1,0,0.06,3,11938,13,0,16,10,0,4,1,1,0,0,0,4730,2,0,1,1,0,1,13,117,2,0,1344,0,0,0,720,1,0,0.2,0.08
Jeckal#2354,2370,5868,1104,1,0,0.11,6,2628,5,0,12,11,0,4,0,0,0,0,0,4764,1,1,0,0,0,0,2,16,1,0,421,0,0,0,360,0,0,0.45,0
PepperHood#1415,2151,20865,4648,29,2,0.16,18,21205,23,0,89,60,0,33,0,2,0,2,0,15968,8,2,3,2,2,4,34,208,33,0,3475,0,3,0,1740,259,0,0.29,0.81
LovePhoton#6159,1646,42,0,0,0,0,0,43,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,41,0,0,0,0.24
Dripert#1347,1517,55687,12734,33,0,0.12,49,43726,69,0,172,112,0,51,2,9,0,7,0,41899,21,12,6,4,2,2,78,554,46,0,8331,0,19,0,3600,495,3,0.24,0.82
Metsik#1836,1677,81942,19019,52,1,0.18,73,92364,137,0,260,211,0,81,11,20,0,8,0,61405,38,22,6,10,4,4,144,1542,64,1,15463,0,21,0,10800,571,22,0.29,0.42
GaryNash#1366,1894,6710,1388,3,0,0.1,6,4966,9,0,20,9,0,8,0,1,0,1,0,5317,2,1,1,1,0,0,7,118,3,0,1712,0,0,0,720,0,1,0.4,0.93
Agent00Salty#2132,3939,160,9,0,0,0,0,128,1,0,0,1,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0,0.71
Bilibili#11247,3025,5467,1182,2,0,0.09,6,4863,10,0,16,9,0,6,0,1,0,1,0,1357,2,1,0,1,1,0,7,55,1,0,865,0,2,0,660,0,0,0.41,0.76
iser99#2401,3067,552,422,0,0,0,0,88,0,0,2,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,2,3,0,0,0,0,0,0,41,0,0,0.33,0
Bewegungslos#21477,1693,8115,1899,0,0,0.17,10,11033,14,0,20,16,0,6,1,1,0,1,0,6215,1,0,1,0,0,0,7,54,7,0,1135,0,0,0,1020,0,0,0.21,0.45
NoddyN64Barz#2837,2142,2565,0,2,0,0.13,2,2328,6,0,12,7,0,4,0,0,0,0,0,2564,0,0,0,0,0,0,4,19,2,0,675,0,1,0,480,0,0,0.16,0
Sheep#22403,2244,636,300,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,336,0,0,0,0,0,0,0,3,0,0,0,0,0,0,35,0,0,1.0,0
MafiaGod#1343,2575,7416,0,7,0,0.22,15,3866,8,0,13,12,0,8,0,1,0,0,0,0,2,0,1,0,0,1,8,43,0,0,608,0,2,0,480,29,0,0.44,0.74
Bastion#21936,2058,33664,5336,18,1,0.29,62,12567,31,0,120,95,0,51,2,4,0,1,0,28013,9,2,2,4,1,1,41,190,31,0,4887,0,17,0,2760,850,0,0.39,0.44
SableClaw#1237,2500,1052,408,0,0,0.5,1,2158,7,0,0,2,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,36,0,0,968,0,0,0,240,0,0,0.11,0.24
TheWorld#3169,3134,9068,3100,1,0,0.09,10,6506,5,0,22,10,0,4,0,1,0,1,0,5966,2,1,0,1,1,0,8,104,4,0,482,0,1,0,720,0,0,0.35,1.0
Chromium#1302,2105,3161,492,1,0,0.46,6,7242,5,0,4,13,0,3,0,0,0,0,0,2597,1,1,0,0,0,0,1,44,3,0,570,0,1,0,240,0,0,0.56,0
RedBlaze#2525,3083,0,0,0,0,0,0,485,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,118,0,0,0,30,0,0,0,1.0
toupix#2856,1346,23253,0,20,0,0.09,13,40001,61,0,84,82,0,21,4,7,0,3,0,0,17,6,5,6,0,2,56,636,0,0,6841,0,3,0,3600,113,0,0.44,0.39
Fa1con#4182,1320,375,0,0,0,0,0,1860,2,0,0,1,0,0,0,0,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0.28,0
zaptobond#2389,1726,57467,7574,45,2,0.23,70,71484,119,0,211,202,0,73,6,12,0,6,0,48751,21,10,5,6,0,3,93,977,76,0,7674,0,13,0,7200,559,8,0.38,0.51
Dekonado#1569,2238,3758,215,1,0,0.35,7,2285,4,0,17,13,0,5,0,1,0,0,0,3510,2,1,0,1,0,0,4,16,4,1,1443,0,1,0,480,0,0,0.35,0.93
LuckyTiger#6971,1445,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0
spree#2336,3056,9090,1248,4,0,0.2,10,10719,18,0,31,30,0,8,2,2,0,0,0,7654,4,2,0,2,1,0,13,114,13,1,1509,0,1,0,1140,30,0,0.52,0
Thirteen#11331,2720,8801,0,4,0,0.07,6,5395,11,0,33,15,0,7,0,1,0,0,0,0,2,1,1,1,0,0,17,142,0,0,958,0,1,0,840,66,0,0.42,0.53
Mannos#21257,2724,12133,4950,8,0,0.13,10,10230,17,0,23,15,0,10,0,1,0,1,0,7176,3,1,2,1,0,0,9,47,7,0,1801,0,2,0,1020,79,0,0.31,0.63
YungDean#2681,1958,9213,4124,6,0,0.1,10,2176,8,0,26,10,0,11,1,1,0,0,0,5089,2,1,1,1,1,0,15,44,4,0,749,0,1,0,540,32,0,0.5,0
Kirai#21184,2723,9515,1521,6,0,0.09,6,14957,12,0,21,23,0,7,0,1,0,1,0,7982,2,1,1,0,0,1,16,158,8,0,1999,0,1,0,960,203,1,0.25,0.56
Goblin#1180,2419,11553,1727,5,0,0.18,13,19033,19,0,23,40,0,9,1,1,0,1,0,9796,4,3,0,1,0,0,14,175,7,0,1648,0,3,0,1080,137,0,0.34,0.42
Sevenfan#2320,1827,56,0,0,0,0,0,675,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,133,0,0,0,56,0,0,0,1.0
KenBrooklyn#2776,2297,5144,1038,1,0,0.22,9,10063,7,0,13,7,0,4,1,1,0,0,0,4106,2,1,1,0,0,0,1,69,2,0,894,0,0,0,480,0,0,0.32,0.18
Greedy#21471,2279,13290,3089,5,1,0.11,11,7582,14,0,24,22,0,9,1,1,0,1,0,10184,6,2,2,1,0,0,9,99,7,0,2031,0,1,0,960,22,0,0.31,0.46
Fenix#11574,2028,1031,0,0,0,0.28,2,3489,4,0,2,2,0,1,0,0,0,0,0,1031,1,0,0,0,0,0,1,37,1,0,271,0,0,0,180,0,0,0.24,0
TheLAW#12991,2301,5164,1205,4,0,0.12,5,3878,6,0,15,8,0,4,0,1,0,0,0,3859,2,2,0,0,0,0,3,40,2,0,472,0,0,0,540,61,0,0.33,0.73
Whisperio#2901,2128,5494,1157,6,1,0.3,6,2442,7,0,21,24,0,8,0,1,0,1,0,4325,4,2,0,2,1,1,9,83,6,1,752,0,4,0,480,353,0,0.3,0.59
Tuffeli#2819,2393,6715,1315,1,0,0.25,9,5080,11,0,21,23,0,7,1,2,0,1,0,5190,3,0,2,1,0,0,9,76,5,0,1091,0,3,0,780,97,1,0.64,0.35
Specs19#1340,2473,5832,1027,5,0,0.27,10,2869,8,0,22,15,0,4,0,1,0,0,0,4667,1,1,0,0,0,1,12,41,10,0,676,0,1,0,660,36,0,0.23,0.43
Lund#1992,2635,29134,7706,19,0,0.21,41,18700,25,0,81,43,0,27,2,3,0,1,0,20689,8,3,2,3,0,1,37,245,16,0,1953,0,7,0,2340,220,0,0.28,0.26
Aerotank#11921,3321,7958,1084,2,0,0.3,13,14476,16,0,22,25,0,8,0,1,0,1,0,6867,4,2,1,1,0,0,8,112,9,0,1490,0,0,0,780,57,0,0.38,0.61
Tyrius#2884,2274,5679,1593,4,0,0.08,3,5017,4,0,20,11,0,3,0,1,0,1,0,3924,1,1,0,0,0,0,10,93,7,0,732,0,0,0,540,12,0,0.25,1.0
WhereIsMyDad#11911,3407,1057,476,0,0,0,0,537,1,0,5,2,0,2,0,0,0,0,0,581,0,0,0,0,0,0,5,21,2,0,136,0,0,0,60,0,0,0.3,1.0
djack#21571,3480,102,0,0,0,0,0,200,1,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,3,0,0,27,0,0,0,17,0,0,0.33,1.0
DJoTa#2983,2012,3362,0,1,0,0.02,1,816,4,0,6,4,0,4,1,1,0,0,0,0,1,0,1,0,0,0,2,7,0,0,508,0,0,0,240,0,0,0.45,0
phynotypeJn#1729,3053,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
feruskas#1265,2395,40652,9434,25,1,0.23,68,25517,48,0,116,48,0,42,2,6,0,4,0,30503,21,10,6,5,0,1,66,501,24,0,6830,0,11,0,3420,696,0,0.28,0.61
FrankiPaoki#2219,1587,276,150,0,0,0,0,1020,2,0,0,0,0,0,0,0,0,0,0,126,1,0,0,1,0,0,0,4,0,0,150,0,0,0,60,0,0,0.66,0
JohnyK#2530,2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AlphaTSG#2376,1822,12262,4457,4,0,0.13,10,6121,25,0,26,14,0,7,1,2,0,0,0,7793,3,1,1,0,0,0,19,140,7,0,2210,0,2,0,1200,149,0,0.34,0.21
