battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,players_teleported,primary_fire_accuracy,quick_melee_accuracy,sentry_turret_kills,shield_generator_uptime,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,teleporter_uptime,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
Wreck#1473,4172,1050,250,0,0,0,198,1,0,2,0,1,0,0,0,0,0,800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,59,0,0,0,0
Jeremos#2358,3516,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0.72
Mom#12879,2936,969,176,0,0,0,37,2,0,1,0,0,0,0,0,0,0,793,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0
Cinnabuns#11729,3369,797,493,0,0,0,108,2,0,1,0,0,0,0,0,0,0,304,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0
Codeg#21210,2081,1555,283,0,0,0,75,2,0,5,0,3,0,0,0,0,0,1272,0,0,0,0,0,0,1,2,0,6,1,0,1,0,0,1,0,21,60,0,0,0,1.0
Samurai#1849,1735,14295,1562,0,0,0,6904,12,0,26,0,15,0,1,0,0,0,12732,3,1,1,0,0,0,14,89,0,9,1,0,0,343,0,3,0,96,780,18,0,0,0.58
Vodkajin#1911,1662,2992,287,0,0,0,1383,0,0,15,0,7,0,0,0,0,0,2675,2,0,0,1,0,0,7,8,0,0,0,0,0,0,0,2,0,105,240,5,0,0,1.0
Drgalaxy#21722,2817,102454,26429,0,0,0,40141,106,0,250,0,114,4,9,0,5,0,74953,24,11,5,8,0,1,97,617,0,68,1,0,0,1960,0,21,0,1057,3600,470,17,0,0.54
Mexi#11525,3358,1862,1299,0,0,0,11,5,0,1,0,0,0,0,0,0,0,560,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,120,0,1,0,0
Kriohn#1188,2433,8234,3545,0,0,0,4648,5,0,7,0,3,1,1,0,0,0,4313,2,2,0,1,0,0,1,7,0,4,0,0,3,104,0,1,0,28,420,0,1,0,0.16
Young#1382,2968,134463,0,0,0,0,0,95,0,270,0,103,5,13,1,7,0,0,29,12,7,10,0,1,59,232,0,187,0,0,130,0,0,28,0,3544,7200,456,0,0,0.53
PiglordX#1966,3514,1312,447,0,0,0,365,3,0,2,0,1,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,50,120,0,0,0,1.0
PsychoD#2644,3000,964,96,0,0,0,2356,4,0,7,0,2,0,0,0,0,0,869,0,0,0,0,0,0,3,12,0,5,1,0,6,0,0,0,0,74,180,0,0,0,0
SpaceBilly#2930,2163,1239,104,0,0,0,273,3,0,5,0,1,0,0,0,0,0,1135,0,0,0,0,0,0,1,3,0,3,1,0,4,0,0,0,0,24,120,0,0,0,0
ogba#1552,1805,63878,14908,2,0,0,21272,48,0,146,0,64,2,7,0,5,0,48695,17,5,3,9,0,2,76,245,0,93,1,0,99,286,0,9,0,1418,3600,361,0,0,0.7
Jordan#12225,2162,648,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,1.0
LKS#4961,2045,878,127,0,0,0,901,0,0,2,0,1,0,0,0,0,0,752,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0
Rimmon#2304,2176,1606,391,0,0,0,192,1,0,2,0,1,0,0,0,0,0,1215,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,13,60,0,0,0,0
Spasm#21748,2752,680,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
Alerion#21958,4007,928,43,0,0,0,89,6,0,6,0,3,0,0,0,0,0,885,1,0,1,0,0,0,1,2,0,0,0,0,4,10,0,0,0,0,180,0,0,0,0
Skypo#2201,2933,1842,303,0,0,0,1090,3,0,8,0,3,0,0,0,0,0,1440,0,0,0,0,0,0,1,1,0,4,1,0,7,0,0,2,0,66,120,0,0,0,1.0
JOHNSON#12613,1539,635,226,0,0,0,1000,2,0,2,0,1,0,0,0,0,0,409,1,0,0,0,0,0,1,5,0,0,1,0,0,0,0,1,0,0,58,0,0,0,0
burritoh#1532,1772,1075,0,0,0,0,344,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0
Looty27#2606,2663,1121,61,0,0,0,60,1,0,5,0,2,1,1,0,0,0,1060,1,1,0,0,0,0,1,5,0,0,1,0,3,0,0,0,0,6,120,0,0,0,0
Cherrem#1305,2666,144014,33743,2,0,0,59748,90,0,346,0,141,4,14,0,9,0,108436,26,11,7,8,0,5,144,417,0,144,1,0,162,1777,0,36,0,2419,7200,1139,1,0,0.68
joebloggie#2551,3204,2001,0,0,0,0,1468,4,0,7,0,3,0,0,0,0,0,1887,1,0,0,0,0,0,3,119,0,5,0,0,3,24,0,1,0,52,420,0,0,0,1.0
Phantoms#11321,2253,7538,3287,0,0,0,100,1,0,14,0,6,0,1,0,0,0,4252,1,1,0,1,0,0,7,7,0,0,1,0,11,0,0,0,0,177,240,68,0,0,0.67
FlayvorTown#1838,2074,3161,869,0,0,0,644,3,0,3,0,1,0,0,0,0,0,2292,1,0,0,0,0,0,1,14,0,0,0,0,2,68,0,0,0,0,180,0,0,0,0
Razz#1138,2545,8159,2502,0,0,0,854,7,0,20,0,6,0,1,0,1,0,5657,4,2,0,1,0,0,7,34,0,11,0,0,9,0,0,1,0,321,420,8,0,0,0.63
bluefiftytwo#2230,2563,21084,5634,1,0,0,4974,14,0,48,0,19,1,2,0,2,0,15415,4,1,2,1,0,0,12,51,0,15,0,0,15,0,0,5,0,345,1380,85,0,0,0.73
Chexmix#11263,2206,2552,872,0,0,0,1409,5,0,6,0,1,0,0,0,0,0,1557,1,1,0,0,0,0,2,3,0,6,0,0,6,0,0,0,0,73,180,0,7,0,0
DoctorWho#2843,2992,4424,135,0,0,0,1280,6,0,12,0,8,0,0,0,0,0,4278,1,1,0,1,0,0,3,20,0,14,1,0,5,0,0,0,0,123,360,4,0,0,0.39
avernae#2496,2248,38745,8434,0,0,0,10287,42,0,103,0,43,1,5,0,4,0,30109,15,7,3,6,0,0,38,127,0,44,1,0,62,529,0,10,0,935,2820,312,0,0,0.79
Agito#21103,2089,1093,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,1092,0,0,0,0,0,0,1,11,0,2,1,0,1,0,0,1,0,5,120,0,0,0,0
YuuVaderSama#1990,3078,2788,443,0,0,0,2139,6,0,6,0,1,0,0,0,0,0,2345,1,0,0,1,0,0,3,5,0,6,1,0,4,0,0,0,0,35,240,0,0,0,0
Bry#11802,3104,2024,203,0,0,0,605,1,0,8,0,4,0,0,0,0,0,1682,1,0,0,0,0,0,5,29,0,0,1,0,3,0,0,0,0,39,60,87,0,0,1.0
Stealthless#11272,3320,131949,38176,0,0,0,44917,143,0,283,0,95,5,13,0,7,0,92647,19,8,4,8,0,4,77,321,0,68,1,0,155,2654,0,29,0,927,7200,99,3,0,0.58
Magic#12838,2041,7309,957,0,0,0,2064,4,0,25,0,8,0,1,0,1,0,6328,1,1,0,0,0,2,3,9,0,11,1,0,20,0,0,2,0,298,480,79,0,0,1.0
Jacobonix#2278,2849,1484,237,0,0,0,175,4,0,5,0,3,0,0,0,0,0,1247,0,0,0,0,0,0,3,7,0,0,0,0,0,69,0,0,0,0,120,0,0,0,1.0
Tree#12796,3157,1681,810,0,0,0,0,1,0,1,0,1,0,0,0,0,0,871,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,0,0,0,0
MalusPuer#11804,2637,12744,2978,0,0,0,5287,9,0,28,0,18,1,1,0,0,0,9749,3,2,0,1,0,0,19,26,0,4,1,0,17,44,0,2,0,221,840,21,0,0,0.12
EltsuEltsu#2746,2301,170273,0,7,0,0,29295,144,0,425,0,168,7,20,3,10,0,0,65,21,20,24,0,5,189,780,0,218,0,0,268,0,0,36,0,3496,10800,1232,0,0,0.48
BennyPK#1546,2258,2500,334,0,0,0,470,2,0,9,0,4,0,0,0,0,0,2071,1,0,0,0,0,0,7,32,0,0,0,0,9,0,0,0,0,22,240,0,0,0,0.99
MTechnik#1643,1488,4935,350,0,0,0,628,7,0,8,0,4,0,1,0,0,0,4584,2,0,0,1,0,0,4,33,0,12,1,0,7,0,0,2,0,141,420,31,0,0,0.76
Lucasizq#1784,2954,5847,1520,0,0,0,1722,5,0,13,0,4,0,0,0,0,0,4326,1,0,0,1,0,1,5,19,0,1,0,0,7,0,0,2,0,76,300,29,0,0,0
byNonStop#2243,2757,3107,977,0,0,0,1509,5,0,9,0,2,0,0,0,0,0,2130,0,0,0,0,0,0,2,4,0,0,1,0,7,151,0,0,0,0,240,0,0,0,0
Lubudubudu#2191,3248,11285,4293,0,0,0,3270,7,0,18,0,4,1,2,0,1,0,6991,2,0,0,1,0,0,0,4,0,8,1,0,10,0,0,1,0,221,720,0,0,0,0.52
Dragin#1467,500,12580,0,0,0,0,0,16,0,23,0,11,1,1,0,0,342311,0,3,0,2,1,0,0,6,30,0,34,0,0,13,0,0,2,0,304,960,24,0,0,0.35
Sliwy#2618,3741,1846,1189,0,0,0,555,1,0,1,0,0,0,0,0,0,0,657,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,55,0,0,0,0
Taimou#3401,2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
twentythree3#1226,2005,7502,850,0,0,0,889,3,0,21,0,12,0,1,0,0,0,6429,3,1,1,1,0,0,10,27,0,7,1,0,14,0,0,1,0,182,420,59,0,0,0.25
Seagull#11685,2981,6526,2479,0,0,0,2100,4,0,6,0,1,1,1,0,0,0,4032,0,0,0,0,0,0,2,6,0,6,1,0,4,0,0,1,0,161,360,0,0,0,0
WitherSeed#1989,3037,36685,7668,1,0,0,8043,36,0,89,0,46,1,4,0,3,0,28747,11,4,3,5,1,0,35,127,0,61,1,0,31,179,0,7,0,873,2460,406,0,0,0.72
MRPMP03#2304,2263,4001,309,0,0,0,2377,7,0,20,0,10,0,1,0,1,0,3662,1,1,0,0,0,0,6,14,0,1,1,0,4,78,0,1,0,84,480,37,0,0,0.75
Nikiradia#1801,2414,5354,1592,0,0,0,1095,6,0,14,0,3,0,0,0,0,0,3475,0,0,0,0,0,0,6,26,0,6,1,0,6,0,0,0,0,200,240,0,0,0,1.0
Strawberrys#11911,2995,120,0,0,0,0,630,0,0,0,0,0,0,0,0,0,0,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1.0
mashdup#2573,2296,4246,127,0,0,0,2131,2,0,21,0,9,0,1,0,1,0,4106,2,1,1,1,0,0,13,23,0,6,0,0,15,0,0,1,0,105,540,54,0,0,1.0
cylot#3134,2464,463,104,0,0,0,457,2,0,1,0,1,0,0,0,0,0,359,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,60,0,0,0,0
TrenDos#1913,3421,12932,0,0,0,0,5248,11,0,33,0,15,1,2,0,0,0,0,5,3,2,1,0,1,7,35,0,10,0,0,19,0,0,4,0,304,1200,35,0,0,0.2
Chester#2158,1803,2172,215,0,0,0,1378,6,0,9,0,4,0,0,0,0,0,1957,1,1,0,0,0,0,4,9,0,6,1,0,5,0,0,1,0,72,360,0,0,0,0
DiogoM3d1#1534,2300,705,406,0,0,0,400,2,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0
FlapJack#12911,2092,8366,804,0,0,0,735,4,0,23,0,12,0,0,0,0,0,7562,1,0,0,1,0,0,6,17,0,10,1,0,12,0,0,5,0,153,420,245,0,0,1.0
CODELYOKO98#21196,2056,18977,4197,2,0,0,4518,15,0,60,0,26,1,3,0,2,0,14481,9,2,3,4,0,0,32,77,0,19,1,0,48,288,0,2,0,258,1200,199,0,0,0.74
ForGranite#1950,1939,6986,1236,0,0,0,1280,6,0,11,0,6,0,0,0,0,0,5552,1,1,0,0,0,0,6,35,0,3,1,0,4,309,0,1,0,28,480,0,0,0,0
Joker#210741,1807,50543,7744,2,0,0,682,50,0,127,0,65,2,5,0,3,0,42436,21,8,8,5,0,2,55,215,0,41,1,0,76,795,0,20,0,606,3540,533,0,0,0.6
ScottyPlays#2391,2855,355584,0,9,0,0,162361,275,0,890,0,330,8,36,4,24,0,0,93,35,31,27,2,7,297,1112,0,326,0,0,606,0,0,66,0,6929,21600,1301,1,0,0.66
ArtiTP#2256,2805,1660,371,0,0,0,220,3,0,0,0,0,0,0,0,0,0,1289,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,24,60,0,0,0,0
Brendie#1370,2523,10057,1143,0,0,0,2443,12,0,31,0,11,1,2,0,1,0,8914,5,2,2,1,0,0,5,15,0,11,1,0,23,7,0,2,0,341,1020,0,0,0,0.65
Dagade#11469,2507,6821,405,0,0,0,3126,7,0,23,0,8,0,1,0,0,0,6412,3,0,1,2,0,0,12,52,0,9,0,0,12,82,0,1,0,88,600,175,0,0,0.52
obviouscloud#1287,3073,19138,4342,0,0,0,3241,17,0,43,0,20,1,2,0,1,0,14553,6,2,2,1,0,0,20,40,0,7,1,0,18,479,0,5,0,56,1500,57,0,0,0.46
CsBull3n#2865,3363,26756,6204,1,0,0,7698,18,0,68,0,28,1,3,1,1,0,20502,8,4,2,2,1,0,24,37,0,38,1,1,43,1,0,6,0,558,1920,90,0,0,0.48
CON#31617,3106,5091,0,0,0,0,1530,5,0,12,0,5,0,1,0,1,0,70,1,0,1,0,0,0,3,21,0,4,0,0,7,0,0,0,0,111,300,0,0,0,0.84
wonder#2292,4020,439,0,0,0,0,56,1,0,1,0,0,0,0,0,0,0,439,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,47,0,0,0,0
Floki97#21770,2174,9020,784,0,0,0,2428,15,0,27,0,10,0,2,1,1,0,8054,4,2,1,2,0,0,12,48,0,12,0,0,13,0,0,2,0,225,960,0,0,0,0.54
Oops#22582,2819,24293,4279,1,0,0,7112,23,0,85,0,26,1,3,0,2,0,19887,7,3,2,2,0,2,37,78,0,16,1,0,49,173,0,5,0,570,1860,226,0,0,0.79
Tiltz#11146,3498,23216,5677,0,0,0,4811,13,0,64,0,33,0,2,0,2,0,17413,3,2,0,1,0,1,22,59,0,6,0,0,22,0,0,8,0,246,1380,260,0,0,1.0
NoAimNoBrain#1190,2421,1666,75,0,0,0,472,3,0,6,0,0,0,0,0,0,0,1591,1,1,0,0,0,0,2,8,0,0,0,0,2,0,0,0,0,11,120,0,0,0,0
WatchMeKek#2104,2720,1281,152,0,0,0,200,1,0,1,0,1,0,0,0,0,0,997,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,11,60,0,0,0,0
iBanged#2764,3399,6174,745,0,0,0,852,10,0,11,0,2,1,1,0,0,0,5429,3,2,0,1,0,0,2,12,0,10,1,0,6,35,0,2,0,67,480,0,0,0,0
Bolderbast#2408,1392,174719,0,5,0,0,72990,129,0,516,0,235,8,25,4,13,0,0,60,25,16,19,0,4,207,680,0,210,0,0,278,0,0,70,0,4213,14400,1027,1,0,0.52
Kiseki#11603,2933,2739,274,0,0,0,1700,9,0,7,0,4,0,1,0,0,0,2465,2,0,1,1,0,0,2,15,0,3,0,0,1,0,0,2,0,13,300,0,0,0,0.09
BruderSimon#2162,2569,3427,611,0,0,0,1778,5,0,10,0,3,0,0,0,0,0,2783,1,0,0,0,0,0,2,11,0,5,1,0,3,0,0,1,0,67,300,0,0,0,0.7
Stryke#21719,1876,4380,1305,0,0,0,2084,6,0,9,0,3,0,0,0,0,0,2647,0,0,0,0,0,0,6,47,0,6,1,0,0,39,0,0,0,57,300,35,0,0,0
MKindberg#2529,3001,106954,24224,3,0,0,39540,78,0,262,0,96,3,10,1,7,0,82308,30,12,6,12,0,1,76,230,0,109,1,0,154,290,0,9,0,2188,3600,480,1,0,0.71
Kasin#1523,3492,3905,1145,0,0,0,195,2,0,12,0,3,0,0,0,0,0,2760,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,103,180,0,0,0,1.0
Princess#21855,2167,4921,1226,0,0,0,3575,9,0,10,0,0,1,1,0,0,0,3695,2,0,0,1,0,0,7,37,0,8,0,0,6,0,0,0,0,201,360,0,0,0,0
Rolofiend#1318,1823,9909,2331,0,0,0,4451,15,0,27,0,12,1,2,0,1,0,7558,4,2,1,2,0,1,10,94,0,0,0,0,13,68,0,4,0,53,840,94,0,0,0.45
koralee#11753,1571,4179,308,0,0,0,372,2,0,14,0,7,0,0,0,0,0,3759,1,1,0,0,0,0,6,10,0,3,1,0,10,0,0,2,0,103,300,18,0,0,0
NotEeveeA#1459,2978,2386,1188,0,0,0,748,1,0,4,0,0,0,0,0,0,0,1197,1,0,1,0,0,1,1,2,0,0,0,0,0,46,0,0,0,0,120,0,0,0,1.0
PixelFox#11610,2051,2356,210,0,0,0,1325,2,0,10,0,6,0,0,0,0,0,2145,1,0,1,0,0,0,3,4,0,2,1,0,4,0,0,3,0,91,180,22,0,0,0
WowABadGenji#1409,2129,14080,2439,1,0,0,6793,21,0,32,0,17,0,2,0,1,0,11637,4,0,3,1,0,1,17,57,0,13,1,0,16,52,0,4,0,105,1080,171,1,0,0.79
LeGrosdu06#2233,2622,55294,12090,1,0,0,15437,59,0,114,0,43,1,5,0,4,0,43108,13,6,2,5,0,0,41,221,0,60,1,0,72,454,0,5,0,1073,3600,199,0,0,0.82
River#12168,2383,3085,423,0,0,0,3801,5,0,11,0,5,0,0,0,0,0,2599,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,2,0,56,240,0,0,0,1.0
munkeydung#1290,2444,10574,1763,0,0,0,1432,7,0,29,0,14,0,1,0,1,0,8681,3,2,0,0,0,1,11,42,0,9,1,0,15,47,0,2,0,66,660,121,0,0,1.0
NotSwitching#1709,3074,8541,573,1,0,0,1938,12,0,30,0,13,1,2,0,1,0,7884,3,2,0,1,0,2,10,28,0,11,1,0,21,159,0,3,0,220,900,5,0,0,0.41
Chanysmodex#2219,2531,45249,7907,0,0,0,19355,35,0,117,0,46,2,5,1,2,0,37098,12,5,3,4,0,1,39,145,0,74,0,0,71,0,0,7,0,1200,3360,51,1,0,0.55
Roma#11101,2393,1597,339,0,0,0,641,2,0,2,0,1,0,0,0,0,0,1258,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,8,60,0,0,0,0
Seahorse#11154,2753,3210,808,0,0,0,167,2,0,7,0,5,0,1,0,1,0,2402,1,1,0,0,0,0,3,4,0,3,1,0,3,0,0,1,0,37,240,18,0,0,1.0
MeTiRambo#21370,2863,6069,1708,0,0,0,2811,5,0,14,0,3,0,1,0,0,0,4066,2,1,0,1,0,1,5,6,0,11,1,0,9,0,0,1,0,156,420,0,0,0,0.65
MFD22#2605,3127,3703,131,0,0,0,2642,6,0,14,0,2,0,1,0,0,0,3554,1,0,0,1,0,0,4,11,0,2,1,0,4,0,0,0,0,55,360,0,0,0,0.63
Arkavin#1601,3117,960,0,0,0,0,1291,0,0,0,0,0,0,0,0,0,0,960,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,15,60,0,0,0,0
Muramasa#21925,1920,302,7,0,0,0,160,1,0,1,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,60,0,0,0,0
JarGibbo#1115,3077,730,68,0,0,0,974,4,0,3,0,1,0,0,0,0,0,662,1,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,180,0,0,0,0
RawrLox#1965,1843,8262,618,0,0,0,1645,11,0,22,0,13,1,1,0,0,0,5883,3,0,0,3,0,0,8,24,0,3,0,0,11,0,0,2,0,71,660,143,0,0,0
SHOTGUN2HEAD#1497,3279,690,0,0,0,0,238,1,0,3,0,1,0,0,0,0,0,690,0,0,0,0,0,0,2,5,0,0,1,0,2,0,0,0,0,0,60,0,0,0,0
PROXY#22557,2066,2416,445,0,0,0,562,2,0,13,0,3,0,0,0,0,0,1970,1,0,0,0,0,1,7,3,0,0,0,0,11,0,0,1,0,0,180,0,0,0,1.0
Farufaru#1552,2384,3131,1546,0,0,0,3887,3,0,4,0,2,0,0,0,0,0,1535,0,0,0,0,0,0,1,11,0,7,0,0,3,0,0,0,0,64,240,0,0,0,0.69
Chris#110660,2658,1860,416,0,0,0,661,4,0,3,0,2,0,0,0,0,0,1444,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,60,0,0,0,0
Nawatir#2923,2240,1343,0,0,0,0,1761,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,45,60,0,0,0,0
RobertTheCat#11679,2455,3080,2048,0,0,0,1146,3,0,0,0,0,0,0,0,0,0,1032,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,25,120,0,0,0,0
Rammoose#1622,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
empty#11732,1972,136329,30665,6,0,0,54900,112,0,346,0,128,5,15,1,10,0,104297,40,18,9,13,0,4,141,455,0,140,1,0,232,1089,0,19,0,3381,7200,732,0,0,0.67
Jeroeneey#2379,3121,12763,3748,0,0,0,2456,8,0,28,0,10,1,1,0,0,0,8872,2,0,1,1,0,1,4,13,0,15,1,0,20,0,0,0,0,190,600,39,7,0,0.19
HrSebfie#2338,1663,4937,0,0,0,0,1473,6,0,15,0,9,0,0,0,0,0,4937,0,0,0,0,0,0,3,44,0,7,1,0,3,19,0,3,0,88,300,110,0,0,1.0
Noah#13435,3429,1097,486,0,0,0,466,1,0,1,0,0,1,1,0,0,0,610,0,0,0,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,60,0,0,0,0
AionX#11177,2176,35187,5358,2,0,0,16477,31,0,101,0,39,2,3,0,1,0,29464,10,4,1,5,0,1,38,147,0,48,1,0,57,339,0,7,0,799,2520,299,0,0,0.41
NoodleMCGee#1949,2538,3343,112,0,0,0,400,7,0,4,0,2,0,0,0,0,0,3231,1,1,0,0,0,0,1,10,0,6,1,0,2,0,0,1,0,67,300,0,0,0,0
Nicckz#11300,2780,1051,155,0,0,0,486,2,0,3,0,1,0,0,0,0,0,896,1,0,0,0,0,0,1,8,0,0,1,0,2,0,0,0,0,0,60,0,0,0,0
Elstorko1#2148,3353,2381,943,0,0,0,718,4,0,5,0,1,0,0,0,0,0,1438,0,0,0,0,0,0,0,5,0,6,1,0,1,0,0,0,0,71,120,0,0,0,0
tush#2278,1785,5666,359,1,0,0,1393,2,0,26,0,14,0,1,0,1,0,5256,2,1,0,1,0,0,3,8,0,5,1,0,17,125,0,3,0,210,480,0,0,0,1.0
imanpro#1851,2699,2073,806,0,0,0,991,2,0,3,0,1,0,0,0,0,0,1266,0,0,0,0,0,0,1,3,0,1,0,0,3,0,0,1,0,16,60,0,0,0,0
Jordan#3815,1760,4549,0,0,0,0,4224,4,0,13,0,7,0,1,0,1,0,0,0,0,0,0,0,0,6,44,0,0,0,0,5,0,0,1,0,32,540,0,0,0,1.0
Nemesis#14350,1486,3861,1013,0,0,0,1084,1,0,10,0,2,0,1,0,1,0,2848,1,0,0,1,0,1,7,23,0,0,1,0,9,49,0,0,0,34,240,0,0,0,1.0
Nadpoopie#2118,2486,702,168,0,0,0,26,2,0,0,0,0,0,0,0,0,0,534,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
DAZZLENOVAK#2354,2953,28795,6707,0,0,0,7367,23,0,62,0,32,0,3,0,3,0,21627,7,2,1,4,0,1,26,111,0,28,1,0,13,392,0,10,0,580,2100,143,1,0,0.86
Winter#11110,2506,984,0,0,0,0,190,0,0,4,0,1,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,15,59,0,0,0,1.0
Blizzardhate#21570,2066,1011,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,911,2,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,53,360,0,0,0,0.75
Hitsugayya#2609,2503,5255,1636,0,0,0,818,4,0,12,0,3,0,0,0,0,0,3620,0,0,0,0,0,0,1,4,0,2,1,0,7,39,0,1,0,80,300,0,0,0,0
Lostcoco#21376,2383,9478,538,0,0,0,5834,19,0,25,0,9,1,1,0,0,0,1848,2,1,1,1,0,0,9,82,0,14,0,0,12,0,0,1,0,165,1080,73,1,0,0.26
VesPixX#1117,3413,4310,988,0,0,0,1027,4,0,14,0,4,1,1,0,0,0,3321,2,0,0,1,0,1,7,11,0,9,1,0,7,0,0,0,0,53,300,16,0,0,0
CHEN#1440,2152,29509,3959,0,0,0,10499,36,0,82,0,34,3,5,0,2,0,25233,7,4,1,2,0,0,17,88,0,42,1,0,42,96,0,10,0,632,2820,0,0,0,0.38
Bwabus#2896,2862,5169,1450,0,0,0,2151,8,0,9,0,7,1,1,0,0,0,3710,3,1,1,1,0,0,3,16,0,3,1,0,6,0,0,3,0,89,420,0,0,0,0
Cathbadh#1488,2250,22360,5066,1,0,0,5502,18,0,51,0,19,1,3,1,1,0,17082,6,1,1,4,0,1,10,33,0,29,1,0,40,36,0,5,0,565,1620,21,0,0,0.51
floogulinc#1841,2372,13395,1946,2,0,0,1127,9,0,33,0,20,1,1,0,1,0,11447,4,1,2,1,0,0,19,66,0,8,1,0,14,85,0,4,0,251,660,63,0,0,0.54
Ricomaru#2719,2097,27564,2196,1,0,0,6104,29,0,79,0,45,1,4,0,2,0,24813,9,4,3,2,0,0,26,127,0,18,1,0,27,701,0,8,0,385,2400,72,0,0,0.62
Bow#11850,3068,21208,0,1,0,0,3808,25,0,49,0,29,1,4,0,2,0,0,5,1,2,2,0,1,16,110,0,19,0,0,18,0,0,15,0,338,2100,150,0,0,0.56
Icarus#13322,2641,16249,3313,0,0,0,10635,20,0,50,0,22,2,2,0,0,0,12409,6,3,2,1,0,1,23,262,0,7,1,0,19,436,0,2,0,142,1680,61,1,0,0.03
hehexd#21816,2851,2013,391,0,0,0,2452,7,0,3,0,2,1,1,0,0,0,1593,1,0,0,1,0,0,2,4,0,5,0,0,1,30,0,1,0,28,360,0,0,0,0
Inglourious#21704,3549,47108,11190,1,0,0,11480,38,0,114,0,43,2,4,0,2,0,34584,8,4,1,2,0,1,52,548,0,3,1,0,60,825,0,2,0,93,3120,190,16,0,0.43
TSMLEAVAN#2892,1728,21875,0,0,0,0,7281,26,0,68,0,35,1,3,0,1,0,0,9,4,2,3,0,1,19,76,0,24,0,0,27,0,0,9,0,511,1740,263,2,0,0.53
Vodkita#11583,3000,2069,125,0,0,0,1117,2,0,3,0,2,0,0,0,0,0,1944,0,0,0,0,0,0,1,15,0,6,1,0,0,0,0,0,0,62,120,0,0,0,0
pretsel#1506,2225,10554,0,0,0,0,3054,7,0,23,0,12,0,1,0,1,0,0,5,2,0,3,0,0,5,25,0,0,0,0,8,0,0,2,0,0,780,41,0,0,0.61
