battletag,SR,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,damage_blocked,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,multikills,objective_kills,objective_time_seconds,offensive_assists,players_teleported,primary_fire_accuracy,quick_melee_accuracy,sentry_turret_kills,shield_generator_uptime,shield_generators_destroyed,solo_kills,teleporter_pads_destroyed,teleporter_uptime,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
MemoryHole#11948,2793,15097,2668,1,0,0,5160,19,0,37,0,9,1,2,0,1,0,12427,5,3,0,2,0,0,12,29,0,21,0,0,26,0,0,1,0,304,1200,0,0,0,0.64
vmouse#11374,812,11,0,0,0,0,335,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
Rankus#11982,1183,27190,0,0,0,0,9889,37,0,75,0,33,2,4,0,2,0,0,13,6,3,4,0,0,35,150,0,34,0,0,24,0,0,5,0,759,2640,182,0,0,0.59
Amadbear#2529,2098,5341,1053,0,0,0,1000,2,0,18,0,11,0,1,0,0,0,4167,2,0,1,0,0,0,5,10,0,2,0,0,5,91,0,1,0,69,420,0,0,0,0.43
brandon1767#1368,2253,15559,3769,0,0,0,6168,29,0,31,0,13,2,3,0,1,0,11653,3,1,1,1,0,0,9,70,0,31,0,0,15,0,0,1,0,461,1680,21,0,0,0.22
Forrestgimp#2485,2019,9812,1600,0,0,0,1315,9,0,36,0,17,1,1,0,0,0,8205,1,1,0,0,0,1,11,36,0,12,1,0,15,0,0,5,0,248,900,215,0,0,0.28
Memory#2555,2653,47905,4956,1,0,0,11247,43,0,114,0,52,3,4,1,1,0,20581,10,3,4,3,0,0,46,233,0,31,0,0,55,0,0,8,0,463,3420,79,1,0,0.2
TesshinGriz#1421,2740,9127,3213,0,0,0,1208,6,0,24,0,4,0,1,1,0,0,5915,3,1,1,2,0,1,12,24,0,4,1,0,16,0,0,0,0,278,540,5,0,0,0.18
zakkiwush#2865,2216,2800,372,0,0,0,609,3,0,9,0,4,0,0,0,0,0,2428,1,1,0,1,0,0,4,6,0,4,1,0,6,0,0,1,0,88,120,0,0,0,0
LazyTitan#116330,2315,10065,0,0,0,0,5294,22,0,33,0,11,1,2,0,1,0,0,3,1,1,0,0,0,17,140,0,22,0,0,20,0,0,2,0,347,1320,53,0,0,0.54
Seffie122#1700,3632,1441,363,0,0,0,924,1,0,3,0,1,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,6,60,0,0,0,0
hiddenPants#29511,1889,8054,2372,0,0,0,11391,9,0,24,0,8,1,1,0,0,0,5589,1,0,0,1,0,0,12,24,0,18,1,0,13,0,0,3,0,207,720,65,0,0,0
Shoes#1635,2836,240279,44077,6,0,0,86410,282,0,573,0,211,12,33,0,22,0,191273,51,26,7,18,0,12,202,1085,0,240,1,0,326,3270,0,56,0,3472,18000,642,18,0,0.65
Spacecraftz#1356,2347,3653,1630,0,0,0,1282,4,0,5,0,4,0,0,0,0,0,2023,1,0,1,0,0,0,3,25,0,6,0,0,2,0,0,0,0,21,240,0,0,0,0.24
BarrackOsama#21690,2503,2952,435,0,0,0,558,7,0,8,0,4,0,0,0,0,0,2518,1,1,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,8,180,0,0,0,0
Buku#11869,2483,4907,382,0,0,0,6149,7,0,8,0,4,0,1,0,0,0,4236,2,1,0,1,0,0,2,6,0,12,1,0,5,0,0,1,0,74,360,44,0,0,0.16
RAVN#21236,3903,19407,4548,1,0,0,5830,16,0,56,0,10,1,3,0,1,0,14525,7,2,1,4,0,1,25,38,0,16,1,0,36,436,0,1,0,182,1380,65,0,0,0.53
PaziHRV#2850,2580,8614,1579,0,0,0,423,5,0,22,0,7,0,1,0,1,0,4796,2,1,0,0,0,0,5,21,0,10,0,0,12,0,0,1,0,167,540,72,0,0,0.57
Buzaslon#2353,2624,50719,17747,1,0,0,31232,29,0,63,0,22,2,3,0,1,0,32734,5,0,2,3,0,0,23,61,0,61,1,0,33,499,0,4,0,789,2700,124,0,0,0.27
ionoc#1221,3047,5821,735,0,0,0,489,7,0,12,0,5,0,1,0,1,0,4965,1,0,0,1,0,0,6,16,0,6,0,0,7,48,0,0,0,68,480,0,0,0,1.0
Mickeyy#21603,2645,479,63,0,0,0,326,4,0,0,0,0,2,2,0,0,0,416,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0
Cichusek#21649,3000,3306,673,0,0,0,1540,2,0,11,0,5,0,0,0,0,0,2633,0,0,0,0,0,0,3,12,0,6,1,0,4,0,0,2,0,124,180,143,0,0,0
Andlap02#2403,2745,1524,356,0,0,0,114,2,0,1,0,0,0,0,0,0,0,1167,0,0,0,0,0,0,0,0,0,0,1,0,1,23,0,0,0,0,60,0,0,0,0
hindsight#1771,2975,9569,2484,0,0,0,1818,3,0,33,0,15,0,1,0,1,0,7085,1,1,0,1,0,0,16,40,0,3,1,0,18,64,0,1,0,93,480,136,0,0,0.88
Fox#11693,2431,1009,76,0,0,0,748,3,0,0,0,0,0,0,0,0,0,933,0,0,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,0,60,0,0,0,0
rook#11581,1877,11682,1709,0,0,0,3639,11,0,36,0,20,0,2,0,2,0,9913,6,3,0,3,0,0,17,51,0,12,1,0,18,65,0,8,0,439,1200,44,0,0,0.88
duckmilker#1694,2356,14333,3241,0,0,0,1619,20,0,43,0,20,2,2,0,1,0,10922,7,3,2,2,0,0,17,68,0,21,1,0,18,107,0,4,0,196,1320,60,0,0,0.29
G3cKo#2496,2697,1481,197,0,0,0,70,3,0,5,0,2,0,0,0,0,0,1284,1,0,0,0,0,0,0,0,0,0,1,0,3,39,0,0,0,2,120,0,0,0,0
tibike31#2544,1292,20938,2171,2,0,0,5180,25,0,76,0,41,1,5,0,4,0,18549,10,4,4,2,0,0,26,80,0,19,0,0,48,0,0,14,0,578,2100,381,0,0,0.7
Satire#21810,2123,7509,1075,0,0,0,3026,7,0,24,0,9,0,1,0,1,0,6394,3,0,1,2,0,0,12,29,0,9,1,0,18,10,0,0,0,162,600,4,0,0,0.76
fallinmonkey#2416,2254,4644,1484,0,0,0,334,2,0,8,0,1,0,0,0,0,0,3160,0,0,0,0,0,0,3,5,0,2,1,0,5,0,0,0,0,30,120,0,0,0,0
Crow#14933,3138,416,145,0,0,0,180,1,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48,0,0,0,0
Kohtalox#2688,2536,3052,810,0,0,0,120,6,0,7,0,2,0,0,0,0,0,2240,1,0,0,0,0,0,0,1,0,8,1,0,4,0,0,0,0,81,360,0,0,0,0
VEGA#31905,1175,7983,728,1,0,0,1960,8,0,31,0,12,1,2,0,1,0,7205,4,1,1,2,0,0,13,41,0,8,0,0,18,0,0,4,0,67,660,31,0,0,0.57
Mythoss#2423,2144,627,73,0,0,0,92,1,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,1.0
Baronodemons#2239,1651,25245,3370,2,0,0,5951,24,0,61,0,21,1,2,0,1,0,21037,6,2,0,3,0,0,27,63,0,33,1,0,40,0,0,5,0,652,1440,321,1,0,0.61
Eurcynia#1786,2450,37320,7517,3,0,0,14840,28,0,101,0,28,1,5,0,4,0,29399,13,4,2,7,1,1,40,132,0,44,1,0,68,375,0,4,0,734,2880,64,0,0,0.78
Shpoople#21924,3014,12220,2091,1,0,0,2290,12,0,35,0,11,0,1,0,1,0,9957,2,0,0,2,0,0,9,28,0,11,0,0,26,97,0,1,0,208,780,146,0,0,0.75
Henchoz#2788,2933,1231,215,0,0,0,171,2,0,3,0,1,0,0,0,0,0,1016,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,7,60,0,0,0,0
zesstea#1718,2093,9340,1220,0,0,0,3619,13,0,27,0,6,0,1,0,1,0,8070,2,1,0,0,0,0,21,85,0,0,1,0,20,455,0,1,0,0,720,34,0,0,0.61
FLOW3R#1316,3014,3583,526,0,0,0,469,0,0,14,0,6,0,0,0,0,0,3029,1,0,0,0,0,0,8,29,0,0,1,0,12,0,0,1,0,34,120,19,0,0,1.0
SickaShot#1616,3130,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,0
Fatjazz#1617,2312,10657,3578,0,0,0,905,10,0,24,0,14,1,1,0,0,0,7077,3,0,2,0,0,0,12,29,0,24,1,0,11,0,0,2,0,217,660,118,0,0,0.17
PRM3#2620,1854,79647,14265,5,0,0,26738,82,0,218,0,116,3,11,1,7,0,64773,23,10,5,8,0,1,44,140,0,114,1,0,116,398,0,21,0,1997,3600,631,3,0,0.71
GJS#21796,2137,559,0,0,0,0,348,1,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0
Xenity#21167,2623,1620,0,0,0,0,1138,1,0,4,0,2,0,0,0,0,0,1620,0,0,0,0,0,0,2,7,0,0,0,0,0,90,0,0,0,0,120,0,0,0,1.0
Wulf#1323,1869,3817,1091,0,0,0,614,4,0,6,0,4,0,1,0,1,0,2726,2,2,0,0,0,0,1,13,0,6,0,0,3,10,0,3,0,90,360,0,0,0,0.78
Alexom#11470,1932,22216,4231,2,0,0,8493,21,0,61,0,21,1,3,0,2,0,17726,10,4,2,4,0,0,20,60,0,23,1,0,41,24,0,2,0,469,1620,64,0,0,0.66
WaVveS#21703,2364,1117,159,0,0,0,137,2,0,3,0,0,0,0,0,0,0,958,1,0,0,0,0,0,2,11,0,1,0,0,3,0,0,0,0,8,180,0,0,0,0
Orbhcs#1468,644,1697,142,0,0,0,0,1,0,7,0,4,0,0,0,0,0,1555,0,0,0,0,0,0,4,22,0,0,0,0,6,0,0,2,0,0,60,12,0,0,1.0
Sei#1757,2208,7417,0,1,0,0,0,19,0,20,0,9,1,2,0,1,0,0,2,0,1,0,0,0,12,95,0,18,0,0,12,0,0,0,0,337,1140,19,0,0,0.52
gat#1978,3424,9033,808,0,0,0,4790,16,0,22,0,13,1,1,0,0,0,7997,2,1,1,1,0,0,10,127,0,6,1,0,7,76,0,0,0,161,660,43,0,0,0
Raptoras#2879,1978,4151,119,1,0,0,1218,3,0,18,0,5,0,0,0,0,0,4033,2,0,1,1,0,2,14,45,0,12,0,0,14,0,0,1,0,107,240,135,0,0,1.0
HappyFeet#2411,1669,737,76,0,0,0,919,4,0,1,0,1,0,0,0,0,0,662,1,1,0,0,0,0,1,8,0,0,0,0,0,39,0,0,0,0,180,0,0,0,0
Luddzone#2845,3410,1297,914,0,0,0,187,2,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0
Plagoo#2200,2959,4004,1254,0,0,0,0,4,0,7,0,2,0,0,0,0,0,2751,1,0,0,1,0,0,2,13,0,8,1,0,2,0,0,0,0,77,240,0,0,0,0
Lavajuice#1991,3202,33999,7652,2,0,0,5975,37,0,95,0,29,1,4,0,3,0,26145,9,2,3,4,0,0,32,89,0,74,1,0,61,27,0,3,0,843,3000,178,0,0,0.72
a09hopper#2851,2402,1108,699,0,0,0,318,1,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0
TheMazing#1695,1878,700,145,0,0,0,1060,6,0,1,0,1,1,1,0,0,0,555,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1,0,3,300,0,0,0,0
Dragon#1268,3147,31858,5288,0,0,0,10437,27,0,122,0,49,1,4,1,2,0,26427,9,4,1,4,0,3,42,214,0,27,1,0,77,589,0,8,0,539,2700,81,0,0,0.73
Iml3ack#2927,3000,21787,0,1,0,0,7901,17,0,57,0,24,0,2,0,2,0,0,8,2,3,3,0,0,21,58,0,26,0,0,26,0,0,9,0,678,1380,75,0,0,0.82
NiC#12786,3064,1341,72,0,0,0,485,1,0,2,0,1,0,0,0,0,0,1189,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,0,0,10,60,0,0,0,1.0
Rabite#1465,2105,3505,1018,0,0,0,294,2,0,6,0,1,0,0,0,0,0,2349,0,0,0,0,0,0,1,5,0,5,1,0,4,0,0,0,0,53,120,0,0,0,0
Chipmunk#2207,1795,1844,18,0,0,0,472,3,0,2,0,2,0,0,0,0,0,1826,1,0,0,1,0,0,2,8,0,6,1,0,0,0,0,0,0,17,60,0,0,0,0
EmeraldTurd#2948,2506,10369,0,0,0,0,3511,3,0,31,0,13,0,1,0,0,0,0,3,1,1,1,0,0,16,56,0,15,0,0,16,0,0,2,0,336,600,76,1,0,0.45
Nomicide#11853,2154,19780,9365,0,0,0,8315,19,0,17,0,5,1,1,0,1,0,10343,4,1,1,2,0,0,4,18,0,14,1,0,9,69,0,1,0,99,1080,0,0,0,0.58
tharje#2207,1584,3173,211,0,0,0,110,8,0,9,0,4,1,1,0,0,0,2961,1,0,1,0,0,0,2,13,0,0,1,0,7,0,0,1,0,10,300,0,0,0,0
Seanci#1332,2253,136833,0,8,0,0,32593,154,0,453,0,242,2,16,4,10,0,0,49,15,19,16,1,6,164,761,0,179,0,0,212,0,0,69,0,3505,7200,1944,9,0,0.62
Remus#1335,2383,2038,468,0,0,0,78,2,0,7,0,0,0,0,0,0,0,1570,1,1,0,0,0,0,5,1,0,0,0,0,6,0,0,0,0,0,180,0,0,0,0.41
Cicero#1251,2006,2419,437,0,0,0,593,8,0,1,0,1,1,1,0,0,0,1982,1,0,1,0,0,0,1,13,0,7,0,0,0,0,0,0,0,34,300,0,0,0,0
Perick#2515,2168,3108,600,0,0,0,1122,5,0,9,0,1,0,0,0,0,0,2508,0,0,0,0,0,0,9,17,0,0,1,0,5,0,0,0,0,11,240,45,0,0,0
sollesss#2532,1892,16211,2318,0,0,0,3756,14,0,40,0,24,1,3,1,1,0,13684,5,2,2,1,0,0,12,56,0,19,1,0,10,0,0,6,0,515,1320,88,0,0,0.37
deeby#1291,2084,29858,5410,0,0,0,17788,29,0,76,0,36,1,3,1,1,0,24169,9,3,2,4,0,0,39,127,0,33,1,0,46,106,0,7,0,929,2520,161,0,0,0.61
Rikimaru03#1666,1661,23559,5505,1,0,0,3864,21,0,62,0,26,1,2,0,1,0,17890,7,3,2,2,0,0,17,60,0,28,0,0,33,360,0,14,0,349,1860,131,0,0,0.43
blakmax#21428,2698,1174,44,0,0,0,0,2,0,2,0,0,0,0,0,0,0,980,2,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,30,180,0,0,0,0
Viceroy#11433,4058,1195,240,0,0,0,207,1,0,1,0,1,0,0,0,0,0,955,1,0,0,0,0,0,1,14,0,0,1,0,0,0,0,0,0,0,57,0,0,0,0
Levijosza#2723,1901,4586,1071,0,0,0,1827,5,0,14,0,6,0,1,0,1,0,3495,2,1,1,1,0,0,6,30,0,3,0,0,4,0,0,1,0,178,300,0,0,0,0.64
JLad#11460,2347,5574,1755,0,0,0,3141,6,0,6,0,3,0,0,0,0,0,3820,1,0,0,1,0,0,3,24,0,0,1,0,2,49,0,0,0,0,300,0,0,0,0.78
Wharys#2498,3302,3861,1537,0,0,0,2279,9,0,2,0,1,1,1,0,0,0,2323,2,1,0,1,0,0,2,24,0,3,1,0,1,0,0,0,0,41,420,0,0,0,0
DeadlyFeet#112885,2339,2982,0,0,0,0,225,4,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,17,180,0,0,0,0
robful#2516,500,1508,0,0,0,0,0,3,0,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,2,22,0,1,0,0,1,0,0,1,0,6,240,0,0,0,0.59
camilough#1879,2554,5130,1247,0,0,0,1266,1,0,14,0,7,0,1,0,1,0,3750,3,2,1,0,0,0,3,18,0,1,1,0,7,90,0,3,0,98,360,64,0,0,1.0
gumpo#2611,1632,3492,240,0,0,0,1180,3,0,15,0,7,0,0,0,0,0,3250,0,0,0,0,0,0,6,30,0,8,0,0,11,0,0,2,0,119,420,6,1,0,0
Tera#1703,2010,2754,0,0,0,0,1774,5,0,6,0,2,0,0,0,0,0,1489,1,0,0,0,0,0,1,3,0,1,0,0,3,0,0,2,0,67,300,0,0,0,0
Jompe#21259,2146,1188,195,0,0,0,195,0,0,4,0,3,0,0,0,0,0,993,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,1,0,0,60,0,0,0,1.0
Marcao#21417,2189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
M80#1247,3772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
dorito#11660,2405,1001,549,0,0,0,65,2,0,1,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,0
BABYAKIJIN#1407,3075,4783,0,1,0,0,460,3,0,17,0,6,0,0,0,0,0,0,1,0,1,0,0,2,11,18,0,9,0,0,11,0,0,1,0,122,240,72,0,0,0
Timba#21636,2772,11487,1778,0,0,0,4689,15,0,26,0,8,1,2,0,1,0,9515,6,3,1,2,0,0,8,36,0,18,1,0,11,19,0,1,0,168,1020,72,0,0,0.58
Noah#13253,2016,2359,215,0,0,0,2641,6,0,3,0,2,1,1,0,0,0,2135,2,0,1,1,0,0,0,18,0,0,0,0,1,16,0,0,0,0,300,0,0,0,0.0
BloopBloop#11146,1652,1256,90,0,0,0,121,3,0,2,0,1,1,1,0,0,0,1166,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,360,0,0,0,0
Exchanted#2998,1596,11377,1993,1,0,0,4976,12,0,38,0,16,1,2,0,2,0,9056,3,2,0,1,0,0,10,43,0,9,1,0,18,185,0,1,0,273,1140,30,0,0,0.73
Amazeballs#21247,2601,2655,413,0,0,0,391,3,0,11,0,2,0,0,0,0,0,2240,1,0,0,0,0,0,6,5,0,6,0,0,7,0,0,0,0,104,180,0,0,0,1.0
shaun3h#1503,2343,569,19,0,0,0,70,1,0,1,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,45,0,0,0,0
Jerr#1100,3032,4583,1684,0,0,0,588,4,0,11,0,2,0,0,0,0,0,2896,2,1,0,1,0,0,6,13,0,6,1,0,5,17,0,0,0,44,300,0,0,0,0.93
GaxMoof#1610,1728,693,254,0,0,0,1442,2,0,0,0,0,0,0,0,0,0,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1.0
Wolvesbane#11452,1749,2065,113,0,0,0,556,1,0,10,0,4,0,0,0,0,0,1952,2,0,1,1,0,0,8,21,0,6,0,0,10,0,0,2,0,83,240,99,0,0,0
Crynetplayer#2182,2376,1298,93,0,0,0,223,4,0,4,0,1,0,0,0,0,0,1205,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,180,0,0,0,0
Yamatosac#2617,3510,3966,301,0,0,0,672,3,0,17,0,3,0,1,0,1,0,3624,1,0,0,1,0,1,3,14,0,2,1,0,9,0,0,2,0,106,300,12,0,0,1.0
Mirror#11909,2089,4609,782,0,0,0,1084,3,0,15,0,7,0,0,0,0,0,3755,1,1,0,0,0,0,6,83,0,5,1,0,6,55,0,1,0,87,300,102,0,0,1.0
Signature#6135,1502,7745,1413,0,0,0,2257,6,0,15,0,6,0,0,0,0,0,6308,1,0,1,0,0,0,4,10,0,18,1,0,11,0,0,1,0,155,420,30,0,0,0.14
NestHand#1624,2317,6838,947,1,0,0,706,5,0,13,0,7,0,1,0,1,0,5791,3,1,2,0,0,0,6,20,0,12,1,0,5,0,0,1,0,115,240,28,0,0,1.0
Raijin2020#1484,2725,3854,393,0,0,0,565,6,0,16,0,6,0,1,0,1,0,3461,1,1,0,0,0,0,4,13,0,2,0,0,10,0,0,1,0,52,480,0,0,0,0.75
waxjee#2508,3308,2437,634,0,0,0,513,4,0,6,0,1,0,0,0,0,0,1802,1,0,0,0,0,0,2,2,0,6,0,0,5,0,0,0,0,93,180,18,0,0,0
Arunos#11779,1810,2301,247,0,0,0,623,3,0,3,0,2,0,0,0,0,0,1915,1,0,0,0,0,0,1,6,0,0,1,0,2,0,0,0,0,14,120,0,0,0,0
APPAWATCH#1510,2534,237,0,0,0,0,1000,3,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0
Lordoftwist2#1198,2411,7303,861,0,0,0,2546,8,0,22,0,8,1,1,0,0,0,6429,5,2,0,2,0,0,8,24,0,6,1,0,10,5,0,0,0,152,600,18,0,0,0.4
Twiggs#11962,3019,41552,10627,2,0,0,7062,28,0,78,0,34,1,4,0,2,0,30670,10,4,1,5,0,0,22,119,0,21,1,0,42,670,0,7,0,236,2460,13,4,0,0.61
PantyPants#2448,1992,2304,202,0,0,0,1038,3,0,6,0,1,0,0,0,0,0,2101,1,1,0,0,0,0,3,35,0,1,1,0,4,0,0,0,0,42,240,0,0,0,1.0
Rachel#12310,1398,97315,13502,5,0,0,52616,169,0,307,0,86,8,16,0,8,0,82038,17,11,1,5,0,4,168,1034,0,104,0,0,229,0,0,12,0,1995,10800,92,2,0,0.51
Inc0gnit0#2758,2128,0,0,0,0,0,713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
Dakster99#1537,2260,497,0,0,0,0,86,6,0,2,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,2,0,6,0,0,1,0,0,0,0,98,240,0,0,0,0
Az7y#1447,1499,17569,5519,2,0,0,2733,8,0,36,0,23,0,1,0,1,0,11899,3,1,1,1,0,0,16,63,0,15,0,0,16,0,0,7,0,239,840,142,0,0,0.86
Oniichan#21105,2385,14741,3214,0,0,0,2885,9,0,35,0,14,0,1,0,1,0,11487,4,1,1,2,0,0,14,31,0,17,1,0,23,0,0,1,0,410,840,81,0,0,0.62
Kheyah#21868,2321,635,0,0,0,0,726,4,0,1,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,14,180,0,0,0,1.0
BLooPisgood#1598,1564,6432,315,0,0,0,1252,13,0,21,0,12,1,2,0,0,0,5947,2,1,0,1,0,0,9,41,0,3,0,0,4,12,0,2,0,255,840,41,0,0,0.32
Kai#13431,2716,31913,0,1,0,0,9169,36,0,82,0,41,2,4,0,2,0,0,8,2,4,2,0,0,22,142,0,24,0,0,31,0,0,15,0,281,2640,213,8,0,0.46
Racobic#2663,2329,9877,2957,0,0,0,2412,7,0,23,0,10,1,1,0,0,0,6879,3,0,2,1,0,0,12,29,0,6,1,0,19,0,0,3,0,147,660,67,0,0,0.05
Threebas#2232,1562,116962,13499,8,0,0,31717,126,0,383,0,204,4,14,1,9,0,101422,47,14,15,18,1,4,148,743,0,113,1,0,149,1212,0,45,1,1933,7200,1978,14,0,0.69
Lexodius#2722,1662,183191,17194,5,0,0,35383,258,0,571,0,287,10,30,3,16,0,164887,67,31,17,20,0,3,171,834,0,324,0,0,234,0,0,71,0,5385,14400,1465,2,0,0.61
UniVurSe#1440,1894,11980,1047,0,0,0,2000,11,0,27,0,12,0,1,0,0,0,10757,3,1,1,1,0,2,12,28,0,8,1,0,16,12,0,2,0,256,840,127,0,0,0.48
Kappa#12644,3299,4760,1465,0,0,0,496,5,0,9,0,3,0,0,0,0,0,3265,0,0,0,0,0,0,2,3,0,6,1,0,4,0,0,0,0,145,300,0,0,0,0.31
LazyTitan#13828,2011,11928,3258,0,0,0,4403,6,0,17,0,6,0,1,0,1,0,8277,1,1,0,1,0,0,4,17,0,6,1,0,8,31,0,0,0,339,720,0,0,0,0.57
Ishtar#11645,2457,100318,16238,3,0,0,35928,108,0,311,0,124,3,13,1,8,0,82529,32,8,8,16,1,2,138,650,0,110,1,0,198,735,0,18,0,2222,7200,1029,2,0,0.69
Alex#116378,2387,5105,967,0,0,0,1540,8,0,11,0,6,1,1,0,0,0,4138,1,1,0,0,0,0,2,25,0,0,1,0,3,247,0,3,0,0,360,0,0,0,0
Madmax#2167,2111,37183,209,0,0,0,17254,34,0,93,0,49,2,4,0,2,0,2549,11,4,3,4,0,1,49,222,0,51,0,0,45,0,0,20,0,1075,3000,446,2,0,0.4
GlassBod#1660,2306,11091,3917,0,0,0,3314,9,0,22,0,8,0,1,1,0,0,6995,3,0,2,1,0,0,9,49,0,6,1,0,11,281,0,0,0,56,600,0,0,0,0
Eufro#1719,2619,62380,0,0,0,0,17470,41,0,158,0,72,2,8,1,5,0,0,22,7,7,7,0,1,43,153,0,89,0,0,82,0,0,19,0,1578,3600,377,3,0,0.63
Tutuut#2152,2895,35755,8968,1,0,0,5490,43,0,80,0,32,2,4,0,2,0,26584,6,2,1,3,0,0,31,138,0,44,1,0,34,0,0,9,0,546,3060,54,1,0,0.55
Zhirion#2348,2565,46477,10670,0,0,0,13783,48,0,117,0,50,1,4,2,1,0,34941,11,3,2,6,0,1,36,183,0,40,1,0,59,119,0,11,0,910,2700,286,6,0,0.58
Cesium#11477,2625,2042,793,0,0,0,265,1,0,0,0,0,0,0,0,0,0,1250,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,36,60,0,0,0,0
Porter#21443,2739,64477,9613,5,0,0,22674,41,0,184,0,57,2,8,1,5,0,53193,20,7,3,10,0,2,67,185,0,55,1,0,126,209,0,9,0,1859,3600,356,0,0,0.74
Kelo#11644,2814,5195,1088,0,0,0,2164,6,0,9,0,3,0,0,0,0,0,3882,1,0,0,0,0,0,4,14,0,6,1,0,8,35,0,0,0,100,360,0,0,0,0.69
Sozza#21267,2108,1435,50,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1384,1,0,0,0,0,0,1,4,0,6,1,0,1,0,0,0,0,97,120,0,0,0,0
Scientist#11195,1685,17832,0,0,0,0,8851,17,0,49,0,20,0,2,1,1,0,0,4,1,1,2,0,0,28,94,0,12,0,0,19,0,0,1,0,469,1620,24,0,0,0.63
LazyTitan#117879,500,1398,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,2,0,0,0,0,40,180,0,0,0,1.0
MetalMadhoun#1610,2625,15370,2771,0,0,0,9165,17,0,44,0,20,1,2,1,1,0,12349,7,4,0,2,0,1,12,63,0,25,1,0,18,74,0,1,0,367,1080,174,0,0,0.64
WolfSkymon#2495,1547,6531,640,0,0,0,4353,11,0,20,0,14,1,1,0,0,0,5740,3,2,0,1,0,0,6,33,0,18,1,0,7,0,0,4,0,312,720,18,0,0,0
DDisbaas#2595,2240,5401,874,0,0,0,834,5,0,5,0,2,1,1,0,0,0,4496,2,1,1,0,0,0,2,22,0,5,0,0,2,0,0,0,0,89,360,0,0,0,0
TRex#12497,2575,31952,8894,1,0,0,4200,13,0,71,0,27,1,4,1,2,0,21762,7,2,1,4,0,2,26,50,0,33,1,0,33,0,0,3,0,752,1620,226,1,0,0.71
Fatality#21697,2094,3685,319,0,0,0,4337,5,0,15,0,4,0,0,0,0,0,3366,0,0,0,0,0,0,8,45,0,0,1,0,9,168,0,0,0,0,420,0,0,0,1.0
