battletag,SR,ability_damage_done,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,meteor_strike_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,shields_created,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
EFFECT#31318,1958,241.43,1180,693,0,0,0,1,0,4,0,0,0,0,0,0,0,486,1,1,0,0,0,0,0,1,11,0,0,0,120,0,0,120,0,0,0.08,1.0
Oppenheimer#11894,3069,664.24,1223,66,0,0,0,8,0,2,0,2,0,0,0,0,0,829,2,0,1,1,0,0,0,1,3,0,1,0,210,1,0,180,0,2,0.1,0
LeFlamel#1736,2570,862.23,1896,367,0,0,0,3,0,6,0,1,0,0,0,0,0,1529,0,0,0,0,0,0,0,3,30,0,0,0,450,0,0,180,0,0,0.17,0
Lucario#21542,2887,6286.58,11407,1133,0,0,0,14,0,24,1,18,1,2,0,1,0,10274,6,3,1,1,0,3,0,5,75,0,0,0,2140.12,8,0,900,0,0,0.29,0.37
Kephrii#11655,2797,200,200,0,0,0,0,1,0,1,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,13,0,0,0,1.0
Cybernator#11620,2661,0,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0,0,0.25,0
Patachouwww#2974,2527,2806.28,5154,381,0,0,0,12,0,6,0,4,1,1,0,0,0,4549,0,0,0,0,0,0,0,1,43,0,0,0,1080,0,0,540,0,0,0.32,0
Jackey#11578,2445,374.29,858,187,0,0,0,2,0,0,0,0,1,1,0,0,0,671,0,0,0,0,0,0,0,0,4,0,0,0,90,0,0,60,0,0,0.44,0.06
Mariposa#31240,3446,1039.28,2423,679,0,0,0,11,0,4,0,3,1,1,0,0,0,1742,4,1,1,1,0,0,0,1,1,0,0,0,495,0,0,360,0,0,0.31,0
Casual#11993,2599,4455.42,7862,540,0,0,0,11,0,22,0,15,0,1,0,1,0,7277,2,0,0,1,0,3,0,16,88,0,0,0,1545,1,0,600,20,0,0.26,0.74
youngfoon#1565,1930,4535.38,9055,1300,0,0,0,11,0,22,1,7,0,1,0,1,0,7512,2,1,1,1,1,0,1,12,109,0,1,0,1785,1,0,900,101,0,0.24,0.83
KyRix#11196,2502,0,595,11,0,0,0,2,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0.61,0
sora#2593,1881,6778.77,12466,1605,0,0,0,20,0,39,0,27,0,2,0,1,0,10395,4,2,0,1,0,6,0,20,91,0,0,0,2235,7,0,1200,70,1,0.28,0.76
Samurai#1849,1735,418.43,578,0,0,0,0,1,0,1,0,1,0,0,0,0,0,578,0,0,0,0,0,0,0,1,8,0,0,0,120,0,0,48,0,0,0.23,0
Drgalaxy#21722,2817,7282.12,11981,1333,0,0,0,26,0,30,0,15,0,2,0,2,0,10649,2,1,1,0,0,1,0,4,62,0,0,0,2745,4,0,1140,19,0,0.22,1.0
Aishan#2839,2314,0,44,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25,0,0,0.13,0
Mexi#11525,3358,3239.48,5045,412,0,0,0,9,0,11,0,7,1,1,0,0,0,4633,1,0,1,1,0,2,0,0,16,0,0,0,1277.2,1,0,360,19,0,0.37,0
Giftasaurus#1251,2691,1284.28,2662,605,0,0,0,4,0,5,0,4,0,0,0,0,0,1923,1,0,0,0,0,1,0,2,19,0,1,0,345,0,0,120,0,0,0.24,0
Kriohn#1188,2433,4309.59,7811,1594,0,0,0,17,0,18,0,6,1,1,0,0,0,6216,2,1,0,1,1,1,0,5,64,0,1,0,1545,1,0,720,0,0,0.13,0.23
Diggums#11308,3196,42203.59,81982,13334,1,0,0,83,0,183,1,106,4,8,0,3,0,67822,23,8,8,8,3,28,2,71,783,0,1,0,16823.14,29,0,3600,399,8,0.32,0.44
Alerion#21958,4007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Atlas#11100,2560,7212.56,12984,1160,0,0,0,15,0,20,0,9,1,1,0,0,0,11406,3,1,1,2,0,3,1,11,89,0,0,0,2700,4,0,840,19,4,0.28,0.3
joebloggie#2551,3204,14837.71,26531,1915,1,0,0,30,0,63,0,41,1,2,0,2,0,24003,9,4,2,3,1,7,0,9,107,0,0,0,5785.27,6,0,1740,70,3,0.32,0.66
texnoz#2587,3754,592.29,879,0,0,0,0,3,0,2,0,2,0,0,0,0,0,879,1,0,0,0,0,0,0,1,6,0,0,0,150,0,0,60,0,0,0.17,0.02
Phantoms#11321,2253,634.63,2017,813,0,0,0,4,0,1,0,1,0,0,0,0,0,1160,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,180,0,0,0.18,0
FlayvorTown#1838,2074,0,429,429,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Vivid#1911,2482,303.49,1198,322,0,0,0,3,0,3,0,1,0,0,0,0,0,876,1,0,0,0,0,0,0,2,15,0,0,0,120,0,0,120,0,0,0.26,0.48
DoctorWho#2843,2992,6198.95,12574,2579,1,0,0,15,0,38,0,24,1,1,0,0,0,9995,4,0,2,2,1,5,1,18,65,0,1,0,2252.49,8,0,720,106,0,0.31,0.29
Utah#11804,1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1.0
Bry#11802,3104,2104.41,2929,205,0,0,0,8,0,8,0,7,0,0,0,0,0,2724,1,0,1,0,0,0,0,3,20,0,0,0,690,1,0,300,0,0,0.22,0.82
abilities#11376,4574,1053.33,2425,459,0,0,0,12,0,4,0,2,0,0,0,0,0,1858,1,0,0,0,0,0,0,2,20,0,0,0,450,1,0,240,4,0,0.34,0.64
Stealthless#11272,3320,3081.63,4929,214,0,0,0,14,0,9,0,7,1,1,0,0,0,4715,1,1,0,0,0,3,0,3,26,0,1,0,1043.28,3,0,420,0,0,0.33,0
Nikkex#21517,3505,270.59,1244,396,0,0,0,5,0,2,0,1,1,1,0,0,0,848,2,0,1,0,0,0,0,0,0,0,0,0,120,0,0,240,0,0,0.15,0
VisAbsoluta#21404,3658,4134.21,7907,278,0,0,0,9,0,21,0,9,1,1,0,0,0,7614,2,1,0,1,0,2,0,16,87,0,0,0,1585.17,1,0,420,65,0,0.3,0
Barsoune#2299,3261,301.81,635,0,0,0,0,1,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,60,0,0,0.22,1.0
Tree#12796,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
BennyPK#1546,2258,1085.9,2439,660,0,0,0,6,0,2,0,2,0,0,0,0,0,1479,1,0,0,0,0,0,0,0,5,0,1,0,465,1,0,240,0,0,0.47,0
Lucasizq#1784,2954,422.39,557,0,0,0,0,1,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,13,0,0,0,120,0,0,52,0,0,0.31,1.0
Lubudubudu#2191,3248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Liam#22919,3675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Taimou#3401,2228,655.33,1959,660,0,0,0,5,0,1,0,1,0,1,0,0,0,1299,1,0,0,1,0,0,0,0,3,0,0,0,240,0,0,240,0,0,0.24,0.11
Raynaud#11428,3746,668.89,1462,0,0,0,0,3,0,2,0,2,0,0,0,0,0,1403,0,0,0,0,0,0,0,2,22,0,0,0,300,0,0,60,0,0,0.5,1.0
Seagull#11685,2981,18607.84,34712,4215,1,0,0,39,0,88,0,50,0,3,0,3,0,29920,9,2,4,3,1,15,0,35,219,0,0,0,6745.54,13,0,2280,348,0,0.25,0.89
Mentaur#21734,2704,83.99,355,0,0,0,0,1,0,2,0,1,0,0,0,0,0,355,0,0,0,0,0,0,0,1,4,0,0,0,30,0,0,120,0,0,0.34,1.0
Strawberrys#11911,2995,274.81,418,0,0,0,0,1,0,1,0,1,0,0,0,0,0,418,0,0,0,0,0,0,0,0,3,0,0,0,60,1,0,60,0,0,0.3,0
Avengedraugt#1972,1821,894,1863,669,0,0,0,7,0,5,0,3,1,1,0,0,0,1195,0,0,0,0,0,2,0,2,8,0,0,0,330,2,0,240,0,0,0.23,0
Chester#2158,1803,4944.37,11217,2798,0,0,0,25,0,20,0,12,1,1,0,1,0,8200,3,1,0,1,0,2,0,5,122,0,1,0,1992.06,3,0,1140,0,0,0.25,0.38
LudFen#2793,1959,148.79,149,0,0,0,0,0,0,1,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,1,0,0,0,60,0,0,18,0,0,0,1.0
FlapJack#12911,2092,1150.59,2578,184,0,0,0,6,0,6,0,3,0,0,0,0,0,2394,1,0,1,0,1,0,0,2,8,0,0,0,390,1,0,240,4,0,0.45,0.09
jabba123#2610,3032,275,314,33,0,0,0,1,0,1,0,1,0,0,0,0,0,281,0,0,0,0,0,0,0,1,1,0,0,0,60,1,0,51,0,0,0.03,0
Brendie#1370,2523,1428.67,2590,850,0,0,0,4,0,4,0,2,0,0,0,0,0,1740,0,0,0,0,0,0,0,1,25,0,0,0,540,0,0,180,0,0,0.15,1.0
obviouscloud#1287,3073,3410.46,5365,466,0,0,0,14,0,15,0,8,0,1,0,1,0,4728,3,1,1,1,0,1,0,1,37,0,0,0,1215,2,0,600,44,4,0.37,0.8
CsBull3n#2865,3363,5691.51,12324,2284,0,0,0,26,0,32,0,18,1,1,0,1,0,9787,2,1,1,1,1,2,0,10,65,0,1,0,2107.96,4,0,1200,152,0,0.38,0.35
LeEmokid#1757,1670,24369.55,50066,13119,0,0,0,75,0,98,0,51,4,5,0,1,0,35852,13,5,2,6,2,9,0,42,547,0,0,0,9733.06,8,0,3600,134,6,0.19,0.19
iRottan#2729,2051,220.71,852,325,0,0,0,4,0,0,0,0,0,0,0,0,0,517,1,0,0,0,0,0,0,0,7,0,0,0,90,0,0,120,0,0,0.1,0
Oops#22582,2819,21344.32,40507,5258,0,0,0,67,0,105,0,55,2,5,0,3,0,33981,10,4,3,2,1,12,0,38,202,0,0,0,8098.48,18,0,3300,150,2,0.31,0.58
Tiltz#11146,3498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
NoAimNoBrain#1190,2421,1607.66,1964,212,0,0,0,4,0,5,0,2,0,0,0,0,0,1704,0,0,0,0,0,0,0,0,16,0,0,0,420,1,0,120,0,0,0.1,1.0
WatchMeKek#2104,2720,0,77,0,0,0,0,0,0,2,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,42,0,0,0.19,1.0
Emperor#22346,4343,1335.99,2765,181,0,0,0,10,0,8,0,3,0,0,0,0,0,2584,2,1,1,0,0,1,0,3,11,0,0,0,630,1,0,240,53,0,0.36,0
iBanged#2764,3399,1131.83,2269,142,0,0,0,7,0,4,0,3,0,1,0,0,0,2127,1,1,0,0,0,0,0,0,5,0,1,0,480,1,0,240,0,0,0.34,0.5
JarrettV2#1319,2369,5831.77,12077,1198,0,0,0,27,0,32,0,19,2,2,0,0,0,10656,3,1,0,2,2,4,0,6,114,0,0,0,2070,6,0,1320,52,0,0.26,0
Kiseki#11603,2933,190.63,578,184,0,0,0,5,0,2,0,1,0,0,0,0,0,394,1,0,0,0,0,0,0,0,8,0,0,0,90,1,0,120,0,0,0.22,0.51
Sofancy#21809,3143,5232.47,11622,2619,1,0,0,10,0,29,0,14,1,1,0,0,0,9003,2,0,0,1,0,3,0,6,60,0,1,0,1898.92,1,0,600,197,0,0.31,0.35
Princess#21855,2167,443.45,826,154,0,0,0,4,0,2,0,2,0,0,0,0,0,672,0,0,0,0,0,0,0,0,12,0,0,0,180,0,0,120,0,0,0.22,0.25
Rolofiend#1318,1823,596.89,1597,634,0,0,0,6,0,1,0,0,0,0,0,0,0,961,1,0,0,1,0,0,0,0,16,0,0,0,150,0,0,180,0,2,0.15,0.5
Cyndakill#21448,2217,246.25,246,0,0,0,0,1,0,1,0,1,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,36,0,0,0,0
WowABadGenji#1409,2129,7903.38,14036,2710,0,0,0,13,0,33,0,22,0,1,0,1,0,11211,3,1,2,1,0,4,0,15,86,0,0,0,2416.05,9,0,780,231,0,0.26,0.99
Bnetplayer#239928,3246,0,84,0,0,0,0,2,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,1,0.19,0
LeGrosdu06#2233,2622,1873.28,2920,0,0,0,0,9,0,5,0,3,1,1,0,0,0,2848,1,0,0,1,0,0,0,1,8,0,0,0,690,1,0,300,0,0,0.27,0
River#12168,2383,26249.55,46654,6386,0,0,0,77,0,122,2,83,4,5,1,1,0,39788,14,7,3,5,8,16,1,50,496,0,0,0,10158.96,29,0,3600,219,2,0.26,0.12
munkeydung#1290,2444,546.52,1071,297,0,0,0,3,0,2,0,2,0,0,0,0,0,774,0,0,0,0,0,0,0,0,2,0,0,0,210,1,0,180,0,0,0.1,0.1
Chanysmodex#2219,2531,1856.15,4183,1484,0,0,0,9,0,4,0,3,0,1,0,0,0,2692,2,0,1,0,0,1,0,2,11,0,0,0,615,3,0,240,0,6,0.35,0.34
PooDooSki#1424,2082,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
Seahorse#11154,2753,1284.24,2498,148,0,0,0,2,0,7,0,4,0,0,0,0,0,2313,0,0,0,0,0,0,0,5,33,0,0,0,525,0,0,180,9,0,0.26,1.0
MFD22#2605,3127,5963.6,12436,1743,0,0,0,23,0,32,0,17,1,2,0,0,0,10367,4,2,1,1,1,2,0,14,105,0,1,0,2784.55,3,0,1020,6,2,0.3,0.15
Muramasa#21925,1920,6419.74,11050,1551,0,0,0,24,0,30,0,21,2,2,0,0,0,9155,1,0,0,1,3,5,0,7,65,0,1,0,1907.64,12,0,1380,29,1,0.18,0
Renegader#2393,2409,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,42,0,0,0,0
SHOTGUN2HEAD#1497,3279,1375.85,2663,232,0,0,0,7,0,7,0,4,0,0,0,0,0,2431,1,0,0,0,0,1,0,3,14,0,1,0,392.2,1,0,240,80,0,0.37,0.47
Farufaru#1552,2384,1170.39,3526,1361,0,0,0,6,0,9,0,4,0,0,0,0,0,2166,0,0,0,0,0,1,0,5,31,0,0,0,555,2,0,300,19,0,0.11,1.0
limux#21859,4300,159998.11,287662,27008,3,0,0,445,0,829,8,572,15,38,0,23,0,256309,74,37,14,23,9,91,6,256,1884,0,0,1,58346.87,158,2,21600,2770,21,0.39,0.61
RobertTheCat#11679,2455,415,1290,528,0,0,0,6,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,9,0,0,0,90,0,0,180,0,0,0.38,0
Jeroeneey#2379,3121,559.42,881,0,0,0,0,3,0,4,0,2,0,0,0,0,0,881,0,0,0,0,0,0,0,2,10,0,0,0,180,0,0,120,61,0,0.17,1.0
HrSebfie#2338,1663,595.79,1217,286,0,0,0,2,0,2,0,1,0,0,0,0,0,931,0,0,0,0,0,0,0,2,16,0,0,0,120,1,0,60,0,0,0.35,0.54
Noah#13435,3429,9649.27,20885,4800,0,0,0,25,0,45,0,21,1,2,0,0,0,15898,4,1,1,3,3,8,0,24,216,0,0,0,3186.6,3,0,1380,303,4,0.28,0.22
AionX#11177,2176,400,637,0,0,0,0,5,0,0,0,0,0,0,0,0,0,637,1,0,0,0,0,0,0,0,6,0,0,0,90,0,0,120,0,0,0.27,0
Xplode#21163,2897,39174.49,85285,19366,2,0,0,100,0,182,1,105,3,7,0,4,0,65406,20,6,7,7,3,27,1,71,664,0,0,0,15132.97,20,0,3600,469,1,0.23,0.51
Elstorko1#2148,3353,2654.94,5076,761,0,0,0,12,0,13,0,8,0,1,0,0,0,4314,2,1,0,0,0,1,1,1,72,0,0,0,1020,3,0,480,0,1,0.2,0.56
imanpro#1851,2699,0,565,565,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
Nanotech#21114,2609,66.49,198,0,0,0,0,2,0,1,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,42,0,0,0.2,0
xlandk1200s#1602,2501,193.61,288,0,0,0,0,1,0,0,0,0,0,0,0,0,0,288,1,0,0,0,0,0,0,0,2,0,0,0,60,0,0,60,0,0,0.21,0
Winter#11110,2506,708.85,1128,0,0,0,0,2,0,2,0,2,0,0,0,0,0,1027,1,1,0,0,0,0,0,2,10,0,1,0,210,0,0,180,0,0,0.31,0.02
Hitsugayya#2609,2503,4336.22,6071,383,0,0,0,14,0,22,0,19,0,1,0,1,0,5639,2,1,0,1,0,0,0,10,38,0,0,0,1230,7,0,660,171,0,0.26,0.64
Ihasflavour#1939,3283,491.96,1093,0,0,0,0,3,0,4,0,3,0,0,0,0,0,1093,0,0,0,0,0,0,0,2,12,0,0,0,180,0,0,120,5,0,0.34,0.33
Bwabus#2896,2862,7519.02,17057,5254,0,0,0,24,0,27,1,15,1,2,0,1,0,11579,4,2,0,2,1,9,1,11,259,0,0,0,2861.18,8,0,1320,127,0,0.25,0.52
Icarus#13322,2641,18673.32,32421,5144,0,0,0,62,0,60,0,37,3,4,0,1,0,26595,8,4,1,2,1,9,0,16,205,0,0,0,6232.14,17,0,2880,34,1,0.21,0.28
hehexd#21816,2851,25750.5,53366,8512,0,0,0,90,0,116,0,61,3,4,1,1,0,43394,8,3,2,3,2,15,0,45,442,0,0,0,9570.92,11,0,3600,152,2,0.28,0.15
Inglourious#21704,3549,2576.12,5041,396,0,0,0,5,0,11,0,7,0,0,0,0,0,4444,1,0,1,0,0,2,0,3,143,0,0,0,1020,2,0,420,0,0,0.25,1.0
Pondman#11928,3367,149.36,373,0,0,0,0,2,0,1,0,1,0,0,0,0,0,373,1,0,0,0,0,0,0,0,0,0,0,0,60,0,0,60,0,0,0.45,0
WeebMaster#2159,2325,2780.25,5952,1670,0,0,0,8,0,19,0,15,0,1,0,0,0,4281,2,1,0,1,0,2,0,8,84,0,0,0,975,2,0,480,0,0,0.32,0.62
Vodkita#11583,3000,648.88,829,44,0,0,0,3,0,3,0,0,0,0,0,0,0,785,0,0,0,0,0,0,0,2,3,0,0,0,180,0,0,120,0,0,0.2,0.71
Reven#1599,3024,6162.18,11400,2321,0,0,0,28,0,18,0,13,1,2,0,0,0,9054,4,1,1,2,0,1,0,6,107,0,0,0,1890,5,0,1080,0,0,0.26,0.14
Chicken#12317,3917,16333.45,32172,5907,0,0,0,52,0,79,0,52,2,3,0,2,0,25628,6,3,1,2,0,5,1,25,214,0,0,0,5895,15,0,2460,94,0,0.27,0.48
Happyfeet#122661,3208,137.59,435,198,0,0,0,1,0,0,0,0,0,0,0,0,0,138,1,0,0,0,0,0,0,0,1,0,0,0,60,0,0,60,0,1,0.18,1.0
DonkeyDanger#1961,2892,314.24,756,100,0,0,0,0,0,1,0,0,0,0,0,0,0,656,0,0,0,0,0,0,0,0,6,0,0,0,120,0,0,36,0,0,0.4,1.0
RICEHARD#1905,2648,375.6,649,132,0,0,0,4,0,1,0,1,0,0,0,0,0,517,1,0,0,0,0,0,0,0,0,0,0,0,150,0,0,120,0,0,0.24,0
Elpikot#2844,2227,4489.87,10930,3169,0,0,0,9,0,29,1,17,1,2,0,1,0,7654,3,2,0,2,2,3,0,9,83,0,1,0,1491,6,0,840,50,0,0.19,0.58
Alex#115598,2473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1.0
ScottPilgrim#2792,3015,19542.96,41804,4399,0,0,0,104,0,83,0,46,6,7,0,0,0,35667,10,5,2,3,7,8,0,22,325,0,0,2,8648.48,8,0,3600,136,4,0.32,0.05
Skaguy88#1664,2312,258.46,446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,446,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,43,0,0,0.66,0
jc911142#1518,3203,6414.31,15400,2980,0,0,0,25,0,35,0,21,1,2,0,1,0,12269,4,2,1,1,2,3,0,13,116,0,0,0,2235,2,0,1020,61,3,0.34,0.31
Momario#1746,1967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Satol#4438,3632,3743.81,7025,889,0,0,0,8,0,13,0,9,0,1,0,1,0,6091,2,1,0,1,0,2,0,3,35,0,0,0,1200,2,0,420,0,0,0.43,0.95
Pentium#11250,2857,20013.43,36990,5608,0,0,0,58,0,80,0,54,3,4,0,1,0,30789,5,3,0,1,1,10,0,27,207,0,0,0,8436.3,14,0,3120,104,1,0.3,0.25
Wolf#18793,2731,200,200,0,0,0,0,1,0,1,0,1,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,90,1,0,41,0,0,0,0
REAPER#19990,3000,1139.86,2207,304,0,0,0,9,0,6,0,2,1,1,0,0,0,1902,1,1,0,0,0,0,0,2,36,0,0,0,390,1,0,360,0,0,0.19,0
Jade#12614,2517,1533.52,2368,188,0,0,0,3,0,6,0,5,0,0,0,0,0,2116,1,0,1,0,0,1,0,3,24,0,0,0,435,0,0,240,0,0,0.34,1.0
EmeraldDuo#1147,2552,1316.13,2095,528,0,0,0,7,0,1,0,0,0,0,0,0,0,1567,1,0,1,0,0,0,0,0,2,0,0,0,330,0,0,180,0,0,0.14,0
Joerind#21482,2062,180.47,329,0,0,0,0,1,0,1,0,1,0,0,0,0,0,329,0,0,0,0,0,0,0,1,5,0,0,0,60,0,0,60,0,0,0.3,1.0
sn3ugl3#2407,1903,629.43,1579,66,0,0,0,3,0,4,1,2,0,0,0,0,0,1513,1,0,0,0,0,2,0,1,0,0,0,0,405,1,0,60,0,0,0.25,1.0
Rhapsodie#11983,3546,50,50,0,0,0,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1,10,0,0,0,30,0,0,35,0,0,0,1.0
Spellamander#2922,2962,0,55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0.41,0
DaOrgest#1827,2134,2684.71,4575,583,0,0,0,14,0,6,0,5,1,1,0,0,0,3835,3,1,1,1,0,1,0,1,45,0,0,0,930,2,0,540,0,0,0.31,0.1
BlondeGetCrz#2194,3200,15237.61,27300,3415,0,0,0,46,0,70,0,39,2,4,0,2,0,23499,6,2,1,2,0,11,0,21,188,0,0,0,5370.45,5,0,2520,120,0,0.35,0.56
Danusional#1897,4107,526.77,1157,84,0,0,0,2,0,2,0,2,0,0,0,0,0,1008,0,0,0,0,0,0,0,1,9,0,0,0,150,0,0,60,4,0,0.3,0.4
Darkxan#2274,1347,250,785,282,0,0,0,2,0,0,0,0,1,1,0,0,0,503,1,0,0,1,0,0,0,0,1,0,0,0,30,0,0,300,0,0,0.11,0
RustyKrieger#1125,3075,599.34,840,0,0,0,0,1,0,5,0,2,0,0,0,0,0,840,0,0,0,0,0,0,0,4,20,0,0,0,240,0,0,60,8,0,0.25,1.0
CharlieMadaB#1310,1358,21250.07,35239,3507,0,0,0,46,0,87,3,57,1,4,0,3,0,31457,11,1,4,5,1,11,0,39,351,0,0,0,8230.76,13,0,2760,442,0,0.26,0.73
Gre7n#11184,3975,1037.03,2706,856,0,0,0,2,0,5,0,2,0,0,0,0,0,1850,0,0,0,0,0,0,0,3,21,0,0,0,330,1,0,120,0,0,0.29,1.0
Akaomi#11337,2598,827.22,1504,0,0,0,0,6,0,3,0,0,0,0,0,0,0,1504,1,0,0,0,0,0,0,0,38,0,1,0,360,0,0,180,0,0,0.32,0
THEXX#2777,2548,40960.47,74717,10228,0,0,0,157,0,161,0,83,7,12,0,5,0,63636,15,6,1,7,3,22,0,45,623,0,0,0,15827.82,18,0,7200,18,5,0.26,0.38
Repaer#11158,2916,16283.2,28604,3776,0,0,0,49,0,53,0,34,3,5,0,2,0,24061,4,2,1,1,3,6,0,15,144,0,0,0,6324.11,12,0,2520,58,1,0.26,0.35
Theatrics#11465,1915,5923.56,8945,659,0,0,0,17,0,28,0,15,0,1,0,1,0,8144,0,0,0,0,1,6,0,10,73,0,0,0,2025,7,0,900,32,0,0.28,0.89
LovePhoton#6159,1646,5733.03,9121,426,0,0,0,16,0,23,0,17,0,1,0,1,0,8194,3,1,1,2,0,2,0,11,94,0,0,0,1995,8,0,900,157,0,0.25,0.57
DarkRider#2254,2006,1348.46,2681,585,0,0,0,6,0,9,0,5,0,0,0,0,0,2096,1,1,0,0,0,1,0,5,34,0,0,0,585,1,0,360,0,0,0.11,1.0
Metsik#1836,1677,203648.71,348564,47432,2,0,0,726,0,733,3,466,26,52,0,26,0,295551,72,36,10,26,22,128,4,276,2336,0,1,0,82942.12,148,0,32400,973,4,0.27,0.5
darkwaterboz#1109,2476,103.29,174,0,0,0,0,1,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,27,0,0,0.04,0
SpeQ#21383,2874,1250.5,1663,192,0,0,0,4,0,3,0,2,0,0,0,0,0,1471,0,0,0,0,0,1,0,0,4,0,0,0,495,1,0,120,0,0,0.09,0
Bastion#21936,2058,2223.45,4767,772,0,0,0,12,0,12,0,6,1,1,0,0,0,3850,1,1,0,0,0,0,0,6,50,0,0,0,900,0,0,480,3,0,0.3,0
TheWorld#3169,3134,8725.16,17284,2597,0,0,0,23,0,51,0,30,1,2,0,2,0,14487,4,0,2,1,2,5,0,14,91,0,0,0,2865,7,0,1560,6,0,0.37,0.73
RedBlaze#2525,3083,245.51,348,66,0,0,0,2,0,0,0,0,0,0,0,0,0,282,0,0,0,0,0,0,0,0,3,0,0,0,60,0,0,27,0,0,0.33,0.56
Dekonado#1569,2238,130.64,336,93,0,0,0,2,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,50,0,0,0.23,1.0
Mannos#21257,2724,2546.12,4619,366,0,0,0,11,0,17,0,8,1,1,0,0,0,4071,1,1,0,1,4,1,0,5,74,0,0,0,1155,2,0,600,0,0,0.23,0.28
Kirai#21184,2723,593.76,1592,695,0,0,0,2,0,0,0,0,0,0,0,0,0,897,0,0,0,0,0,0,0,0,11,0,0,0,210,0,0,60,0,0,0.2,0
KenBrooklyn#2776,2297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.74
Greedy#21471,2279,300.99,528,66,0,0,0,1,0,1,0,1,0,0,0,0,0,462,0,0,0,0,0,0,0,0,2,0,0,0,90,1,0,60,0,0,0.13,0
