battletag,SR,ability_damage_done,all_damage_done,barrier_damage_done,cards,critical_hit_accuracy,critical_hits,deaths,defensive_assists,eliminations,environmental_kills,final_blows,games_lost,games_played,games_tied,games_won,healing_done,hero_damage_done,medals,medals_-_bronze,medals_-_gold,medals_-_silver,melee_final_blows,meteor_strike_kills,multikills,objective_kills,objective_time_seconds,offensive_assists,quick_melee_accuracy,shield_generators_destroyed,shields_created,solo_kills,teleporter_pads_destroyed,time_played_seconds,time_spent_on_fire_seconds,turrets_destroyed,weapon_accuracy,win_percentage
LegenD#1194,2860,508.48,830,0,0,0,0,7,0,2,0,0,0,0,0,0,0,789,1,0,0,0,0,0,0,2,25,0,0,0,180,0,0,180,0,0,0.18,0.05
Moonheart#1188,3648,150,150,0,0,0,0,4,0,0,0,0,0,0,0,0,0,150,1,0,0,0,0,0,0,0,3,0,0,0,60,0,0,120,0,0,0,0
Vihni#2280,2449,489.54,662,132,0,0,0,1,0,1,0,1,0,0,0,0,0,530,1,0,0,0,0,0,0,0,3,0,0,0,120,1,0,120,0,0,0.08,0.8
DekaSchfifty#1420,2078,368.79,593,81,0,0,0,4,0,2,0,2,0,0,0,0,0,512,0,0,0,0,0,0,0,1,0,0,0,0,150,0,0,180,0,0,0.24,1.0
elebrys#2792,2521,1007.6,1543,228,0,0,0,3,0,5,0,4,0,0,0,0,0,1316,2,2,0,0,0,2,0,0,4,0,0,0,495,0,0,120,0,0,0.11,0
Calab#2705,3123,35304.31,60725,5991,0,0,0,78,0,141,1,86,3,6,0,2,0,54009,16,6,4,5,4,21,2,49,488,0,0,0,13339.94,17,0,3600,454,0,0.27,0.35
nonololo#2994,2666,100993.06,189269,20536,1,0,0,391,0,418,8,275,18,24,0,6,0,164917,43,19,9,14,6,62,3,125,1073,0,0,0,39868.51,109,2,14400,296,26,0.27,0.26
Poke#1183,1819,2714.8,5226,1064,0,0,0,8,0,10,0,5,1,1,0,0,0,3964,2,1,0,1,0,0,0,5,99,0,0,0,780,2,0,480,0,0,0.14,0
EpicBacon#1973,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
GerickoJosef#1648,1136,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,41,0,0,0.16,0
statements#11525,4222,0,271,66,0,0,0,1,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,1,0,0.41,0.13
Lonestarbeer#1122,1647,4394.17,10709,2450,0,0,0,35,0,23,0,17,2,2,0,0,0,8065,2,1,0,0,1,4,0,2,43,0,0,0,1980,9,0,1440,50,0,0.21,0
Pupper#11477,3549,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
Bloodlord67#1367,2121,1802.83,4513,598,0,0,0,13,0,9,0,3,1,1,0,0,0,3691,1,1,0,0,0,0,0,3,54,0,0,0,630,0,0,600,0,1,0.29,0
twil#1572,2489,1039.89,2325,310,0,0,0,4,0,10,0,6,0,0,0,0,0,1958,0,0,0,0,0,1,0,3,29,0,0,0,540,0,0,120,0,0,0.36,1.0
OgiBear#11332,2853,6687.74,11979,1518,1,0,0,8,0,35,0,23,1,1,0,0,0,10457,2,1,1,1,2,4,0,24,192,0,1,0,2635.62,4,0,600,408,3,0.22,0
LazyTurtle#1233,1981,54109.11,89604,8626,1,0,0,101,0,217,2,152,3,10,0,6,0,75953,25,8,8,8,7,27,0,86,965,0,0,0,20179.29,54,0,3600,451,21,0.33,0.66
Nobre#21619,2296,213.43,390,110,0,0,0,1,0,0,0,0,0,0,0,0,0,279,0,0,0,0,0,0,0,0,11,0,0,0,120,0,0,29,0,0,0.12,0
Myster#11328,3192,3943.11,7316,1613,0,0,0,15,0,15,0,7,1,1,0,1,0,5535,4,1,1,2,0,1,0,3,114,0,1,0,1620,2,0,960,73,1,0.33,0.45
Corderus#1697,2117,917.44,1625,66,0,0,0,3,0,2,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,1,12,0,0,0,315,0,0,120,0,0,0.44,1.0
KSF#11481,2284,20065.78,39500,5845,0,0,0,50,0,91,0,57,2,3,0,1,0,32835,10,2,6,1,7,17,1,30,173,0,1,0,8855.41,17,0,2520,509,2,0.37,0.36
shepstar#2137,2535,1908.28,3261,0,0,0,0,8,0,10,0,6,0,0,0,0,0,3236,2,1,0,1,0,4,0,2,24,0,0,0,747.68,3,0,300,80,0,0.17,0
hamaja#2693,3805,1199.64,1834,0,0,0,0,7,0,7,0,6,0,0,0,0,0,1834,1,0,0,1,0,1,0,0,3,0,0,0,465,2,0,240,0,0,0.29,1.0
peaks#21495,2927,3056.99,7929,2043,1,0,0,8,0,13,0,9,0,1,0,1,0,5886,2,0,1,1,2,2,0,8,55,0,1,0,1080,4,0,480,0,0,0.33,0.71
Deuteronomy#11593,2544,8556.31,18453,2479,0,0,0,24,0,39,0,23,1,2,0,1,0,15592,4,2,1,1,2,5,1,14,135,0,0,0,3571.05,2,0,1440,44,1,0.34,0.51
Tankbeast#1536,1937,1820.31,3033,0,0,0,0,7,0,7,0,4,1,1,0,0,0,2713,1,1,0,0,0,1,0,4,32,0,0,0,750,2,0,300,0,0,0.28,0.04
JollyRoger#1351,3095,1105.09,1842,243,0,0,0,2,0,1,0,0,0,0,0,0,0,1598,0,0,0,0,0,0,0,0,36,0,0,0,390,0,0,60,0,0,0.24,0
EFFECT#31729,1506,9047.47,12296,672,0,0,0,14,0,40,0,25,1,2,0,0,0,11423,4,2,0,2,0,4,0,28,154,0,0,0,3120,10,0,900,146,0,0.17,0.1
OhGod#11457,3029,137336.49,288000,35199,8,0,0,345,0,736,29,454,17,31,0,14,0,247422,73,25,24,25,26,92,2,209,1590,0,0,0,55362.2,179,0,18000,2107,20,0.32,0.44
ReZoX#21780,3513,1105.75,1625,0,0,0,0,5,0,4,0,1,0,0,0,0,0,1625,1,1,0,0,0,1,0,0,5,0,0,0,510,1,0,180,0,0,0.15,0
FishHunter#21738,1975,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
Bard4lyfe#2377,2413,1627.13,3031,593,0,0,0,14,0,7,0,5,1,1,0,0,0,2439,3,1,0,2,1,1,0,0,21,0,0,0,810,4,0,600,0,0,0.15,0.33
Taka#21182,2417,1937.32,3527,519,0,0,0,8,0,7,0,5,0,0,0,0,0,3008,1,0,1,0,0,0,0,1,42,0,0,0,555,1,0,300,0,0,0.24,0.92
idankutin#2465,2001,1511.35,2667,419,0,0,0,6,0,3,0,2,0,1,0,0,0,2248,1,1,0,0,0,0,0,2,47,0,0,0,360,0,0,300,0,0,0.15,0.32
W4R90D#1339,2769,615.3,718,0,0,0,0,4,0,2,0,2,0,0,0,0,0,718,0,0,0,0,0,0,0,1,3,0,0,0,285,1,0,180,0,0,0.11,0
Dietrologia#1764,1291,7608.77,13707,314,0,0,0,22,0,38,0,19,1,2,0,1,0,13213,5,2,1,2,0,2,0,28,230,0,1,0,2750.66,3,0,1140,42,0,0.32,0.45
ATRoX#31842,2804,218.63,1008,151,0,0,0,3,0,1,0,0,0,0,0,0,0,857,0,0,0,0,0,0,0,0,17,0,0,0,90,0,0,60,0,0,0.28,1.0
GenjiMain#2408,3275,50,122,0,0,0,0,2,0,1,0,1,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,39,0,0,0.11,0
chrisr#2283,1525,2018.07,4322,649,0,0,0,8,0,11,0,7,1,1,0,0,0,3445,1,1,0,0,0,2,0,4,27,0,0,0,757.26,3,0,420,0,1,0.25,0
Mirror#11391,2618,12802.4,26641,4500,0,0,0,38,0,57,1,34,1,3,0,2,0,21646,7,4,1,2,1,6,0,19,210,0,0,0,4890,8,0,1920,141,0,0.24,0.67
MrKoalaMan#1466,2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0
sora#32779,1638,50,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,22,0,0,0,0
Induce#21421,3846,466.19,769,72,0,0,0,2,0,2,0,0,0,0,0,0,0,697,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,60,0,0,0.15,1.0
Cr0nix#2589,2528,1335.7,2072,0,0,0,0,10,0,5,0,5,0,1,0,0,0,2072,1,0,0,1,1,0,0,0,12,0,0,0,555,1,0,360,0,0,0.31,0.3
BirBoRushKo#2961,3589,230.03,486,0,0,0,0,2,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,59,0,0,0.39,0
icecreambbt#1766,1377,928.35,1287,121,0,0,0,5,0,3,0,3,1,1,0,0,0,1165,1,1,0,0,0,0,0,2,29,0,0,0,300,0,0,240,0,0,0.12,0
Biester#1510,2391,1086.98,1665,346,0,0,0,4,0,2,0,2,0,0,0,0,0,1318,1,1,0,0,0,1,0,2,19,0,0,0,390,1,0,240,0,0,0.2,0
marier#11393,2306,335.63,992,71,0,0,0,6,0,3,0,2,0,0,0,0,0,920,1,0,0,0,0,0,0,1,20,0,0,0,225,0,0,180,0,0,0.26,1.0
threatprince#1555,2359,5406.61,7958,151,0,0,0,30,0,18,0,13,2,2,0,0,0,7806,4,2,1,1,1,1,0,9,108,0,0,0,1770,4,0,1320,0,0,0.23,0.13
WipY#31584,3455,14658.24,31241,3651,0,0,0,58,0,66,0,37,1,4,0,2,0,27031,6,5,0,1,0,13,0,11,150,0,0,0,5718.21,10,0,3120,0,1,0.35,0.59
Dodo#2936,3633,12074.84,22091,3229,0,0,0,39,0,42,0,31,2,3,0,1,0,18210,6,2,1,3,2,4,0,22,181,0,1,1,3973.48,6,0,1860,108,9,0.31,0.41
Junkrat#11890,2972,4934.6,9446,1215,0,0,0,3,0,25,0,14,0,1,0,1,0,8232,1,1,0,0,0,5,1,9,62,0,0,0,2010,1,0,540,10,0,0.29,1.0
Rain#14811,3144,980.07,2795,389,0,0,0,2,0,1,0,1,0,0,0,0,0,1777,1,0,1,0,0,0,0,0,6,0,0,0,345,0,0,120,0,4,0.55,1.0
DireWolf#22578,2587,54.29,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,36,0,0,0,1.0
MHuy#1666,1687,14507.3,26057,3293,0,0,0,32,0,65,0,35,1,3,0,2,0,22379,6,2,0,4,0,13,0,25,355,0,0,0,6103.56,8,0,2100,140,7,0.31,0.72
Wubba#21822,2401,184.43,467,0,0,0,0,1,0,1,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,56,0,0,0.35,1.0
SuckerPunch#21732,2365,215.51,282,66,0,0,0,1,0,1,0,1,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,48,0,0,0,1.0
marvellousLi#2775,2463,37790.34,69435,5769,1,0,0,88,0,160,1,105,4,8,0,4,0,62584,18,7,7,5,5,19,1,44,278,0,0,0,13902.39,35,0,3600,539,1,0.37,0.5
Ormalen#2825,2742,292.74,451,0,0,0,0,2,0,1,0,0,0,0,0,0,0,451,0,0,0,0,0,0,0,0,1,0,0,0,90,0,0,60,0,0,0.21,0.71
Firnin#1558,2572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Yevn#1574,2215,4303.97,7440,478,0,0,0,13,0,13,0,9,1,1,0,0,0,6922,2,1,0,1,0,2,0,10,77,0,0,0,1860,1,0,480,19,0,0.3,0.09
Legend#32444,1860,467.28,881,228,0,0,0,2,0,2,0,1,0,0,0,0,0,550,0,0,0,0,1,0,0,0,8,0,0,0,60,0,0,60,0,4,0.12,1.0
ElmalSwag678#1561,2040,9491.36,18303,3549,1,0,0,17,0,48,0,29,1,2,0,1,0,14494,6,3,2,1,1,5,0,20,105,0,1,0,3367.41,5,0,1140,146,0,0.28,0.61
PapaTouffe#2747,2698,924.31,1185,0,0,0,0,1,0,2,0,2,0,0,0,0,0,1185,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,60,0,0,0.48,0
HardbassSlav#2964,2996,293.04,454,100,0,0,0,2,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,15,0,0,0,90,0,0,60,0,0,0.09,0
Vampyr#2678,2884,1147.08,3121,923,0,0,0,2,0,2,0,1,0,0,0,0,0,2197,0,0,0,0,0,0,0,0,14,0,0,0,435,0,0,240,0,0,0.19,0
Ninja#24559,3162,9516.04,14902,1273,0,0,0,26,0,38,0,31,0,2,0,1,0,13599,6,3,1,2,0,5,0,15,99,0,0,0,3320.47,12,0,1200,127,0,0.35,0.85
code#31585,2102,443.89,642,88,0,0,0,3,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,3,0,0,0,150,0,0,60,0,0,0.29,0.74
LeFall#1842,3000,23360.19,45389,11162,1,0,0,53,0,85,0,48,3,4,0,1,0,33562,14,4,7,3,0,11,1,38,487,0,0,0,9316.53,9,0,2880,438,1,0.19,0.22
Zerojdg#1578,3108,1112.76,2316,307,0,0,0,4,0,1,0,1,0,0,0,0,0,1951,0,0,0,0,0,0,0,0,10,0,0,0,420,0,0,180,0,0,0.32,1.0
yisusmakina#2823,2527,2463.3,5651,1815,0,0,0,3,0,11,0,9,0,1,0,1,0,3835,1,1,1,0,0,2,0,3,42,0,0,0,870,3,0,240,91,0,0.36,1.0
Krul#11614,3017,11014.59,21906,3365,0,0,0,31,0,42,0,26,1,2,0,0,0,18412,6,2,3,1,1,7,0,11,126,0,0,0,3721.62,10,0,1680,58,0,0.24,0.13
Yako#11860,3640,687.34,1657,256,0,0,0,2,0,1,0,0,0,0,0,0,0,1401,1,1,0,0,0,0,0,0,4,0,0,0,240,0,0,60,0,0,0.25,0
woodenzombie#2487,2608,11987.09,21759,3336,0,0,0,45,0,48,0,35,2,3,0,1,0,18124,5,3,1,2,3,6,0,16,74,0,0,0,3862.75,8,0,2040,85,7,0.29,0.37
ObamaCareOP#1693,4072,226.86,412,0,0,0,0,1,0,1,0,1,0,0,0,0,0,412,0,0,0,0,0,0,0,0,15,0,0,0,120,0,0,60,0,0,0.16,0
Fufupatoo#1662,3134,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
slipp#11967,2065,85.69,386,0,0,0,0,2,0,0,0,0,0,0,0,0,0,386,0,0,0,0,0,0,0,0,4,0,0,0,30,0,0,60,0,0,0.34,0
Kosumi#11477,2686,27788.13,53399,5665,2,0,0,53,0,156,0,103,0,5,0,5,0,45319,13,4,6,4,3,23,1,43,282,0,0,0,11363.24,32,0,3420,499,8,0.33,0.96
TheEpicBunny#2632,2636,138.24,445,0,0,0,0,1,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,47,0,0,0.66,1.0
Xypher#11681,2197,256.87,646,166,0,0,0,5,0,0,0,0,0,0,0,0,0,430,0,0,0,0,0,0,0,0,2,0,0,0,120,0,0,120,0,0,0.34,0
Audet#11587,4104,552.79,863,294,0,0,0,2,0,0,0,0,0,0,0,0,0,569,1,0,0,0,0,0,0,0,0,0,1,0,180,0,0,60,0,0,0.05,0
FOETALCAST#2550,1672,33681.37,55983,9830,0,0,0,101,0,128,0,83,4,6,0,2,0,45789,11,5,4,2,2,19,2,54,588,0,0,0,13734.06,15,0,3600,150,0,0.22,0.38
LazyTitan#120282,983,10660.15,19044,3579,1,0,0,25,0,66,0,41,1,2,0,1,0,15023,6,2,2,2,0,4,0,22,220,0,0,0,3453.38,10,0,1800,155,5,0.23,0.44
Kidnapr1#1135,3403,2313.04,4799,1379,0,0,0,10,0,9,0,2,1,1,0,0,0,3420,2,1,0,1,0,1,0,6,34,0,0,0,1140,0,0,480,0,0,0.2,0
and2277#1484,2239,207.99,529,308,0,0,0,2,0,0,0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,11,0,0,0,60,0,0,60,0,2,0.04,0
Shahbaz#1789,3473,462.41,662,0,0,0,0,0,0,2,0,1,0,0,0,0,0,662,0,0,0,0,0,0,0,2,14,0,0,0,180,0,0,36,7,0,0.33,1.0
Heir#11104,2657,110180.9,209836,28276,9,0,0,197,0,552,1,373,10,25,0,15,0,178899,78,30,26,22,7,62,4,222,2048,0,0,0,41570.15,64,2,14400,2495,19,0.38,0.6
Skypper#11298,2674,69070.46,130135,20088,0,0,0,175,0,338,5,189,10,15,0,5,0,107659,29,15,3,10,6,38,0,122,1265,0,0,0,27928.65,46,0,7200,687,1,0.25,0.32
Bolt#11166,2155,8860.06,15899,2811,0,0,0,18,0,39,1,23,1,2,0,1,0,12521,4,2,1,1,0,5,2,20,179,0,0,0,2730,4,0,1080,135,1,0.28,0.65
Navac#2787,2577,911.57,1395,115,0,0,0,6,0,5,0,2,0,0,0,0,0,1099,0,0,0,0,0,0,0,4,9,0,1,0,420,1,0,120,0,0,0.25,0.61
RaY123RaT#1557,2814,2680.97,5132,1115,0,0,0,10,0,10,0,6,0,0,0,0,0,3984,1,0,0,0,0,1,1,1,33,0,1,0,810,1,0,360,0,0,0.27,1.0
Schwifty#11984,3016,1654.01,2833,725,0,0,0,5,0,4,0,1,0,0,0,0,0,2108,1,0,0,1,0,2,0,3,18,0,0,0,570,0,0,180,0,0,0.33,0
Krypto9t#1548,1435,45,735,540,0,0,0,2,0,1,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,1,20,0,0,0,30,0,0,60,0,0,0.13,0
speep#1598,2097,825.93,1150,33,0,0,0,31,0,5,0,2,2,2,0,0,0,1092,0,0,0,0,0,1,0,2,14,0,0,0,420,2,0,1080,0,0,0.14,0
BattleCattle#1845,1857,85744.36,163578,29839,1,0,0,238,0,419,7,264,9,22,2,12,0,131153,54,30,10,14,5,36,0,224,2092,0,0,0,31369.68,85,0,10800,1015,3,0.21,0.56
yanzi#1511,2777,111.69,134,0,0,0,0,1,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,54,0,0,0.04,0.97
euken#1393,2520,3249.89,5375,756,0,0,0,9,0,16,0,10,0,1,0,1,0,4519,2,2,0,0,0,3,0,3,68,0,0,0,1352.49,3,0,480,18,0,0.26,0.62
Claudiu#21242,2102,1549.02,2668,331,0,0,0,6,0,13,0,7,0,1,0,0,0,2338,1,1,0,1,0,1,0,2,37,0,0,0,585,1,0,360,0,0,0.2,0.59
Nami#1993,2766,2556.41,3641,557,0,0,0,3,0,14,0,11,0,1,0,1,0,3084,0,0,0,0,0,0,0,1,14,0,0,0,600,5,0,240,0,0,0.27,1.0
JerryEire#2987,3764,5766.09,9842,821,0,0,0,15,0,44,0,23,0,2,0,1,0,8899,3,1,0,1,0,2,1,14,143,0,0,0,2400,8,0,960,138,0,0.32,0.82
FrostFinger#21293,3752,3484.14,5335,681,0,0,0,10,0,16,0,10,0,0,0,0,0,4648,1,0,0,0,1,3,0,0,20,0,0,0,1395,2,0,360,61,0,0.3,0.87
FluttE#2304,2018,95,112,0,0,0,0,1,0,1,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,21,0,0,0.04,0
Raxya#2784,4079,39981.07,69878,8462,1,0,0,138,0,180,3,120,5,9,0,5,0,60087,20,12,5,3,2,23,1,62,456,0,0,0,16036.59,23,0,3600,563,4,0.23,0.48
Ecas#21984,3551,6790.76,14167,1770,0,0,0,14,0,29,0,20,1,1,0,0,0,12258,3,1,1,1,1,2,1,6,65,0,0,0,2854.51,5,0,960,28,0,0.35,0.4
Moun7#1608,2860,615.02,867,0,0,0,0,3,0,1,0,1,0,0,0,0,0,779,0,0,0,0,0,0,0,0,1,0,0,0,150,0,0,60,0,0,0.5,0
AEON#21555,4169,8907.1,22438,5048,0,0,0,38,0,62,2,31,1,3,0,2,0,17103,9,3,2,4,0,4,0,20,153,0,0,0,3210,4,0,1800,0,0,0.36,0.56
NieRAutomata#1720,2216,888.51,1622,396,0,0,0,2,0,5,0,4,0,0,0,0,0,1204,2,1,0,0,0,0,0,2,42,0,0,0,180,1,0,120,0,0,0.1,1.0
PiTaR#21195,3143,6115.82,11151,1394,0,0,0,23,0,19,0,11,1,1,0,0,0,9752,4,2,0,2,0,1,0,3,32,0,1,0,2445,1,0,960,0,5,0.41,0
Artist#31404,2116,216.94,380,0,0,0,0,2,0,1,0,1,0,0,0,0,0,380,0,0,0,0,0,0,0,1,6,0,0,0,90,0,0,60,0,0,0.22,0
ACG#11517,2258,8515.33,16329,3648,0,0,0,33,0,49,1,30,2,3,0,0,0,12336,5,3,1,1,0,7,1,18,161,0,0,0,3255,4,0,1440,81,0,0.19,0.03
Slugie#2494,2648,2505.44,4785,978,0,0,0,5,0,11,0,6,0,0,0,0,0,3807,2,1,0,0,0,2,0,3,43,0,0,0,1020,3,0,240,0,0,0.37,1.0
OgKey7#1981,2541,6171.57,11857,1618,0,0,0,18,0,23,1,14,0,1,0,1,0,9718,4,1,1,3,0,5,0,11,147,0,0,0,2411.06,5,0,780,24,0,0.27,0.78
Greenguy2#1150,3202,2422.2,3944,159,0,0,0,13,0,6,0,3,0,1,0,0,0,3774,1,1,0,1,0,0,0,4,46,0,0,0,975,0,0,480,0,0,0.27,0.52
Zerps#11909,2535,2317.02,4092,486,0,0,0,9,0,11,0,8,0,0,0,0,0,3570,1,0,1,0,0,2,0,7,24,0,0,0,855,3,0,360,19,0,0.28,0.05
Chiba#2124,2957,642.95,1248,0,0,0,0,6,0,3,0,1,0,0,0,0,0,1191,2,1,1,0,0,0,0,1,18,0,0,0,285,1,0,240,0,1,0.33,0
OneSpeed#11214,2395,25517.87,37130,3601,0,0,0,62,0,88,1,65,2,5,0,3,0,32551,13,4,4,5,1,15,0,26,281,0,0,0,10386.55,17,0,3600,97,7,0.34,0.57
Will#14445,2834,326990.61,612501,77892,14,0,0,541,0,1410,12,892,26,54,1,28,0,527139,169,50,69,49,22,191,3,536,4662,0,0,1,140314.25,258,1,36000,5126,8,0.3,0.52
McCree#3821,1630,802.3,1454,143,0,0,0,1,0,5,0,2,0,0,0,0,0,1311,0,0,0,0,0,1,0,2,14,0,0,0,452.2,0,0,60,0,0,0.44,1.0
Hydration#1570,4224,41937.89,87425,10141,2,0,0,85,0,205,0,135,3,8,0,4,0,76413,21,7,7,8,9,21,0,58,486,0,0,0,16528.36,30,0,3600,417,0,0.31,0.56
Bcstoner#1513,1598,3895.99,5815,907,0,0,0,14,0,14,0,11,0,1,0,1,0,4876,2,1,0,0,0,2,0,6,69,0,0,0,1545,3,0,600,0,0,0.32,0.77
MeIVTO#1685,2839,400.79,1397,528,0,0,0,3,0,2,1,1,0,0,0,0,0,869,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,60,0,0,0.17,0
MZA#11513,3870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
FreshFiyah#1952,3000,1477.21,3947,1177,0,0,0,9,0,12,0,7,0,0,0,0,0,2770,1,1,0,0,0,0,0,5,21,0,0,0,390,0,0,360,0,0,0.19,1.0
Flare#11349,2727,1774.39,2492,215,0,0,0,5,0,3,0,2,0,0,0,0,0,2122,1,0,1,0,0,0,0,1,26,0,0,0,720,0,0,120,0,0,0.2,0
mel0n#11851,3174,2694.39,7218,2283,0,0,0,10,0,15,0,7,0,1,0,0,0,4899,1,1,0,0,0,0,0,8,48,0,1,0,1215,3,0,480,0,0,0.29,0.51
tei#1553,2043,11631.88,18311,1457,0,0,0,29,0,41,0,26,1,2,0,0,0,16691,4,2,0,2,2,3,0,13,182,0,0,0,4110,9,0,1380,0,0,0.34,0.25
QuayCzar#1636,3701,53.49,53,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,1,0,0,0,30,0,0,55,4,0,0,0.0
Hisoka9x9#1736,1516,2419.84,4603,379,0,0,0,13,0,13,0,6,0,1,0,1,0,4224,2,1,1,0,0,2,0,3,28,0,0,0,855,2,0,540,0,0,0.26,0.64
Chron121#1627,1961,203.82,513,100,0,0,0,2,0,1,0,1,0,0,0,0,0,413,0,0,0,0,0,0,0,1,13,0,0,0,150,0,0,120,0,0,0.1,0
Kaiper#2170,1315,728.08,1288,0,0,0,0,5,0,4,0,1,0,0,0,0,0,1288,1,0,0,0,0,0,0,3,30,0,0,0,210,1,0,180,0,0,0.17,0
Harra#11912,2227,1021.54,2504,737,0,0,0,4,0,5,0,2,0,0,0,0,0,1767,1,0,0,0,1,0,0,2,3,0,0,0,315,0,0,180,0,0,0.38,0.24
alvindatak#1698,1753,1136.38,3426,506,0,0,0,7,0,7,0,3,0,1,0,0,0,2910,1,0,0,0,0,0,0,2,24,0,0,0,450,0,0,300,0,0,0.34,0.36
DRILLDADDY#2775,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Clover#32549,1858,6009.69,12553,2956,0,0,0,16,0,36,0,12,1,1,0,0,0,8946,3,1,1,2,1,9,1,14,145,0,0,0,2207.1,2,0,840,157,5,0.16,0.45
Corey#12930,3308,391.45,435,0,0,0,0,1,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,7,0,0,0,180,0,0,53,0,0,0.09,1.0
PappyCookie#2172,2541,23173.53,53980,16069,0,0,0,76,0,125,2,73,2,6,1,4,0,36994,8,4,1,3,1,17,0,61,457,0,0,0,8932.54,14,1,3600,372,1,0.19,0.67
Ametzec#1666,3720,1422.06,4363,1691,0,0,0,3,0,8,0,3,0,0,0,0,0,2672,0,0,0,0,0,1,0,3,38,0,0,0,525,1,0,240,0,0,0.32,0.81
DarkLord#23835,1475,3493.7,5036,503,0,0,0,14,0,15,0,9,1,1,0,0,0,4370,2,2,0,0,0,3,0,3,64,0,0,0,1380,2,0,600,0,0,0.28,0
Bledynn#1749,2156,799.01,1646,275,0,0,0,6,0,2,0,2,1,1,0,0,0,1371,2,1,0,0,0,1,0,1,31,0,0,0,315,0,0,300,0,0,0.26,0
iOllek#2625,3192,2191.28,3226,181,0,0,0,10,0,6,0,6,1,1,0,0,0,3045,0,0,0,0,0,3,0,0,0,0,0,0,870,0,0,300,0,0,0.3,0
Gendundrup#1515,2518,583.34,1295,234,0,0,0,3,0,4,0,0,0,0,0,0,0,1061,1,0,0,1,0,3,1,4,21,0,0,0,375,0,0,180,0,0,0.16,1.0
DOOM#13951,3013,37865.54,70941,12694,1,0,0,114,0,162,1,97,6,11,0,5,0,57681,11,8,1,2,5,20,2,50,487,0,0,0,15024.39,24,0,3600,228,10,0.23,0.42
zer0#21581,2899,7895.53,16549,3744,0,0,0,26,0,33,0,22,1,2,0,0,0,12592,3,2,0,1,2,3,0,6,94,0,0,0,2718.36,3,0,1260,127,0,0.26,0.22
TopOverBB#2463,2460,395.83,778,132,0,0,0,4,0,1,0,1,0,0,0,0,0,595,0,0,0,0,0,0,0,1,6,0,0,0,120,0,0,60,0,0,0.2,0.63
RaggedTurtle#1809,2079,3338.46,5780,512,0,0,0,12,0,11,0,8,1,1,0,0,0,5217,3,1,1,1,0,2,0,4,10,0,0,0,1020,1,0,660,18,1,0.33,0
